ID,Link,Date,Sport,Country,League
pM3Lkua9,https://www.betexplorer.com/soccer/sweden/division-2-norrland/ytterhogdal-gottne-if/pM3Lkua9/,"2022,9,25,15,00",soccer,sweden,division-2-norrland
0v9zNk9J,https://www.betexplorer.com/soccer/sweden/division-2-norra-svealand/forsbacka-ik-ragsved/0v9zNk9J/,"2022,9,25,15,00",soccer,sweden,division-2-norra-svealand
bBdve8k6,https://www.betexplorer.com/soccer/sweden/division-2-sodra-gotaland/rappe-goif-ariana/bBdve8k6/,"2022,9,25,15,00",soccer,sweden,division-2-sodra-gotaland
KrpImd7a,https://www.betexplorer.com/soccer/sweden/division-2-norra-gotaland/herrestads-aif-stenungsunds-if/KrpImd7a/,"2022,9,25,15,00",soccer,sweden,division-2-norra-gotaland
rZ6yehSr,https://www.betexplorer.com/soccer/sweden/allsvenskan-women/hacken-if-brommapojkarna/rZ6yehSr/,"2022,9,25,15,00",soccer,sweden,allsvenskan-women
CEbhiAR7,https://www.betexplorer.com/soccer/sweden/allsvenskan-women/kristianstad-djurgarden/CEbhiAR7/,"2022,9,25,15,00",soccer,sweden,allsvenskan-women
GUBzTbfA,https://www.betexplorer.com/soccer/sweden/elitettan-women/gamla-upsala-bergdalens-ik/GUBzTbfA/,"2022,9,25,15,00",soccer,sweden,elitettan-women
4hTC9Agk,https://www.betexplorer.com/soccer/sweden/elitettan-women/jitex-ik-uppsala-fotboll/4hTC9Agk/,"2022,9,25,15,00",soccer,sweden,elitettan-women
2wnG8U8e,https://www.betexplorer.com/soccer/sweden/elitettan-women/mallbacken-alingsas/2wnG8U8e/,"2022,9,25,15,00",soccer,sweden,elitettan-women
vBLQIqUf,https://www.betexplorer.com/soccer/turkey/2-lig-white-group/erokspor-nazillispor/vBLQIqUf/,"2022,9,25,15,00",soccer,turkey,2-lig-white-group
ETDwGsED,https://www.betexplorer.com/soccer/turkey/2-lig-white-group/inegolspor-isparta-32-spor/ETDwGsED/,"2022,9,25,15,00",soccer,turkey,2-lig-white-group
Eos1tbHd,https://www.betexplorer.com/soccer/turkey/2-lig-red-group/usakspor-kocaelispor/Eos1tbHd/,"2022,9,25,15,00",soccer,turkey,2-lig-red-group
dnxr3sIQ,https://www.betexplorer.com/soccer/turkey/3-lig-group-1/catalca-spor-kutahyaspor/dnxr3sIQ/,"2022,9,25,15,00",soccer,turkey,3-lig-group-1
0r9EhwhE,https://www.betexplorer.com/soccer/turkey/3-lig-group-2/darica-genclerbirligi-igdir-fk/0r9EhwhE/,"2022,9,25,15,00",soccer,turkey,3-lig-group-2
xANJWeVf,https://www.betexplorer.com/soccer/turkey/3-lig-group-2/ergene-velimese-kirikkale-buyuk-anadolu/xANJWeVf/,"2022,9,25,15,00",soccer,turkey,3-lig-group-2
CSFWTgFD,https://www.betexplorer.com/soccer/turkey/3-lig-group-2/turgutluspor-orduspor-1967/CSFWTgFD/,"2022,9,25,15,00",soccer,turkey,3-lig-group-2
UPcRRsI1,https://www.betexplorer.com/soccer/turkey/3-lig-group-3/bergama-bld-fatsa-belediyespor/UPcRRsI1/,"2022,9,25,15,00",soccer,turkey,3-lig-group-3
vy5EUqYr,https://www.betexplorer.com/soccer/turkey/3-lig-group-3/beyoglu-yeni-carsi-hopaspor/vy5EUqYr/,"2022,9,25,15,00",soccer,turkey,3-lig-group-3
MevIl5PE,https://www.betexplorer.com/soccer/turkey/3-lig-group-3/bursa-musspor/MevIl5PE/,"2022,9,25,15,00",soccer,turkey,3-lig-group-3
r5Jrz6AL,https://www.betexplorer.com/soccer/turkey/3-lig-group-3/efeler-09-akhisarspor/r5Jrz6AL/,"2022,9,25,15,00",soccer,turkey,3-lig-group-3
xSInZPPR,https://www.betexplorer.com/soccer/turkey/3-lig-group-3/sapanca-genclikspor-kepez-bld/xSInZPPR/,"2022,9,25,15,00",soccer,turkey,3-lig-group-3
04MX3bdU,https://www.betexplorer.com/soccer/world/friendly-international/indonesia-curacao/04MX3bdU/,"2022,9,25,15,00",soccer,world,friendly-international
25zFrzBr,https://www.betexplorer.com/soccer/world/friendly-international/south-africa-sierra-leone/25zFrzBr/,"2022,9,25,15,00",soccer,world,friendly-international
67Irk48r,https://www.betexplorer.com/soccer/united-arab-emirates/division-1/al-fujairah-dubai-city/67Irk48r/,"2022,9,25,15,20",soccer,united-arab-emirates,division-1
zsNnlONl,https://www.betexplorer.com/soccer/united-arab-emirates/division-1/baynounah-al-rams/zsNnlONl/,"2022,9,25,15,20",soccer,united-arab-emirates,division-1
EXLjmrwe,https://www.betexplorer.com/soccer/united-arab-emirates/division-1/al-hamriyah-masfut/EXLjmrwe/,"2022,9,25,15,25",soccer,united-arab-emirates,division-1
ddBen2h1,https://www.betexplorer.com/soccer/united-arab-emirates/division-1/gulf-heroes-al-urooba/ddBen2h1/,"2022,9,25,15,25",soccer,united-arab-emirates,division-1
YyJFajzn,https://www.betexplorer.com/soccer/bosnia-and-herzegovina/prva-liga-fbih/gradina-srebrenik-gorazde/YyJFajzn/,"2022,9,25,15,30",soccer,bosnia-and-herzegovina,prva-liga-fbih
bq4ufn4N,https://www.betexplorer.com/soccer/bosnia-and-herzegovina/prva-liga-fbih/hadzici-bfk-simm-bau/bq4ufn4N/,"2022,9,25,15,30",soccer,bosnia-and-herzegovina,prva-liga-fbih
xUFWe8ZA,https://www.betexplorer.com/soccer/bosnia-and-herzegovina/prva-liga-fbih/radnicki-lukavac-nk-gosk-gabela/xUFWe8ZA/,"2022,9,25,15,30",soccer,bosnia-and-herzegovina,prva-liga-fbih
jDDKbAkh,https://www.betexplorer.com/soccer/bosnia-and-herzegovina/prva-liga-fbih/travnik-kakanj/jDDKbAkh/,"2022,9,25,15,30",soccer,bosnia-and-herzegovina,prva-liga-fbih
Oz7UnG4N,https://www.betexplorer.com/soccer/czech-republic/msfl/vrchovina-frydlant-n-ost/Oz7UnG4N/,"2022,9,25,15,30",soccer,czech-republic,msfl
COo1rAWK,https://www.betexplorer.com/soccer/czech-republic/division-d/tj-start-brno-lanzhot/COo1rAWK/,"2022,9,25,15,30",soccer,czech-republic,division-d
vcYgpW18,https://www.betexplorer.com/soccer/czech-republic/division-d/velka-bites-slovan-havlickuv-brod/vcYgpW18/,"2022,9,25,15,30",soccer,czech-republic,division-d
jNhxZUiT,https://www.betexplorer.com/soccer/germany/oberliga-rheinland-pfalz-saar/diefflen-elversberg/jNhxZUiT/,"2022,9,25,15,30",soccer,germany,oberliga-rheinland-pfalz-saar
ngv8T8Fj,https://www.betexplorer.com/soccer/germany/oberliga-rheinland-pfalz-saar/jagersburg-dudenhofen/ngv8T8Fj/,"2022,9,25,15,30",soccer,germany,oberliga-rheinland-pfalz-saar
2JunlGFN,https://www.betexplorer.com/soccer/germany/oberliga-rheinland-pfalz-saar/waldalgesheim-engers/2JunlGFN/,"2022,9,25,15,30",soccer,germany,oberliga-rheinland-pfalz-saar
OxYdREGD,https://www.betexplorer.com/soccer/germany/oberliga-baden-wurttemberg/bietigheim-bissingen-oberachern/OxYdREGD/,"2022,9,25,15,30",soccer,germany,oberliga-baden-wurttemberg
xtMvjbgE,https://www.betexplorer.com/soccer/germany/oberliga-baden-wurttemberg/fc-nottingen-ravensburg/xtMvjbgE/,"2022,9,25,15,30",soccer,germany,oberliga-baden-wurttemberg
lGPrkI8K,https://www.betexplorer.com/soccer/germany/oberliga-baden-wurttemberg/reutlingen-rielasingen-arlen/lGPrkI8K/,"2022,9,25,15,30",soccer,germany,oberliga-baden-wurttemberg
MitAqN1R,https://www.betexplorer.com/soccer/netherlands/tweede-divisie/tec-hardenberg/MitAqN1R/,"2022,9,25,15,30",soccer,netherlands,tweede-divisie
GGtlaS9o,https://www.betexplorer.com/soccer/poland/iii-liga-group-ii/pogon-szczecin-cartusia-kartuzy/GGtlaS9o/,"2022,9,25,15,30",soccer,poland,iii-liga-group-ii
O0YuJdkS,https://www.betexplorer.com/soccer/slovakia/3-liga-east/giraltovce-namestovo/O0YuJdkS/,"2022,9,25,15,30",soccer,slovakia,3-liga-east
8Y9CDzDk,https://www.betexplorer.com/soccer/slovakia/3-liga-east/lipany-fk-poprad/8Y9CDzDk/,"2022,9,25,15,30",soccer,slovakia,3-liga-east
UsB8EGcq,https://www.betexplorer.com/soccer/slovakia/3-liga-east/msk-lucenec-stropkov/UsB8EGcq/,"2022,9,25,15,30",soccer,slovakia,3-liga-east
6eQtQBGc,https://www.betexplorer.com/soccer/slovakia/3-liga-west/afc-nove-mesto-galanta/6eQtQBGc/,"2022,9,25,15,30",soccer,slovakia,3-liga-west
fLbUG7wp,https://www.betexplorer.com/soccer/slovakia/3-liga-west/castkovce-belusa/fLbUG7wp/,"2022,9,25,15,30",soccer,slovakia,3-liga-west
dpJgN90G,https://www.betexplorer.com/soccer/slovakia/3-liga-west/hamsik-academy-banska-bystrica-msk-martin/dpJgN90G/,"2022,9,25,15,30",soccer,slovakia,3-liga-west
2NJkOkoA,https://www.betexplorer.com/soccer/slovakia/3-liga-west/inter-bratislava-jednota-banova/2NJkOkoA/,"2022,9,25,15,30",soccer,slovakia,3-liga-west
hCC2LmVS,https://www.betexplorer.com/soccer/slovakia/3-liga-west/kalna-nad-hronom-nove-zamky/hCC2LmVS/,"2022,9,25,15,30",soccer,slovakia,3-liga-west
ldDXFRhj,https://www.betexplorer.com/soccer/slovakia/3-liga-west/sered-sala/ldDXFRhj/,"2022,9,25,15,30",soccer,slovakia,3-liga-west
OWKoPVV3,https://www.betexplorer.com/soccer/slovakia/3-liga-west/vrakuna-bratislava-velke-ludince/OWKoPVV3/,"2022,9,25,15,30",soccer,slovakia,3-liga-west
AZBoqxgk,https://www.betexplorer.com/soccer/wales/cymru-premier/bala-cardiff-metropolitan-university/AZBoqxgk/,"2022,9,25,15,30",soccer,wales,cymru-premier
lQAkrd8e,https://www.betexplorer.com/soccer/wales/cymru-premier/connahs-q-pontypridd-united/lQAkrd8e/,"2022,9,25,15,30",soccer,wales,cymru-premier
rmAgsGN1,https://www.betexplorer.com/soccer/wales/cymru-premier/haverfordwest-flint-town/rmAgsGN1/,"2022,9,25,15,30",soccer,wales,cymru-premier
MejBtAce,https://www.betexplorer.com/soccer/wales/cymru-south/barry-town-goytre-utd/MejBtAce/,"2022,9,25,15,30",soccer,wales,cymru-south
UcX13X48,https://www.betexplorer.com/soccer/wales/cymru-south/cwmbran-celtic-briton-ferry/UcX13X48/,"2022,9,25,15,30",soccer,wales,cymru-south
r5i7sjrk,https://www.betexplorer.com/soccer/wales/cymru-south/swansea-university-llanelli/r5i7sjrk/,"2022,9,25,15,30",soccer,wales,cymru-south
x445JQrg,https://www.betexplorer.com/soccer/wales/cymru-north/chirk-aaa-fc-prestatyn/x445JQrg/,"2022,9,25,15,30",soccer,wales,cymru-north
tdPUPS5P,https://www.betexplorer.com/soccer/wales/cymru-north/gresford-holywell-town-fc/tdPUPS5P/,"2022,9,25,15,30",soccer,wales,cymru-north
EkXr2PDI,https://www.betexplorer.com/soccer/wales/cymru-north/guilsfield-cefn-druids/EkXr2PDI/,"2022,9,25,15,30",soccer,wales,cymru-north
htWn1qTO,https://www.betexplorer.com/soccer/wales/cymru-north/llanidloes-town-conwy-borough/htWn1qTO/,"2022,9,25,15,30",soccer,wales,cymru-north
r5BdLnEt,https://www.betexplorer.com/soccer/wales/cymru-north/penrhyncoch-llandudno-fc/r5BdLnEt/,"2022,9,25,15,30",soccer,wales,cymru-north
fR7kGCME,https://www.betexplorer.com/soccer/spain/tercera-rfef-group-4/cd-vitoria-touring-ke/fR7kGCME/,"2022,9,25,15,45",soccer,spain,tercera-rfef-group-4
MeOtJUnk,https://www.betexplorer.com/soccer/austria/regionalliga-central/lask-linz-sc-weiz/MeOtJUnk/,"2022,9,25,16,00",soccer,austria,regionalliga-central
zaSpIl2e,https://www.betexplorer.com/soccer/austria/regionalliga-central/wolfsberger-ac-sc-kalsdorf/zaSpIl2e/,"2022,9,25,16,00",soccer,austria,regionalliga-central
hSvwNpVf,https://www.betexplorer.com/soccer/austria/regionalliga-west-vorarlberg/admira-dornbirn-rw-rankweil/hSvwNpVf/,"2022,9,25,16,00",soccer,austria,regionalliga-west-vorarlberg
OY15aMjg,https://www.betexplorer.com/soccer/belgium/belgian-cup-women/femina-woluwe-waregem/OY15aMjg/,"2022,9,25,16,00",soccer,belgium,belgian-cup-women
vus9PYdg,https://www.betexplorer.com/soccer/bosnia-and-herzegovina/prva-liga-rs/zvornik-mrkonjic-grad/vus9PYdg/,"2022,9,25,16,00",soccer,bosnia-and-herzegovina,prva-liga-rs
hU5vAgc6,https://www.betexplorer.com/soccer/bosnia-and-herzegovina/prva-liga-rs/krupa-slavija/hU5vAgc6/,"2022,9,25,16,00",soccer,bosnia-and-herzegovina,prva-liga-rs
IVuDOhCa,https://www.betexplorer.com/soccer/bosnia-and-herzegovina/prva-liga-rs/zeljeznicar-banja-luka-rudar-prijedor/IVuDOhCa/,"2022,9,25,16,00",soccer,bosnia-and-herzegovina,prva-liga-rs
xh6gVB80,https://www.betexplorer.com/soccer/brazil/serie-b/ituano-brusque/xh6gVB80/,"2022,9,25,16,00",soccer,brazil,serie-b
KW9PJTsp,https://www.betexplorer.com/soccer/croatia/prva-nl/bijelo-brdo-solin/KW9PJTsp/,"2022,9,25,16,00",soccer,croatia,prva-nl
2eaUImcj,https://www.betexplorer.com/soccer/croatia/prva-nl/cibalia-jarun/2eaUImcj/,"2022,9,25,16,00",soccer,croatia,prva-nl
jHuPvVJ9,https://www.betexplorer.com/soccer/croatia/prva-nl/dragovoljac-rudes/jHuPvVJ9/,"2022,9,25,16,00",soccer,croatia,prva-nl
tnbYH7Cd,https://www.betexplorer.com/soccer/croatia/prva-nl/dugopolje-dubrava-zagreb/tnbYH7Cd/,"2022,9,25,16,00",soccer,croatia,prva-nl
StuVCE8l,https://www.betexplorer.com/soccer/croatia/druga-nl/dugo-selo-sesvete/StuVCE8l/,"2022,9,25,16,00",soccer,croatia,druga-nl
dMWo9W7D,https://www.betexplorer.com/soccer/croatia/druga-nl/grobnican-jadran-luka-ploce/dMWo9W7D/,"2022,9,25,16,00",soccer,croatia,druga-nl
pr9xWgFQ,https://www.betexplorer.com/soccer/croatia/druga-nl/hrvace-bjelovar/pr9xWgFQ/,"2022,9,25,16,00",soccer,croatia,druga-nl
IVXsACh7,https://www.betexplorer.com/soccer/croatia/druga-nl/jadran-porec-marsonia/IVXsACh7/,"2022,9,25,16,00",soccer,croatia,druga-nl
2JJXWZaK,https://www.betexplorer.com/soccer/croatia/druga-nl/osijek-zrinski-jurjevac/2JJXWZaK/,"2022,9,25,16,00",soccer,croatia,druga-nl
z7rwBhw1,https://www.betexplorer.com/soccer/croatia/druga-nl/trnje-opatija/z7rwBhw1/,"2022,9,25,16,00",soccer,croatia,druga-nl
OSKTXFpE,https://www.betexplorer.com/soccer/croatia/druga-nl/zagorec-krapina-medjimurje/OSKTXFpE/,"2022,9,25,16,00",soccer,croatia,druga-nl
bHmtaF15,https://www.betexplorer.com/soccer/czech-republic/cfl-group-b/zivanice-chlumec-nad-cidlinou/bHmtaF15/,"2022,9,25,16,00",soccer,czech-republic,cfl-group-b
rHPel49t,https://www.betexplorer.com/soccer/czech-republic/jihomoravsky-kp/bystrc-sk-krumvir/rHPel49t/,"2022,9,25,16,00",soccer,czech-republic,jihomoravsky-kp
tOgqLsgg,https://www.betexplorer.com/soccer/england/league-one/barnsley-charlton/tOgqLsgg/,"2022,9,25,16,00",soccer,england,league-one
AcbmK18a,https://www.betexplorer.com/soccer/england/league-one/bristol-rovers-accrington/AcbmK18a/,"2022,9,25,16,00",soccer,england,league-one
vwj4GJ7O,https://www.betexplorer.com/soccer/england/league-one/morecambe-cambridge-utd/vwj4GJ7O/,"2022,9,25,16,00",soccer,england,league-one
xAuHC1Gu,https://www.betexplorer.com/soccer/england/league-one/peterborough-port-vale/xAuHC1Gu/,"2022,9,25,16,00",soccer,england,league-one
OQsT9a0b,https://www.betexplorer.com/soccer/england/league-one/sheffield-wed-wycombe/OQsT9a0b/,"2022,9,25,16,00",soccer,england,league-one
6kXX8JF4,https://www.betexplorer.com/soccer/england/league-one/shrewsbury-burton/6kXX8JF4/,"2022,9,25,16,00",soccer,england,league-one
Ic019QFk,https://www.betexplorer.com/soccer/england/league-two/barrow-leyton-orient/Ic019QFk/,"2022,9,25,16,00",soccer,england,league-two
zZf68pVe,https://www.betexplorer.com/soccer/england/league-two/bradford-city-afc-wimbledon/zZf68pVe/,"2022,9,25,16,00",soccer,england,league-two
EPgA74p2,https://www.betexplorer.com/soccer/england/league-two/colchester-rochdale/EPgA74p2/,"2022,9,25,16,00",soccer,england,league-two
SSshWmN2,https://www.betexplorer.com/soccer/england/league-two/crewe-mansfield/SSshWmN2/,"2022,9,25,16,00",soccer,england,league-two
QD0eV7x9,https://www.betexplorer.com/soccer/england/league-two/doncaster-crawley-town/QD0eV7x9/,"2022,9,25,16,00",soccer,england,league-two
8xj0URiF,https://www.betexplorer.com/soccer/england/league-two/grimsby-swindon/8xj0URiF/,"2022,9,25,16,00",soccer,england,league-two
nTl4To7L,https://www.betexplorer.com/soccer/england/league-two/hartlepool-gillingham/nTl4To7L/,"2022,9,25,16,00",soccer,england,league-two
ht8hVMfa,https://www.betexplorer.com/soccer/england/league-two/newport-carlisle/ht8hVMfa/,"2022,9,25,16,00",soccer,england,league-two
IBuzOPUr,https://www.betexplorer.com/soccer/england/league-two/stevenage-harrogate/IBuzOPUr/,"2022,9,25,16,00",soccer,england,league-two
0zVvNqpk,https://www.betexplorer.com/soccer/england/league-two/sutton-salford/0zVvNqpk/,"2022,9,25,16,00",soccer,england,league-two
EwZrM3ae,https://www.betexplorer.com/soccer/england/league-two/walsall-tranmere/EwZrM3ae/,"2022,9,25,16,00",soccer,england,league-two
b1RtHHuQ,https://www.betexplorer.com/soccer/england/national-league/altrincham-aldershot/b1RtHHuQ/,"2022,9,25,16,00",soccer,england,national-league
4r49Cyls,https://www.betexplorer.com/soccer/england/national-league/bromley-oldham/4r49Cyls/,"2022,9,25,16,00",soccer,england,national-league
rZ2DBe3m,https://www.betexplorer.com/soccer/england/national-league/dagenham-red-barnet/rZ2DBe3m/,"2022,9,25,16,00",soccer,england,national-league
C87HAFIg,https://www.betexplorer.com/soccer/england/national-league/eastleigh-halifax/C87HAFIg/,"2022,9,25,16,00",soccer,england,national-league
ja6L9ZXa,https://www.betexplorer.com/soccer/england/national-league/maidenhead-gateshead/ja6L9ZXa/,"2022,9,25,16,00",soccer,england,national-league
YNeQ8gm6,https://www.betexplorer.com/soccer/england/national-league/maidstone-chesterfield/YNeQ8gm6/,"2022,9,25,16,00",soccer,england,national-league
nRaU7D2C,https://www.betexplorer.com/soccer/england/national-league/scunthorpe-dorking-wanderers/nRaU7D2C/,"2022,9,25,16,00",soccer,england,national-league
tlaY6XHI,https://www.betexplorer.com/soccer/england/national-league/wealdstone-southend/tlaY6XHI/,"2022,9,25,16,00",soccer,england,national-league
Kvbx6iXO,https://www.betexplorer.com/soccer/england/national-league/woking-solihull-moors/Kvbx6iXO/,"2022,9,25,16,00",soccer,england,national-league
phUopVR2,https://www.betexplorer.com/soccer/england/national-league/wrexham-torquay/phUopVR2/,"2022,9,25,16,00",soccer,england,national-league
KW3DUzAP,https://www.betexplorer.com/soccer/england/national-league/yeovil-boreham-wood/KW3DUzAP/,"2022,9,25,16,00",soccer,england,national-league
MujuQfIt,https://www.betexplorer.com/soccer/england/national-league/york-notts-county/MujuQfIt/,"2022,9,25,16,00",soccer,england,national-league
Y5U4m6A6,https://www.betexplorer.com/soccer/england/national-league-north/afc-fylde-bradford-pa/Y5U4m6A6/,"2022,9,25,16,00",soccer,england,national-league-north
SST8nQPC,https://www.betexplorer.com/soccer/england/national-league-north/telford-boston-united/SST8nQPC/,"2022,9,25,16,00",soccer,england,national-league-north
QDnCopuJ,https://www.betexplorer.com/soccer/england/national-league-north/alfreton-brackley/QDnCopuJ/,"2022,9,25,16,00",soccer,england,national-league-north
SIQfATHJ,https://www.betexplorer.com/soccer/england/national-league-north/banbury-scarborough-athletic/SIQfATHJ/,"2022,9,25,16,00",soccer,england,national-league-north
69Pb9mXP,https://www.betexplorer.com/soccer/england/national-league-north/buxton-chester/69Pb9mXP/,"2022,9,25,16,00",soccer,england,national-league-north
b1HQ47us,https://www.betexplorer.com/soccer/england/national-league-north/chorley-gloucester-city/b1HQ47us/,"2022,9,25,16,00",soccer,england,national-league-north
xhGU3Rfm,https://www.betexplorer.com/soccer/england/national-league-north/curzon-ashton-king-s-lynn/xhGU3Rfm/,"2022,9,25,16,00",soccer,england,national-league-north
KG5Z2oAg,https://www.betexplorer.com/soccer/england/national-league-north/darlington-1883-peterborough-sports/KG5Z2oAg/,"2022,9,25,16,00",soccer,england,national-league-north
YJ9w25Pa,https://www.betexplorer.com/soccer/england/national-league-north/farsley-spennymoor/YJ9w25Pa/,"2022,9,25,16,00",soccer,england,national-league-north
St9s1Pv6,https://www.betexplorer.com/soccer/england/national-league-north/hereford-blyth-spartans/St9s1Pv6/,"2022,9,25,16,00",soccer,england,national-league-north
6X7o0qfC,https://www.betexplorer.com/soccer/england/national-league-north/kettering-kidderminster/6X7o0qfC/,"2022,9,25,16,00",soccer,england,national-league-north
nqPra39I,https://www.betexplorer.com/soccer/england/national-league-north/southport-leamington/nqPra39I/,"2022,9,25,16,00",soccer,england,national-league-north
jmGJ4kem,https://www.betexplorer.com/soccer/england/national-league-south/braintree-slough-town/jmGJ4kem/,"2022,9,25,16,00",soccer,england,national-league-south
YB5O39Ag,https://www.betexplorer.com/soccer/england/national-league-south/cheshunt-tonbridge/YB5O39Ag/,"2022,9,25,16,00",soccer,england,national-league-south
C24S2TPa,https://www.betexplorer.com/soccer/england/national-league-south/chippenham-town-dulwich-hamlet/C24S2TPa/,"2022,9,25,16,00",soccer,england,national-league-south
6wJV1mu6,https://www.betexplorer.com/soccer/england/national-league-south/concord-rangers-eastbourne-borough/6wJV1mu6/,"2022,9,25,16,00",soccer,england,national-league-south
pUHZ07fC,https://www.betexplorer.com/soccer/england/national-league-south/dartford-hampton-richmond/pUHZ07fC/,"2022,9,25,16,00",soccer,england,national-league-south
Sh7v0R9I,https://www.betexplorer.com/soccer/england/national-league-south/farnborough-st-albans/Sh7v0R9I/,"2022,9,25,16,00",soccer,england,national-league-south
tdBraoPO,https://www.betexplorer.com/soccer/england/national-league-south/hemel-hempstead-worthing-fc/tdBraoPO/,"2022,9,25,16,00",soccer,england,national-league-south
faaQNU1P,https://www.betexplorer.com/soccer/england/national-league-south/hungerford-ebbsfleet/faaQNU1P/,"2022,9,25,16,00",soccer,england,national-league-south
d8ohJlAt,https://www.betexplorer.com/soccer/england/national-league-south/oxford-city-bath-city/d8ohJlAt/,"2022,9,25,16,00",soccer,england,national-league-south
EqtcI8Pn,https://www.betexplorer.com/soccer/england/national-league-south/taunton-town-chelmsford/EqtcI8Pn/,"2022,9,25,16,00",soccer,england,national-league-south
hzu1HSvg,https://www.betexplorer.com/soccer/england/national-league-south/welling-havant-waterlooville/hzu1HSvg/,"2022,9,25,16,00",soccer,england,national-league-south
ncv5Gnfa,https://www.betexplorer.com/soccer/england/national-league-south/weymouth-dover-ath/ncv5Gnfa/,"2022,9,25,16,00",soccer,england,national-league-south
CWFWV2eM,https://www.betexplorer.com/soccer/england/npl-premier-division/ashton-united-marine/CWFWV2eM/,"2022,9,25,16,00",soccer,england,npl-premier-division
vgnTUMAS,https://www.betexplorer.com/soccer/england/npl-premier-division/bamber-bridge-belper-town/vgnTUMAS/,"2022,9,25,16,00",soccer,england,npl-premier-division
t2YfQtJq,https://www.betexplorer.com/soccer/england/npl-premier-division/gainsborough-stalybridge/t2YfQtJq/,"2022,9,25,16,00",soccer,england,npl-premier-division
zPXbP0Yk,https://www.betexplorer.com/soccer/england/npl-premier-division/hyde-guiseley/zPXbP0Yk/,"2022,9,25,16,00",soccer,england,npl-premier-division
lSy3OKmd,https://www.betexplorer.com/soccer/england/npl-premier-division/liversedge-warrington-rylands/lSy3OKmd/,"2022,9,25,16,00",soccer,england,npl-premier-division
jXFom4Qd,https://www.betexplorer.com/soccer/england/npl-premier-division/marske-united-stafford/jXFom4Qd/,"2022,9,25,16,00",soccer,england,npl-premier-division
UNEknOu3,https://www.betexplorer.com/soccer/england/npl-premier-division/matlock-lancaster/UNEknOu3/,"2022,9,25,16,00",soccer,england,npl-premier-division
bcJgore9,https://www.betexplorer.com/soccer/england/npl-premier-division/nantwich-whitby/bcJgore9/,"2022,9,25,16,00",soccer,england,npl-premier-division
xlIcp2AF,https://www.betexplorer.com/soccer/england/npl-premier-division/radcliffe-morpeth/xlIcp2AF/,"2022,9,25,16,00",soccer,england,npl-premier-division
KC72qMPL,https://www.betexplorer.com/soccer/england/npl-premier-division/south-shields-atherton-collieries/KC72qMPL/,"2022,9,25,16,00",soccer,england,npl-premier-division
WnB6rtuS,https://www.betexplorer.com/soccer/england/npl-premier-division/warrington-town-united-of-manchester/WnB6rtuS/,"2022,9,25,16,00",soccer,england,npl-premier-division
Kxuu8YsB,https://www.betexplorer.com/soccer/england/southern-league-central-division/alvechurch-leiston/Kxuu8YsB/,"2022,9,25,16,00",soccer,england,southern-league-central-division
21Uq7hcH,https://www.betexplorer.com/soccer/england/southern-league-central-division/barwell-afc-rushden-diamonds/21Uq7hcH/,"2022,9,25,16,00",soccer,england,southern-league-central-division
G4Ym6CCN,https://www.betexplorer.com/soccer/england/southern-league-central-division/bedford-ilkeston/G4Ym6CCN/,"2022,9,25,16,00",soccer,england,southern-league-central-division
ARXi5WRT,https://www.betexplorer.com/soccer/england/southern-league-central-division/bromsgrove-basford-utd/ARXi5WRT/,"2022,9,25,16,00",soccer,england,southern-league-central-division
CzKJ0jzo,https://www.betexplorer.com/soccer/england/southern-league-central-division/coalville-town-hednesford/CzKJ0jzo/,"2022,9,25,16,00",soccer,england,southern-league-central-division
CSPfPZCo,https://www.betexplorer.com/soccer/england/southern-league-central-division/needham-market-mickleover/CSPfPZCo/,"2022,9,25,16,00",soccer,england,southern-league-central-division
jJObOgSi,https://www.betexplorer.com/soccer/england/southern-league-central-division/rushall-royston-town/jJObOgSi/,"2022,9,25,16,00",soccer,england,southern-league-central-division
ptO2NDsb,https://www.betexplorer.com/soccer/england/southern-league-central-division/st-ives-town-redditch/ptO2NDsb/,"2022,9,25,16,00",soccer,england,southern-league-central-division
bqS6MXd4,https://www.betexplorer.com/soccer/england/southern-league-central-division/stourbridge-hitchin/bqS6MXd4/,"2022,9,25,16,00",soccer,england,southern-league-central-division
t8HBLiCA,https://www.betexplorer.com/soccer/england/southern-league-central-division/stratford-nuneaton/t8HBLiCA/,"2022,9,25,16,00",soccer,england,southern-league-central-division
KbGFKBRG,https://www.betexplorer.com/soccer/england/southern-league-central-division/tamworth-kings-langley/KbGFKBRG/,"2022,9,25,16,00",soccer,england,southern-league-central-division
hSv5Blci,https://www.betexplorer.com/soccer/europe/euro-u19/bulgaria-luxembourg/hSv5Blci/,"2022,9,25,16,00",soccer,europe,euro-u19
IZwKSnpH,https://www.betexplorer.com/soccer/europe/euro-u19/germany-belarus/IZwKSnpH/,"2022,9,25,16,00",soccer,europe,euro-u19
tj2FDYO6,https://www.betexplorer.com/soccer/europe/euro-u19/spain-albania/tj2FDYO6/,"2022,9,25,16,00",soccer,europe,euro-u19
lxwjQoYL,https://www.betexplorer.com/soccer/finland/kakkonen-group-b/honka-akatemia-tampere-utd/lxwjQoYL/,"2022,9,25,16,00",soccer,finland,kakkonen-group-b
Gbeaycdc,https://www.betexplorer.com/soccer/finland/kansallinen-liiga-women/aland-united-hps/Gbeaycdc/,"2022,9,25,16,00",soccer,finland,kansallinen-liiga-women
