ID,Link,Date,Sport,Country,League
vq9VY6eD,https://www.betexplorer.com/soccer/england/national-league-north/chester-southport/vq9VY6eD/,"2022,9,13,20,45",soccer,england,national-league-north
6kcDcjYD,https://www.betexplorer.com/soccer/england/national-league-north/gloucester-city-telford/6kcDcjYD/,"2022,9,13,20,45",soccer,england,national-league-north
ptdHdAmK,https://www.betexplorer.com/soccer/england/national-league-north/kidderminster-afc-fylde/ptdHdAmK/,"2022,9,13,20,45",soccer,england,national-league-north
S4oMeU2Q,https://www.betexplorer.com/soccer/england/national-league-north/king-s-lynn-alfreton/S4oMeU2Q/,"2022,9,13,20,45",soccer,england,national-league-north
4QxlilBs,https://www.betexplorer.com/soccer/england/national-league-north/leamington-kettering/4QxlilBs/,"2022,9,13,20,45",soccer,england,national-league-north
bmxhj8Qm,https://www.betexplorer.com/soccer/england/national-league-north/peterborough-sports-banbury/bmxhj8Qm/,"2022,9,13,20,45",soccer,england,national-league-north
xvydkSuf,https://www.betexplorer.com/soccer/england/national-league-north/scarborough-athletic-chorley/xvydkSuf/,"2022,9,13,20,45",soccer,england,national-league-north
fFV0lne0,https://www.betexplorer.com/soccer/england/national-league-north/spennymoor-curzon-ashton/fFV0lne0/,"2022,9,13,20,45",soccer,england,national-league-north
hfP89vsF,https://www.betexplorer.com/soccer/england/national-league-south/bath-city-weymouth/hfP89vsF/,"2022,9,13,20,45",soccer,england,national-league-south
WpOC8bdL,https://www.betexplorer.com/soccer/england/national-league-south/dover-ath-dartford/WpOC8bdL/,"2022,9,13,20,45",soccer,england,national-league-south
0KSG7IBR,https://www.betexplorer.com/soccer/england/national-league-south/dulwich-hamlet-hemel-hempstead/0KSG7IBR/,"2022,9,13,20,45",soccer,england,national-league-south
2TEr3xKr,https://www.betexplorer.com/soccer/england/national-league-south/eastbourne-borough-welling/2TEr3xKr/,"2022,9,13,20,45",soccer,england,national-league-south
ph4m2dZl,https://www.betexplorer.com/soccer/england/national-league-south/ebbsfleet-braintree/ph4m2dZl/,"2022,9,13,20,45",soccer,england,national-league-south
dS7i1Gle,https://www.betexplorer.com/soccer/england/national-league-south/hampton-richmond-chippenham-town/dS7i1Gle/,"2022,9,13,20,45",soccer,england,national-league-south
jk7e0z41,https://www.betexplorer.com/soccer/england/national-league-south/slough-town-taunton-town/jk7e0z41/,"2022,9,13,20,45",soccer,england,national-league-south
Uu6aafJ7,https://www.betexplorer.com/soccer/england/national-league-south/st-albans-concord-rangers/Uu6aafJ7/,"2022,9,13,20,45",soccer,england,national-league-south
6ckrOwd8,https://www.betexplorer.com/soccer/england/national-league-south/tonbridge-farnborough/6ckrOwd8/,"2022,9,13,20,45",soccer,england,national-league-south
pllnNcBE,https://www.betexplorer.com/soccer/england/national-league-south/worthing-fc-cheshunt/pllnNcBE/,"2022,9,13,20,45",soccer,england,national-league-south
C8HqXiza,https://www.betexplorer.com/soccer/england/npl-premier-division/atherton-collieries-nantwich/C8HqXiza/,"2022,9,13,20,45",soccer,england,npl-premier-division
jaGmWBk5,https://www.betexplorer.com/soccer/england/npl-premier-division/belper-town-liversedge/jaGmWBk5/,"2022,9,13,20,45",soccer,england,npl-premier-division
pMFiVV4B,https://www.betexplorer.com/soccer/england/npl-premier-division/united-of-manchester-matlock/pMFiVV4B/,"2022,9,13,20,45",soccer,england,npl-premier-division
ddJeUkKH,https://www.betexplorer.com/soccer/england/npl-premier-division/guiseley-marske-united/ddJeUkKH/,"2022,9,13,20,45",soccer,england,npl-premier-division
xfXPCNlp,https://www.betexplorer.com/soccer/england/npl-premier-division/lancaster-south-shields/xfXPCNlp/,"2022,9,13,20,45",soccer,england,npl-premier-division
GpWTBs4j,https://www.betexplorer.com/soccer/england/npl-premier-division/marine-radcliffe/GpWTBs4j/,"2022,9,13,20,45",soccer,england,npl-premier-division
40PBzRti,https://www.betexplorer.com/soccer/england/npl-premier-division/morpeth-ashton-united/40PBzRti/,"2022,9,13,20,45",soccer,england,npl-premier-division
riOFZpdc,https://www.betexplorer.com/soccer/england/npl-premier-division/stafford-warrington-town/riOFZpdc/,"2022,9,13,20,45",soccer,england,npl-premier-division
QFDKY4B3,https://www.betexplorer.com/soccer/england/npl-premier-division/stalybridge-bamber-bridge/QFDKY4B3/,"2022,9,13,20,45",soccer,england,npl-premier-division
vJHOXOQ9,https://www.betexplorer.com/soccer/england/npl-premier-division/warrington-rylands-hyde/vJHOXOQ9/,"2022,9,13,20,45",soccer,england,npl-premier-division
YuHSWrtG,https://www.betexplorer.com/soccer/england/npl-premier-division/whitby-gainsborough/YuHSWrtG/,"2022,9,13,20,45",soccer,england,npl-premier-division
tY02fFDB,https://www.betexplorer.com/soccer/england/southern-league-central-division/alvechurch-hednesford/tY02fFDB/,"2022,9,13,20,45",soccer,england,southern-league-central-division
KOa6gZSH,https://www.betexplorer.com/soccer/england/southern-league-central-division/bedford-hitchin/KOa6gZSH/,"2022,9,13,20,45",soccer,england,southern-league-central-division
x0fBhgrO,https://www.betexplorer.com/soccer/england/southern-league-central-division/bromsgrove-redditch/x0fBhgrO/,"2022,9,13,20,45",soccer,england,southern-league-central-division
GjgFiDcU,https://www.betexplorer.com/soccer/england/southern-league-central-division/coalville-town-ilkeston/GjgFiDcU/,"2022,9,13,20,45",soccer,england,southern-league-central-division
hCUKCdTu,https://www.betexplorer.com/soccer/england/southern-league-central-division/needham-market-royston-town/hCUKCdTu/,"2022,9,13,20,45",soccer,england,southern-league-central-division
jcmOBGrn,https://www.betexplorer.com/soccer/england/southern-league-central-division/rushall-mickleover/jcmOBGrn/,"2022,9,13,20,45",soccer,england,southern-league-central-division
YLxTAzbh,https://www.betexplorer.com/soccer/england/southern-league-central-division/st-ives-town-leiston/YLxTAzbh/,"2022,9,13,20,45",soccer,england,southern-league-central-division
CCyX9fDb,https://www.betexplorer.com/soccer/england/southern-league-central-division/stratford-afc-rushden-diamonds/CCyX9fDb/,"2022,9,13,20,45",soccer,england,southern-league-central-division
tnty9ES4,https://www.betexplorer.com/soccer/england/southern-league-central-division/tamworth-basford-utd/tnty9ES4/,"2022,9,13,20,45",soccer,england,southern-league-central-division
v5Yw8Bl2,https://www.betexplorer.com/soccer/england/southern-league-south-division/chesham-beaconsfield-town/v5Yw8Bl2/,"2022,9,13,20,45",soccer,england,southern-league-south-division
tACMWfR2,https://www.betexplorer.com/soccer/england/southern-league-south-division/hanwell-town-metropolitan-police/tACMWfR2/,"2022,9,13,20,45",soccer,england,southern-league-south-division
hpGQVEt9,https://www.betexplorer.com/soccer/england/southern-league-south-division/harrow-borough-hendon/hpGQVEt9/,"2022,9,13,20,45",soccer,england,southern-league-south-division
z1HFbvj0,https://www.betexplorer.com/soccer/england/southern-league-south-division/salisbury-merthyr-town/z1HFbvj0/,"2022,9,13,20,45",soccer,england,southern-league-south-division
zVWkENqA,https://www.betexplorer.com/soccer/england/isthmian-league-premier-division/billericay-stortford/zVWkENqA/,"2022,9,13,20,45",soccer,england,isthmian-league-premier-division
h6RfDsaG,https://www.betexplorer.com/soccer/england/isthmian-league-premier-division/bognor-regis-carshalton/h6RfDsaG/,"2022,9,13,20,45",soccer,england,isthmian-league-premier-division
WdQbC1EM,https://www.betexplorer.com/soccer/england/isthmian-league-premier-division/bowers-pitsea-wingate-finchley/WdQbC1EM/,"2022,9,13,20,45",soccer,england,isthmian-league-premier-division
QJP2BLTS,https://www.betexplorer.com/soccer/england/isthmian-league-premier-division/brightlingsea-enfield-town/QJP2BLTS/,"2022,9,13,20,45",soccer,england,isthmian-league-premier-division
0CGU6uxp,https://www.betexplorer.com/soccer/england/isthmian-league-premier-division/canvey-island-haringey-borough/0CGU6uxp/,"2022,9,13,20,45",soccer,england,isthmian-league-premier-division
ry6Z5aij,https://www.betexplorer.com/soccer/england/isthmian-league-premier-division/folkestone-cray/ry6Z5aij/,"2022,9,13,20,45",soccer,england,isthmian-league-premier-division
MR4w5J6d,https://www.betexplorer.com/soccer/england/isthmian-league-premier-division/hastings-kingstonian/MR4w5J6d/,"2022,9,13,20,45",soccer,england,isthmian-league-premier-division
AsbLT2qc,https://www.betexplorer.com/soccer/england/isthmian-league-premier-division/hornchurch-corinthian-casuals/AsbLT2qc/,"2022,9,13,20,45",soccer,england,isthmian-league-premier-division
lYdPSMb3,https://www.betexplorer.com/soccer/england/isthmian-league-premier-division/horsham-lewes/lYdPSMb3/,"2022,9,13,20,45",soccer,england,isthmian-league-premier-division
WdnURtE9,https://www.betexplorer.com/soccer/england/isthmian-league-premier-division/margate-herne-bay/WdnURtE9/,"2022,9,13,20,45",soccer,england,isthmian-league-premier-division
j74p8LkP,https://www.betexplorer.com/soccer/ireland/premier-division/derry-city-sligo-rovers/j74p8LkP/,"2022,9,13,20,45",soccer,ireland,premier-division
GEHYLwOd,https://www.betexplorer.com/soccer/england/championship/preston-burnley/GEHYLwOd/,"2022,9,13,21,00",soccer,england,championship
63r6yz5T,https://www.betexplorer.com/soccer/europe/champions-league/bayer-leverkusen-atl-madrid/63r6yz5T/,"2022,9,13,21,00",soccer,europe,champions-league
WpCOgHKc,https://www.betexplorer.com/soccer/europe/champions-league/bayern-munich-barcelona/WpCOgHKc/,"2022,9,13,21,00",soccer,europe,champions-league
2k0RIqBN,https://www.betexplorer.com/soccer/europe/champions-league/fc-porto-club-brugge/2k0RIqBN/,"2022,9,13,21,00",soccer,europe,champions-league
6qGKPx6H,https://www.betexplorer.com/soccer/europe/champions-league/liverpool-ajax/6qGKPx6H/,"2022,9,13,21,00",soccer,europe,champions-league
xMosbWBq,https://www.betexplorer.com/soccer/europe/champions-league/marseille-eintracht-frankfurt/xMosbWBq/,"2022,9,13,21,00",soccer,europe,champions-league
l05v24Fh,https://www.betexplorer.com/soccer/argentina/liga-profesional/velez-sarsfield-central-cordoba-santiago-del-estero/l05v24Fh/,"2022,9,13,21,30",soccer,argentina,liga-profesional
O446kLvI,https://www.betexplorer.com/soccer/chile/primera-division/coquimbo-a-italiano/O446kLvI/,"2022,9,13,23,00",soccer,chile,primera-division
zo9Ml5xj,https://www.betexplorer.com/soccer/uruguay/primera-division/maldonado-wanderers/zo9Ml5xj/,"2022,9,13,23,00",soccer,uruguay,primera-division
fw6z3p0n,https://www.betexplorer.com/soccer/argentina/liga-profesional/godoy-cruz-tigre/fw6z3p0n/,"2022,9,13,0,00",soccer,argentina,liga-profesional
tz2W3Qpt,https://www.betexplorer.com/soccer/argentina/liga-profesional/huracan-barracas-central/tz2W3Qpt/,"2022,9,13,0,00",soccer,argentina,liga-profesional
QkKDUvIk,https://www.betexplorer.com/soccer/brazil/serie-b/operario-guarani/QkKDUvIk/,"2022,9,13,0,00",soccer,brazil,serie-b
2JcwkeYN,https://www.betexplorer.com/soccer/mexico/liga-de-expansion-mx/zacatecas-mineros-tlaxcala/2JcwkeYN/,"2022,9,13,0,05",soccer,mexico,liga-de-expansion-mx
pE52j1PB,https://www.betexplorer.com/soccer/chile/primera-division/o-higgins-union-la-calera/pE52j1PB/,"2022,9,13,1,30",soccer,chile,primera-division
lQ6hCYon,https://www.betexplorer.com/soccer/usa/mls/cf-montreal-chicago-fire/lQ6hCYon/,"2022,9,13,1,30",soccer,usa,mls
0SEJFhzl,https://www.betexplorer.com/soccer/usa/mls/inter-miami-columbus-crew/0SEJFhzl/,"2022,9,13,2,00",soccer,usa,mls
vJDNECkf,https://www.betexplorer.com/soccer/usa/mls/minnesota-united-los-angeles-fc/vJDNECkf/,"2022,9,13,2,00",soccer,usa,mls
AqcslFmU,https://www.betexplorer.com/soccer/mexico/liga-de-expansion-mx/cancun-celaya/AqcslFmU/,"2022,9,13,2,05",soccer,mexico,liga-de-expansion-mx
MPockRVn,https://www.betexplorer.com/soccer/argentina/liga-profesional/platense-union-de-santa-fe/MPockRVn/,"2022,9,13,2,30",soccer,argentina,liga-profesional
0Gp1loog,https://www.betexplorer.com/soccer/argentina/liga-profesional/racing-club-patronato/0Gp1loog/,"2022,9,13,2,30",soccer,argentina,liga-profesional
QRyRwqe3,https://www.betexplorer.com/soccer/brazil/serie-b/ponte-preta-ituano/QRyRwqe3/,"2022,9,13,2,30",soccer,brazil,serie-b
EkLZBAZC,https://www.betexplorer.com/soccer/usa/mls/houston-dynamo-new-england-revolution/EkLZBAZC/,"2022,9,13,2,30",soccer,usa,mls
YuDRDW40,https://www.betexplorer.com/soccer/usa/mls/sporting-kansas-city-dc-united/YuDRDW40/,"2022,9,13,2,30",soccer,usa,mls
pfVbDr45,https://www.betexplorer.com/soccer/mexico/liga-mx/guadalajara-chivas-u-a-n-l-tigres/pfVbDr45/,"2022,9,13,4,00",soccer,mexico,liga-mx
Chq9qZeo,https://www.betexplorer.com/soccer/mexico/liga-de-expansion-mx/pumas-tabasco-leones-negros/Chq9qZeo/,"2022,9,13,4,05",soccer,mexico,liga-de-expansion-mx
hMkVqO7D,https://www.betexplorer.com/soccer/japan/j2-league/iwate-grulla-morioka-chiba/hMkVqO7D/,"2022,9,13,11,00",soccer,japan,j2-league
pStwJyj6,https://www.betexplorer.com/soccer/australia/australia-cup/oakleigh-cannons-macarthur-fc/pStwJyj6/,"2022,9,13,11,30",soccer,australia,australia-cup
YPCCbJzB,https://www.betexplorer.com/soccer/japan/j1-league/kyoto-yokohama-f-marinos/YPCCbJzB/,"2022,9,13,12,00",soccer,japan,j1-league
Gl2HcwjH,https://www.betexplorer.com/soccer/japan/j1-league/vissel-kobe-fc-tokyo/Gl2HcwjH/,"2022,9,13,12,00",soccer,japan,j1-league
Kd9Cd1iJ,https://www.betexplorer.com/soccer/japan/j2-league/kumamoto-machida-zelvia/Kd9Cd1iJ/,"2022,9,13,12,00",soccer,japan,j2-league
40Jm25Ns,https://www.betexplorer.com/soccer/japan/j2-league/thespakusatsu-gunma-ryukyu/40Jm25Ns/,"2022,9,13,12,00",soccer,japan,j2-league
pGxH7RaK,https://www.betexplorer.com/soccer/japan/j2-league/mito-v-varen-nagasaki/pGxH7RaK/,"2022,9,13,12,00",soccer,japan,j2-league
6PwD87pE,https://www.betexplorer.com/soccer/japan/j2-league/montedio-yamagata-yokohama-fc/6PwD87pE/,"2022,9,13,12,00",soccer,japan,j2-league
bNIi1Pxl,https://www.betexplorer.com/soccer/japan/j2-league/omiya-ardija-oita-trinita/bNIi1Pxl/,"2022,9,13,12,00",soccer,japan,j2-league
YuB4bNM6,https://www.betexplorer.com/soccer/japan/j2-league/renofa-yamaguchi-kanazawa/YuB4bNM6/,"2022,9,13,12,00",soccer,japan,j2-league
2iXL6oFQ,https://www.betexplorer.com/soccer/japan/j2-league/tochigi-sc-vegalta-sendai/2iXL6oFQ/,"2022,9,13,12,00",soccer,japan,j2-league
t6A8csxD,https://www.betexplorer.com/soccer/japan/j2-league/tokushima-okayama/t6A8csxD/,"2022,9,13,12,00",soccer,japan,j2-league
CQMe0qhf,https://www.betexplorer.com/soccer/japan/j2-league/verdy-blaublitz/CQMe0qhf/,"2022,9,13,12,00",soccer,japan,j2-league
2srn5HWh,https://www.betexplorer.com/soccer/japan/j3-league/gifu-fujieda-myfc/2srn5HWh/,"2022,9,13,12,00",soccer,japan,j3-league
KnGlkoEd,https://www.betexplorer.com/soccer/russia/russian-cup/amkal-moscow-zvezda-st-peterburg/KnGlkoEd/,"2022,9,13,12,00",soccer,russia,russian-cup
bNfFtkgL,https://www.betexplorer.com/soccer/south-korea/k-league-1/incheon-ulsan-hyundai/bNfFtkgL/,"2022,9,13,12,00",soccer,south-korea,k-league-1
2e16rBO8,https://www.betexplorer.com/soccer/south-korea/k-league-1/jeonbuk-seongnam/2e16rBO8/,"2022,9,13,12,00",soccer,south-korea,k-league-1
l6O3oTfD,https://www.betexplorer.com/soccer/south-korea/k-league-2/ansan-greeners-jeonnam/l6O3oTfD/,"2022,9,13,12,00",soccer,south-korea,k-league-2
6JU8rnTF,https://www.betexplorer.com/soccer/japan/j1-league/nagoya-grampus-kawasaki-frontale/6JU8rnTF/,"2022,9,13,12,30",soccer,japan,j1-league
KM88aaL4,https://www.betexplorer.com/soccer/japan/j1-league/urawa-reds-cerezo-osaka/KM88aaL4/,"2022,9,13,12,30",soccer,japan,j1-league
fkC0a370,https://www.betexplorer.com/soccer/japan/j2-league/kofu-albirex-niigata/fkC0a370/,"2022,9,13,12,30",soccer,japan,j2-league
hpfJu98R,https://www.betexplorer.com/soccer/south-korea/k-league-1/suwon-bluewings-pohang/hpfJu98R/,"2022,9,13,12,30",soccer,south-korea,k-league-1
29CoACXD,https://www.betexplorer.com/soccer/south-korea/k-league-2/anyang-gwangju-fc/29CoACXD/,"2022,9,13,12,30",soccer,south-korea,k-league-2
t0Bk9WnK,https://www.betexplorer.com/soccer/south-korea/k-league-2/seoul-e-land-chungnam-asan/t0Bk9WnK/,"2022,9,13,12,30",soccer,south-korea,k-league-2
AHzt3LJf,https://www.betexplorer.com/soccer/thailand/thai-league-1/pathum-united-port-mti-fc/AHzt3LJf/,"2022,9,13,13,00",soccer,thailand,thai-league-1
bmnYRgeT,https://www.betexplorer.com/soccer/china/super-league/beijing-guoan-hebei-fc/bmnYRgeT/,"2022,9,13,13,30",soccer,china,super-league
pprUSZuN,https://www.betexplorer.com/soccer/china/super-league/meizhou-hakka-zhejiang-professional/pprUSZuN/,"2022,9,13,13,30",soccer,china,super-league
jNrQTFQG,https://www.betexplorer.com/soccer/china/super-league/shandong-taishan-wuhan-three-towns/jNrQTFQG/,"2022,9,13,13,30",soccer,china,super-league
4UO0ND3p,https://www.betexplorer.com/soccer/china/super-league/tianjin-jinmen-tiger-henan-songshan-longmen/4UO0ND3p/,"2022,9,13,13,30",soccer,china,super-league
Oxb18wME,https://www.betexplorer.com/soccer/romania/romanian-cup/csm-resita-politehnica-timisoara/Oxb18wME/,"2022,9,13,14,00",soccer,romania,romanian-cup
pYJOfKiF,https://www.betexplorer.com/soccer/romania/romanian-cup/flacara-moreni-csa-steaua-bucuresti/pYJOfKiF/,"2022,9,13,14,00",soccer,romania,romanian-cup
Y3BHg2pt,https://www.betexplorer.com/soccer/russia/russian-cup/lokomotiv-moscow-krasnodar/Y3BHg2pt/,"2022,9,13,14,00",soccer,russia,russian-cup
d49160oq,https://www.betexplorer.com/soccer/russia/russian-cup/pfc-sochi-torpedo-moscow/d49160oq/,"2022,9,13,14,00",soccer,russia,russian-cup
KvWN9E25,https://www.betexplorer.com/soccer/europe/uefa-youth-league/rangers-napoli/KvWN9E25/,"2022,9,13,15,00",soccer,europe,uefa-youth-league
jiAwkkLg,https://www.betexplorer.com/soccer/romania/romanian-cup/afumati-metaloglobus-bucharest/jiAwkkLg/,"2022,9,13,15,30",soccer,romania,romanian-cup
Q92jnm5C,https://www.betexplorer.com/soccer/romania/romanian-cup/axiopolis-cernavoda-unirea-constanta/Q92jnm5C/,"2022,9,13,15,30",soccer,romania,romanian-cup
KW1fo7KI,https://www.betexplorer.com/soccer/romania/romanian-cup/calarasi-unirea-slobozia/KW1fo7KI/,"2022,9,13,15,30",soccer,romania,romanian-cup
Us9sl9z0,https://www.betexplorer.com/soccer/romania/romanian-cup/blejoi-fc-buzau/Us9sl9z0/,"2022,9,13,15,30",soccer,romania,romanian-cup
04C6ndae,https://www.betexplorer.com/soccer/romania/romanian-cup/csm-satu-mare-baia-mare/04C6ndae/,"2022,9,13,15,30",soccer,romania,romanian-cup
6LqCGlWE,https://www.betexplorer.com/soccer/romania/romanian-cup/foresta-suceava-dante-botosani/6LqCGlWE/,"2022,9,13,15,30",soccer,romania,romanian-cup
rRAZkV5m,https://www.betexplorer.com/soccer/romania/romanian-cup/gloria-2018-bistrita-unirea-dej/rRAZkV5m/,"2022,9,13,15,30",soccer,romania,romanian-cup
xlW84UKt,https://www.betexplorer.com/soccer/romania/romanian-cup/flacara-horezu-viitorul-targu-jiu/xlW84UKt/,"2022,9,13,15,30",soccer,romania,romanian-cup
C6bnmTk6,https://www.betexplorer.com/soccer/romania/romanian-cup/sr-brasov-selimbar/C6bnmTk6/,"2022,9,13,15,30",soccer,romania,romanian-cup
MDD2mxpk,https://www.betexplorer.com/soccer/romania/romanian-cup/stiinta-miroslava-poli-iasi/MDD2mxpk/,"2022,9,13,15,30",soccer,romania,romanian-cup
x8GGdtN2,https://www.betexplorer.com/soccer/romania/romanian-cup/targu-secuiesc-fc-brasov/x8GGdtN2/,"2022,9,13,15,30",soccer,romania,romanian-cup
zups9ACP,https://www.betexplorer.com/soccer/romania/romanian-cup/tunari-din-bucuresti/zups9ACP/,"2022,9,13,15,30",soccer,romania,romanian-cup
dW5FpzU7,https://www.betexplorer.com/soccer/romania/romanian-cup/viitorul-ianca-otelul/dW5FpzU7/,"2022,9,13,15,30",soccer,romania,romanian-cup
jXF7ODRs,https://www.betexplorer.com/soccer/croatia/hnl/hajduk-split-rijeka/jXF7ODRs/,"2022,9,13,16,30",soccer,croatia,hnl
GARYAtwS,https://www.betexplorer.com/soccer/russia/russian-cup/cska-moscow-ural/GARYAtwS/,"2022,9,13,16,30",soccer,russia,russian-cup
OtYj0PO9,https://www.betexplorer.com/soccer/russia/russian-cup/fk-rostov-orenburg/OtYj0PO9/,"2022,9,13,16,30",soccer,russia,russian-cup
vVT25aqh,https://www.betexplorer.com/soccer/russia/russian-cup/krylya-sovetov-samara-zenit-st-petersburg/vVT25aqh/,"2022,9,13,16,30",soccer,russia,russian-cup
UmAcQOr2,https://www.betexplorer.com/soccer/qatar/qsl/shamal-al-ahli/UmAcQOr2/,"2022,9,13,17,05",soccer,qatar,qsl
ABHyZlns,https://www.betexplorer.com/soccer/saudi-arabia/saudi-professional-league/al-taee-al-fateh/ABHyZlns/,"2022,9,13,17,55",soccer,saudi-arabia,saudi-professional-league
E72KXVxi,https://www.betexplorer.com/soccer/estonia/meistriliiga/legion-paide-linnameeskond/E72KXVxi/,"2022,9,13,18,00",soccer,estonia,meistriliiga
QXKCVCZK,https://www.betexplorer.com/soccer/finland/kakkonen-group-a/kapa-kups-akatemia/QXKCVCZK/,"2022,9,13,18,00",soccer,finland,kakkonen-group-a
zarCElZ9,https://www.betexplorer.com/soccer/finland/kakkonen-group-b/klubi-04-musa/zarCElZ9/,"2022,9,13,18,00",soccer,finland,kakkonen-group-b
nLCQmPid,https://www.betexplorer.com/soccer/uruguay/primera-division/rentistas-montevideo-city/nLCQmPid/,"2022,9,13,18,00",soccer,uruguay,primera-division
SAEZ3Ma2,https://www.betexplorer.com/soccer/europe/champions-league/ac-milan-din-zagreb/SAEZ3Ma2/,"2022,9,13,18,45",soccer,europe,champions-league
YZi1ekDa,https://www.betexplorer.com/soccer/europe/champions-league/shakhtar-celtic/YZi1ekDa/,"2022,9,13,18,45",soccer,europe,champions-league
pSbm0rp5,https://www.betexplorer.com/soccer/argentina/liga-profesional/aldosivi-newells-old-boys/pSbm0rp5/,"2022,9,13,19,00",soccer,argentina,liga-profesional
Whltk8L2,https://www.betexplorer.com/soccer/qatar/qsl/qatar-sc-al-rayyan/Whltk8L2/,"2022,9,13,19,15",soccer,qatar,qsl
ji6bisA5,https://www.betexplorer.com/soccer/chile/primera-division/u-espanola-la-serena/ji6bisA5/,"2022,9,13,20,30",soccer,chile,primera-division
v5f9Njlk,https://www.betexplorer.com/soccer/england/southern-league-south-division/swindon-supermarine-dorchester/v5f9Njlk/,"2022,9,13,20,30",soccer,england,southern-league-south-division
0O08C8Ud,https://www.betexplorer.com/soccer/uruguay/primera-division/albion-river-plate-montevideo/0O08C8Ud/,"2022,9,13,20,30",soccer,uruguay,primera-division
f5GxLcw3,https://www.betexplorer.com/soccer/england/championship/luton-coventry/f5GxLcw3/,"2022,9,13,20,45",soccer,england,championship
xU5sKHh9,https://www.betexplorer.com/soccer/england/championship/millwall-qpr/xU5sKHh9/,"2022,9,13,20,45",soccer,england,championship
l49oJy8F,https://www.betexplorer.com/soccer/england/championship/norwich-bristol-city/l49oJy8F/,"2022,9,13,20,45",soccer,england,championship
rR8kIeNL,https://www.betexplorer.com/soccer/england/championship/rotherham-blackpool/rR8kIeNL/,"2022,9,13,20,45",soccer,england,championship
xpCF5Vus,https://www.betexplorer.com/soccer/england/national-league-south/havant-waterlooville-hungerford/xpCF5Vus/,"2022,9,13,20,45",soccer,england,national-league-south
h8bDMA3e,https://www.betexplorer.com/soccer/england/southern-league-south-division/tiverton-yate/h8bDMA3e/,"2022,9,13,20,45",soccer,england,southern-league-south-division
zXmILUI1,https://www.betexplorer.com/soccer/england/southern-league-south-division/truro-weston-super-mare/zXmILUI1/,"2022,9,13,20,45",soccer,england,southern-league-south-division
MH7gHFxS,https://www.betexplorer.com/soccer/england/championship/reading-sunderland/MH7gHFxS/,"2022,9,13,21,00",soccer,england,championship
2BkMCZpq,https://www.betexplorer.com/soccer/england/championship/west-brom-birmingham/2BkMCZpq/,"2022,9,13,21,00",soccer,england,championship
r7tsDEv2,https://www.betexplorer.com/soccer/europe/champions-league/chelsea-salzburg/r7tsDEv2/,"2022,9,13,21,00",soccer,europe,champions-league
OxQn7nCB,https://www.betexplorer.com/soccer/europe/champions-league/fc-copenhagen-sevilla/OxQn7nCB/,"2022,9,13,21,00",soccer,europe,champions-league
SCN6TZOr,https://www.betexplorer.com/soccer/europe/champions-league/juventus-benfica/SCN6TZOr/,"2022,9,13,21,00",soccer,europe,champions-league
fJ96N7dh,https://www.betexplorer.com/soccer/europe/champions-league/maccabi-haifa-paris-sg/fJ96N7dh/,"2022,9,13,21,00",soccer,europe,champions-league
OOpEhmcI,https://www.betexplorer.com/soccer/europe/champions-league/manchester-city-dortmund/OOpEhmcI/,"2022,9,13,21,00",soccer,europe,champions-league
WpjgvxLA,https://www.betexplorer.com/soccer/europe/champions-league/rangers-napoli/WpjgvxLA/,"2022,9,13,21,00",soccer,europe,champions-league
6aYJrCTg,https://www.betexplorer.com/soccer/europe/champions-league/real-madrid-rb-leipzig/6aYJrCTg/,"2022,9,13,21,00",soccer,europe,champions-league
UexIp3pI,https://www.betexplorer.com/soccer/argentina/liga-profesional/colon-santa-fe-san-lorenzo/UexIp3pI/,"2022,9,13,21,30",soccer,argentina,liga-profesional
xl2fhNfa,https://www.betexplorer.com/soccer/chile/primera-division/cobresal-colo-colo/xl2fhNfa/,"2022,9,13,22,00",soccer,chile,primera-division
COuAftY4,https://www.betexplorer.com/soccer/paraguay/primera-division/libertad-asuncion-tacuary/COuAftY4/,"2022,9,13,22,45",soccer,paraguay,primera-division
KWcFma9U,https://www.betexplorer.com/soccer/chile/primera-division/everton-nublense/KWcFma9U/,"2022,9,13,23,00",soccer,chile,primera-division
b5s9xhbJ,https://www.betexplorer.com/basketball/venezuela/superliga/llaneros-piratas-de-la-guaira/b5s9xhbJ/,"2022,9,13,0,00",basketball,venezuela,superliga
fuePHZ0N,https://www.betexplorer.com/basketball/world/americup/brazil-argentina/fuePHZ0N/,"2022,9,13,1,40",basketball,world,americup
OYugf2Ef,https://www.betexplorer.com/basketball/paraguay/lnb/ciudad-nueva-felix-perez-cardozo/OYugf2Ef/,"2022,9,13,1,30",basketball,paraguay,lnb
xxpcgMT0,https://www.betexplorer.com/basketball/paraguay/lnb/deportivo-san-jose-olimpia/xxpcgMT0/,"2022,9,13,1,30",basketball,paraguay,lnb
IemGF8oL,https://www.betexplorer.com/basketball/europe/eurobasket/spain-finland/IemGF8oL/,"2022,9,13,17,15",basketball,europe,eurobasket
dnxNrpMb,https://www.betexplorer.com/basketball/europe/eurobasket/germany-greece/dnxNrpMb/,"2022,9,13,20,30",basketball,europe,eurobasket
CrOXXNhK,https://www.betexplorer.com/basketball/usa/wnba/las-vegas-aces-connecticut-sun/CrOXXNhK/,"2022,9,13,3,00",basketball,usa,wnba
GCdZpisN,https://www.betexplorer.com/basketball/europe/eurobasket/france-italy/GCdZpisN/,"2022,9,13,17,15",basketball,europe,eurobasket
