ID,Result,Partial results
SA0SmD49,"[100, 94]","[[50, 48], [50, 46]]"
AyaGjmFt,"[45, 109]","[[15, 47], [30, 62]]"
YJL609QE,"[67, 53]","[[32, 22], [35, 31]]"
tMjognzn,"[69, 61]","[[38, 26], [31, 35]]"
QqNFqf70,"[54, 92]","[[24, 56], [30, 36]]"
4zMJrEM6,"[73, 85]","[[32, 28], [41, 57]]"
C0LNsYyD,"[75, 83]","[[28, 36], [47, 47]]"
xSCIoykQ,"[77, 68]","[[36, 40], [41, 28]]"
r9kosecs,"[67, 92]","[[25, 52], [42, 40]]"
xlCkFhQd,"[93, 112]","[[46, 51], [47, 61]]"
6PczUBtt,"[93, 73]","[[52, 36], [41, 37]]"
KUhGOG40,"[77, 68]","[[45, 36], [32, 32]]"
fmoTLElJ,"[72, 83]","[[44, 44], [28, 39]]"
C4k8Qxzl,"[65, 59]","[[38, 33], [27, 26]]"
vFkmR9Qb,"[83, 73]","[[39, 40], [44, 33]]"
Q7gCPdkf,"[76, 62]","[[45, 22], [31, 40]]"
O8OtFH9T,"[86, 82]","[[47, 45], [39, 37]]"
ddgeYvAi,"[71, 73]","[[38, 44], [33, 29]]"
AacaXbPc,"[62, 69]","[[30, 33], [32, 36]]"
hOn4WIv4,"[76, 89]","[[42, 43], [34, 46]]"
WEo8VxfA,"[97, 83]","[[46, 43], [51, 40]]"
Qk0BUd9G,"[111, 70]","[[54, 34], [57, 36]]"
tbYUkrOJ,"[82, 59]","[[35, 21], [47, 38]]"
rg5D9eXj,"[100, 92]","[[45, 45], [55, 47]]"
ELs6gLWu,"[81, 83]","[[40, 42], [41, 41]]"
SOPvw0na,"[80, 59]","[[49, 37], [31, 22]]"
Y1QzvtXh,"[75, 69]","[[37, 33], [38, 36]]"
SOoAhunn,"[83, 68]","[[43, 28], [40, 40]]"
tSTrxK15,"[75, 67]","[[30, 39], [45, 28]]"
OjJmyvHB,"[58, 106]","[[30, 51], [28, 55]]"
A7HeZHoO,"[72, 54]","[[30, 36], [42, 18]]"
lbGaYy1U,"[81, 70]","[[45, 29], [36, 41]]"
nXnWIht8,"[85, 75]","[[39, 39], [46, 36]]"
4Y4beW61,"[81, 72]","[[42, 40], [39, 32]]"
rP32fjM7,"[99, 62]","[[48, 35], [51, 27]]"
d4wezCGl,"[71, 79]","[[34, 45], [37, 34]]"
QwraZVVf,"[97, 92]","[[45, 37], [52, 55]]"
8Em4SbPi,"[94, 73]","[[49, 31], [45, 42]]"
Qkr9RIvb,"[87, 95]","[[48, 40], [39, 55]]"
fHfi9yPT,"[111, 70]","[[53, 39], [58, 31]]"
Qy3zDJP4,"[106, 99]","[[46, 47], [60, 52]]"
ddBJG1Qu,,"[[33, 40], [58, 51], [11, 15]]"
I7TgCzzt,"[64, 80]","[[34, 41], [30, 39]]"
6VGn4wrJ,"[81, 51]","[[34, 23], [47, 28]]"
hSCr5JSC,"[87, 56]","[[39, 19], [48, 37]]"
6Rxm218f,"[100, 92]","[[59, 54], [41, 38]]"
IonbsXG7,,
faDEqJLu,"[78, 76]","[[44, 31], [34, 45]]"
hrX3LDdU,"[77, 80]","[[29, 40], [48, 40]]"
IPviOFCB,"[80, 81]","[[36, 40], [44, 41]]"
ljzmPec5,"[76, 89]","[[41, 42], [35, 47]]"
vuTaMgsO,"[75, 91]","[[38, 52], [37, 39]]"
dGweNZRH,"[72, 61]","[[41, 29], [31, 32]]"
AayqQyra,"[81, 80]","[[50, 46], [31, 34]]"
YPUM6Z04,"[56, 88]","[[25, 42], [31, 46]]"
tjYU4DVG,"[88, 86]",
SnUQ5gGA,"[78, 60]","[[39, 26], [39, 34]]"
fZVI7Fob,"[75, 90]","[[44, 45], [31, 45]]"
dfWcqmcF,"[89, 75]","[[48, 53], [41, 22]]"
nBaUZZPI,"[94, 75]","[[39, 40], [55, 35]]"
O889vbBm,"[84, 59]","[[38, 28], [46, 31]]"
8CWelGVb,"[62, 76]","[[31, 43], [31, 33]]"
MeUqiIot,"[84, 79]","[[42, 48], [42, 31]]"
0nTmjx1n,"[73, 92]","[[37, 51], [36, 41]]"
ULXikdGh,"[84, 80]","[[37, 42], [47, 38]]"
YLYTMfgT,"[78, 81]","[[34, 37], [44, 44]]"
44LeIE1p,"[77, 80]","[[39, 40], [38, 40]]"
reKaHYGj,"[75, 80]","[[42, 41], [33, 39]]"
fVZPNzvN,"[75, 68]","[[34, 38], [41, 30]]"
p0brtIgi,"[81, 77]","[[40, 39], [41, 38]]"
rRWeaKfq,"[63, 80]","[[38, 34], [25, 46]]"
dUz0bvAk,"[43, 65]","[[17, 29], [26, 36]]"
IqP8dIv2,"[70, 90]","[[32, 46], [38, 44]]"
pjDjL1H2,"[84, 86]","[[48, 42], [36, 44]]"
Kz2elMU5,"[77, 58]","[[34, 34], [43, 24]]"
SnpPgqg2,"[85, 55]","[[37, 22], [48, 33]]"
xlO9tp0A,"[81, 68]","[[43, 39], [38, 29]]"
tjY6ISV2,"[69, 145]","[[40, 68], [29, 77]]"
vyiAHno9,"[67, 53]","[[29, 26], [38, 27]]"
YHvG7z36,"[95, 60]","[[51, 25], [44, 35]]"
0juJFQFL,"[72, 75]","[[33, 38], [39, 37]]"
SvvK6fIC,"[92, 73]","[[51, 30], [41, 43]]"
UPqNEpVR,"[81, 55]","[[35, 28], [46, 27]]"
WYVlA4wq,"[121, 59]","[[63, 31], [58, 28]]"
GvNDu4FG,"[65, 88]","[[29, 53], [36, 35]]"
EcLg9Ohk,"[68, 62]","[[37, 32], [31, 30]]"
S0Pc8r8e,"[71, 54]","[[36, 34], [35, 20]]"
vgQ4cbPe,"[73, 50]","[[43, 31], [30, 19]]"
O23QGbG3,"[67, 64]","[[33, 27], [34, 37]]"
O4KqiSyt,"[5, 2]","[[0, 0], [1, 2], [4, 0]]"
On3a53v0,"[2, 1]","[[0, 0], [1, 1], [1, 0]]"
KYQ4UHOq,"[2, 4]","[[1, 1], [0, 0], [1, 3]]"
U38eiuWd,,"[[0, 0], [1, 1], [0, 0], [0, 1]]"
8f7ajao3,,"[[0, 0], [0, 1], [1, 0], [1, 0]]"
E7x0lwGF,"[6, 3]","[[2, 2], [1, 1], [3, 0]]"
G0KDSegd,"[3, 1]","[[1, 0], [2, 0], [0, 1]]"
zHwdkJ09,"[1, 2]","[[0, 1], [1, 1], [0, 0]]"
2cG9Tyvj,"[5, 3]","[[3, 1], [1, 2], [1, 0]]"
jNYEUP8T,"[3, 6]","[[2, 0], [0, 4], [1, 2]]"
WGGsQqHp,"[3, 1]","[[1, 1], [1, 0], [1, 0]]"
46W2XROA,"[2, 1]","[[0, 0], [0, 1], [2, 0]]"
A7FoP3Wj,"[4, 2]","[[1, 1], [0, 1], [3, 0]]"
CWZAV5gN,"[2, 4]","[[0, 1], [0, 2], [2, 1]]"
dA8dFGsM,"[4, 0]","[[3, 0], [0, 0], [1, 0]]"
I9z7WovH,"[2, 1]","[[0, 1], [1, 0], [1, 0]]"
pEqVQLWF,"[2, 9]","[[0, 5], [1, 2], [1, 2]]"
2kvzQunM,"[4, 2]","[[1, 1], [2, 0], [1, 1]]"
ttwvPa1S,"[4, 0]","[[3, 0], [1, 0], [0, 0]]"
CSij5cF9,"[4, 2]","[[1, 1], [0, 0], [3, 1]]"
OnLpDLnO,"[6, 3]","[[0, 2], [2, 1], [4, 0]]"
2wKlCu2U,"[1, 3]","[[1, 1], [0, 1], [0, 1]]"
CM45oUVp,"[9, 2]","[[3, 1], [3, 1], [3, 0]]"
Yy33ycbf,"[2, 3]","[[0, 2], [2, 1], [0, 0]]"
jDc8zHD0,"[3, 1]","[[0, 0], [2, 0], [1, 1]]"
U3dCZzT6,"[5, 1]","[[0, 1], [2, 0], [3, 0]]"
OQeGYfrD,"[2, 1]","[[1, 0], [0, 1], [1, 0]]"
lSVrV7LP,"[6, 2]","[[2, 0], [4, 0], [0, 2]]"
A1IgR8MI,"[0, 3]","[[0, 1], [0, 0], [0, 2]]"
2e5ukCEP,"[7, 1]","[[3, 1], [2, 0], [2, 0]]"
Uk1dSl7C,,"[[1, 0], [1, 0], [0, 2], [0, 0], [2, 3]]"
vHd7pWMt,"[3, 2]","[[1, 1], [1, 1], [1, 0]]"
lhHcQSyP,"[7, 1]","[[3, 0], [3, 0], [1, 1]]"
KGXCM2O2,,"[[1, 1], [1, 1], [1, 1], [0, 0], [0, 1]]"
b7WGLMw9,"[5, 3]","[[1, 1], [1, 2], [3, 0]]"
tWLLKtgF,"[2, 1]","[[1, 0], [1, 0], [0, 1]]"
6aUVcJo2,"[3, 2]","[[0, 2], [1, 0], [2, 0]]"
fkSoAKLP,"[4, 1]",
nm3M3Ibg,,"[[1, 1], [1, 1], [1, 1], [1, 0]]"
0W4E5vUt,,"[[0, 2], [1, 0], [2, 1], [0, 0], [0, 1]]"
Qw2Q2xEa,"[7, 0]","[[1, 0], [5, 0], [1, 0]]"
vN3I4bqm,"[5, 0]",
82iV1dT5,,
dWwSKpgR,"[4, 6]",
tb6BFNad,,"[[0, 1], [1, 0], [1, 1], [1, 0]]"
2777G3pj,"[1, 10]","[[0, 4], [1, 4], [0, 2]]"
UDagv7xc,"[6, 4]","[[2, 2], [3, 2], [1, 0]]"
dp97PkiP,"[2, 5]","[[0, 1], [1, 3], [1, 1]]"
bsBHqJ2g,"[2, 3]","[[1, 1], [0, 1], [1, 1]]"
xY9LrwIa,"[2, 1]","[[1, 0], [0, 1], [1, 0]]"
Wf9PscX5,,"[[2, 1], [0, 1], [1, 1], [1, 0]]"
rVCTtHnC,"[2, 0]","[[0, 0], [0, 0], [2, 0]]"
Qg2Yuy2I,"[1, 3]","[[1, 1], [0, 0], [0, 2]]"
rcoWWWe0,"[4, 2]","[[1, 0], [1, 1], [2, 1]]"
APO3ztP8,"[2, 4]","[[0, 1], [0, 2], [2, 1]]"
WYPayM92,"[1, 4]","[[0, 3], [0, 0], [1, 1]]"
p0U0NOA6,"[4, 1]","[[1, 0], [2, 0], [1, 1]]"
69VdO4e0,"[6, 1]","[[2, 1], [2, 0], [2, 0]]"
S6dmFo0d,,"[[0, 1], [1, 0], [0, 0], [0, 0], [2, 3]]"
K0qZxkh3,,"[[1, 0], [0, 1], [1, 1], [1, 0]]"
vNT4MrQC,,"[[0, 0], [0, 0], [0, 0], [0, 0], [1, 2]]"
tApVwVxc,"[3, 0]","[[1, 0], [1, 0], [1, 0]]"
0C0Wy979,"[0, 3]","[[0, 0], [0, 1], [0, 2]]"
nT2rZ6iS,"[4, 1]","[[0, 0], [1, 0], [3, 1]]"
v3azyTMF,,"[[1, 0], [0, 0], [0, 1], [1, 0]]"
YPbvzmxM,"[3, 1]","[[1, 0], [1, 1], [1, 0]]"
MBKog7It,"[4, 3]","[[1, 0], [0, 2], [3, 1]]"
GYJkhRXn,,"[[0, 0], [0, 1], [1, 0], [1, 0]]"
fPIgiomg,"[5, 4]","[[1, 1], [3, 2], [1, 1]]"
zyzij52a,"[3, 2]","[[1, 0], [1, 0], [1, 2]]"
8lYblqXB,"[6, 1]","[[2, 0], [3, 0], [1, 1]]"
ERYfkPH5,"[3, 2]","[[2, 1], [1, 0], [0, 1]]"
tAMxQ2FT,"[3, 1]","[[0, 0], [2, 1], [1, 0]]"
nBTTROpH,,"[[1, 1], [1, 0], [0, 1], [0, 0], [3, 2]]"
boXXQr0N,"[0, 4]","[[0, 0], [0, 1], [0, 3]]"
hlUPS4VA,"[1, 5]","[[0, 4], [1, 1], [0, 0]]"
MaKuYg8q,"[3, 0]","[[1, 0], [1, 0], [1, 0]]"
0Eg3tOaA,"[3, 0]","[[1, 0], [1, 0], [1, 0]]"
WY1np60o,"[2, 3]","[[0, 1], [1, 1], [1, 1]]"
40mTNFqq,"[2, 5]","[[0, 2], [1, 2], [1, 1]]"
v5h7urFG,"[2, 5]","[[0, 3], [0, 0], [2, 2]]"
rJ84LMNp,"[3, 6]","[[2, 2], [0, 2], [1, 2]]"
rinXMZbk,"[8, 1]","[[2, 0], [3, 0], [3, 1]]"
hljerpVc,"[4, 5]","[[2, 3], [2, 2], [0, 0]]"
6ifas4p4,"[1, 0]","[[0, 0], [1, 0], [0, 0]]"
AP0jqQFi,"[4, 2]","[[2, 0], [0, 1], [2, 1]]"
rNpSxDUi,"[4, 1]","[[1, 0], [0, 1], [3, 0]]"
0nXVsyyF,"[3, 2]","[[3, 0], [0, 2], [0, 0]]"
fisBqEV5,"[4, 0]","[[1, 0], [3, 0], [0, 0]]"
OvFgCoI0,"[4, 8]","[[1, 3], [1, 3], [2, 2]]"
634bB5X6,"[2, 12]","[[0, 6], [1, 3], [1, 3]]"
l2hCdasq,"[3, 2]","[[1, 1], [0, 0], [2, 1]]"
OStowIvG,"[3, 1]","[[0, 1], [2, 0], [1, 0]]"
WM5p1uZR,,"[[0, 0], [2, 2], [0, 0], [0, 1]]"
ShiGeJdk,"[6, 0]","[[2, 0], [1, 0], [3, 0]]"
IL6LQave,"[0, 4]","[[0, 0], [0, 2], [0, 2]]"
tzpCg0x7,"[4, 9]","[[0, 3], [1, 5], [3, 1]]"
dCJni1Pm,,"[[0, 2], [2, 0], [0, 0], [1, 0]]"
z3IjjLvf,"[1, 4]","[[0, 1], [0, 2], [1, 1]]"
4zGrBMGJ,"[1, 4]","[[0, 0], [1, 2], [0, 2]]"
IR7ekuf0,"[5, 3]","[[1, 2], [3, 0], [1, 1]]"
WUBala96,"[9, 1]","[[3, 0], [1, 1], [5, 0]]"
4rA7nwvJ,"[0, 4]","[[0, 0], [0, 3], [0, 1]]"
QiB3mJOC,"[4, 2]","[[0, 0], [0, 1], [4, 1]]"
Yacc9gD5,,"[[0, 0], [2, 2], [0, 0], [0, 1]]"
jyh28DSB,"[4, 2]","[[3, 0], [1, 1], [0, 1]]"
URj67XsI,"[6, 3]","[[1, 1], [4, 1], [1, 1]]"
OljA6icO,"[3, 2]","[[0, 0], [2, 0], [1, 2]]"
4pBo9as2,"[4, 0]","[[1, 0], [0, 0], [3, 0]]"
p02WSvGp,"[5, 1]","[[1, 0], [3, 0], [1, 1]]"
Oj1zSbVj,,"[[1, 0], [0, 0], [1, 2], [1, 0]]"
4xHMXrK2,,"[[0, 1], [0, 1], [2, 0], [0, 1]]"
rTFQW2Z8,"[4, 0]","[[0, 0], [3, 0], [1, 0]]"
xfkIjr8i,"[3, 1]","[[0, 1], [0, 0], [3, 0]]"
jcgMk2Nc,,"[[0, 1], [2, 1], [1, 1], [0, 1]]"
xjFUVMlF,"[1, 2]","[[1, 0], [0, 1], [0, 1]]"
YLrRlMx4,"[4, 1]","[[3, 0], [1, 1], [0, 0]]"
tnnZn07G,"[0, 4]","[[0, 2], [0, 1], [0, 1]]"
CCsVmthA,"[4, 0]","[[1, 0], [0, 0], [3, 0]]"
jgJYUt4L,"[3, 0]","[[0, 0], [2, 0], [1, 0]]"
IB92VXyq,,"[[1, 0], [0, 1], [0, 0], [0, 1]]"
0za7Uiik,,"[[0, 1], [1, 1], [1, 0], [1, 0]]"
bLHATB6e,"[2, 1]","[[1, 1], [1, 0], [0, 0]]"
hrHESVL1,"[5, 1]","[[0, 0], [2, 0], [3, 1]]"
WYFIRky8,"[4, 1]","[[2, 1], [2, 0], [0, 0]]"
AJoazru8,"[2, 6]","[[1, 1], [1, 3], [0, 2]]"
lAp3Z1fE,,"[[1, 1], [2, 1], [0, 1], [1, 0]]"
YH8wU0JR,"[5, 3]","[[1, 1], [3, 2], [1, 0]]"
rXq7YL9K,"[1, 4]","[[0, 1], [1, 0], [0, 3]]"
dzlBXuPQ,"[2, 5]","[[1, 2], [1, 3], [0, 0]]"
zRf5PKRr,"[3, 0]","[[0, 0], [2, 0], [1, 0]]"
2HQwTaXs,"[5, 4]","[[3, 1], [1, 2], [1, 1]]"
4f06OzeM,"[0, 2]","[[4, 6], [4, 6]]"
G80YwYBU,,
jRjoBKLb,,"[[1, 2]]"
tGqb8I5H,"[2, 0]","[[6, 4], [6, 4]]"
25dUvEdO,,
pWl98OXd,"[0, 2]","[[3, 6], [4, 6]]"
YP8HsGC5,"[0, 2]","[[4, 6], [2, 6]]"
YktjAvy5,,
b1TuxicI,"[2, 0]","[[6, 3], [7, 68]]"
SnUjdFRb,"[2, 0]","[[7, 63], [6, 4]]"
WKzrbycn,"[2, 0]","[[7, 5], [6, 4]]"
ngpf9bjB,"[2, 1]","[[7, 65], [3, 6], [6, 0]]"
ldVnceCh,,"[[6, 4], [0, 0]]"
Kt7PufsI,"[2, 0]","[[6, 2], [7, 63]]"
Iu7Rjjzp,"[2, 1]","[[7, 65], [63, 7], [6, 1]]"
hUyvaHst,"[2, 0]","[[6, 4], [6, 4]]"
xhSqyBCO,"[0, 2]","[[5, 7], [4, 6]]"
Gx80MKLE,"[2, 0]","[[7, 63], [7, 63]]"
vDMdNIIT,,
EDJyoY0N,"[2, 1]","[[2, 6], [6, 3], [6, 4]]"
I33T4DZ5,"[2, 0]","[[6, 3], [7, 63]]"
OOGKFq6E,"[2, 0]","[[6, 4], [6, 2]]"
vBcQM0Ds,"[2, 0]","[[6, 3], [6, 4]]"
px8gOb3N,"[0, 2]","[[5, 7], [2, 6]]"
6o9kPvlH,"[0, 2]","[[5, 7], [3, 6]]"
tM8OIxRp,"[1, 2]","[[68, 7], [6, 4], [5, 7]]"
rRn7sM3o,,
OMJpQKYA,"[0, 2]","[[62, 7], [66, 7]]"
tMtG0nQ5,"[2, 0]","[[6, 3], [6, 2]]"
xlzPbQfI,"[1, 2]","[[6, 3], [3, 6], [2, 6]]"
fPpKa6uC,"[2, 0]","[[7, 64], [6, 4]]"
ncxsaaAD,"[2, 0]","[[7, 611], [7, 5]]"
jijFu0Yc,"[2, 0]","[[6, 3], [6, 4]]"
GvZScpAO,"[2, 0]","[[6, 4], [6, 4]]"
fZgUR327,"[2, 0]","[[7, 61], [6, 1]]"
rTsa2ZVc,"[0, 2]","[[4, 6], [64, 7]]"
2iHyGh0c,"[1, 2]","[[6, 2], [4, 6], [1, 6]]"
x2BbRt5Q,"[0, 2]","[[5, 7], [4, 6]]"
QumEVo3r,"[1, 2]","[[6, 3], [4, 6], [2, 6]]"
0buRSqm1,"[2, 1]","[[5, 7], [7, 63], [6, 4]]"
vqiIU5Il,,
2cIVfHgp,"[2, 0]","[[7, 5], [6, 3]]"
M7tNTPXf,"[2, 0]","[[6, 2], [6, 3]]"
800nzSfR,"[2, 1]","[[6, 2], [60, 7], [6, 4]]"
Gx0IIKoi,"[2, 1]","[[65, 7], [6, 4], [6, 3]]"
U91ry8uL,"[0, 2]","[[3, 6], [2, 6]]"
A1f2CqPH,"[0, 2]","[[4, 6], [4, 6]]"
fTbMHv1c,"[2, 1]","[[4, 6], [7, 63], [7, 5]]"
EXLZgy9j,"[2, 0]","[[6, 3], [6, 2]]"
CY6wxlQE,"[0, 2]","[[63, 7], [1, 6]]"
xlO2Weep,,
vD81icX9,"[2, 1]","[[3, 6], [6, 3], [6, 4]]"
W6ozyxmT,"[2, 0]","[[6, 1], [6, 2]]"
lrMWPQPj,"[0, 2]","[[2, 6], [4, 6]]"
pdS6rZuI,"[2, 1]","[[62, 7], [6, 2], [6, 3]]"
GvN6VFAj,"[0, 2]","[[5, 7], [5, 7]]"
AiNSQ6Ap,"[2, 0]","[[6, 1], [6, 2]]"
2oAElA2i,"[2, 0]","[[6, 4], [6, 4]]"
jBnWX8Wl,"[2, 0]","[[6, 3], [6, 2]]"
AaVYYlHr,"[2, 0]","[[7, 5], [6, 3]]"
U1ozXSoe,"[2, 0]","[[7, 5], [6, 1]]"
Q94chwI3,"[2, 1]","[[6, 1], [3, 6], [6, 4]]"
YZ75jHnG,,"[[5, 7], [1, 5]]"
65T2qFQB,"[2, 1]","[[5, 7], [6, 4], [6, 2]]"
4fGlfami,"[0, 2]","[[5, 7], [4, 6]]"
GlEImUHc,"[2, 1]","[[6, 4], [3, 6], [6, 0]]"
roFhgJ2c,"[2, 0]","[[7, 5], [6, 0]]"
48kQ4JrD,"[0, 2]","[[1, 6], [3, 6]]"
noIbcAsA,,
65TZlnkj,,
zapEx49d,"[2, 0]","[[6, 3], [6, 1]]"
CGTd1mnc,"[2, 0]","[[6, 0], [6, 2]]"
nLn3f8RS,"[2, 1]","[[6, 4], [4, 6], [6, 3]]"
pU5ZqnHM,"[1, 2]","[[6, 2], [3, 6], [4, 6]]"
OtvVkSZq,"[2, 0]","[[6, 1], [7, 63]]"
hbmaelCM,"[0, 2]","[[0, 6], [2, 6]]"
6w7VpS1G,"[0, 2]","[[3, 6], [2, 6]]"
Shevq6WS,"[0, 2]","[[66, 7], [3, 6]]"
jH1y3i4I,"[0, 2]","[[4, 6], [67, 7]]"
d8oAwpfj,"[2, 0]","[[6, 4], [6, 4]]"
pdSwl64d,"[0, 2]","[[2, 6], [5, 7]]"
E7ledUdG,"[1, 2]","[[3, 6], [6, 1], [4, 6]]"
C2KPB9d3,"[2, 0]","[[6, 2], [6, 0]]"
8fJfbjS3,"[2, 1]","[[3, 6], [6, 2], [7, 5]]"
Aemuo1RB,"[1, 2]","[[4, 6], [7, 62], [3, 6]]"
2on6vQvp,"[2, 0]","[[7, 64], [7, 68]]"
KKDpOUFF,"[2, 1]","[[63, 7], [7, 63], [10, 7]]"
6H9tPA09,,
v5Yo3Twj,"[2, 1]","[[4, 6], [7, 65], [10, 6]]"
dtqs49Oq,"[2, 0]","[[6, 2], [6, 1]]"
d6hD7rm3,"[1, 2]","[[4, 6], [6, 1], [10, 12]]"
IeXk2mgd,"[1, 2]","[[6, 3], [5, 7], [6, 10]]"
OhKyQjo3,"[1, 2]","[[6, 3], [3, 6], [9, 11]]"
p2LXQWVd,"[2, 0]","[[7, 64], [6, 1]]"
KKiF8kGS,"[2, 1]","[[2, 6], [6, 2], [10, 8]]"
zHyczKE8,"[1, 2]","[[4, 6], [7, 65], [6, 10]]"
rsu5YcqL,"[2, 1]","[[6, 3], [5, 7], [10, 8]]"
dQxgy0a2,"[0, 2]","[[5, 7], [63, 7]]"
2RLyTy7r,"[0, 2]","[[3, 6], [65, 7]]"
4jt1ZwUE,"[1, 2]","[[6, 4], [3, 6], [8, 10]]"
2mLkJ6MJ,"[1, 2]","[[3, 6], [7, 5], [5, 10]]"
IaonaoVm,"[1, 2]","[[3, 6], [6, 1], [7, 10]]"
QVy7fNqJ,"[1, 2]","[[5, 7], [6, 3], [4, 10]]"
tvKgIQyQ,"[1, 2]","[[3, 6], [6, 1], [2, 10]]"
fDCfHsPS,"[2, 0]","[[6, 0], [7, 67]]"
WY3MC1Xq,"[2, 0]","[[6, 3], [6, 0]]"
jkN4ZOvc,"[2, 0]","[[6, 0], [6, 4]]"
4n2UAu2d,"[2, 0]","[[6, 1], [6, 0]]"
Qe3QBLnj,"[0, 2]","[[67, 7], [4, 6]]"
ClNkIN9M,"[0, 2]","[[4, 6], [3, 6]]"
YcOoJ3fG,"[0, 2]","[[0, 6], [2, 6]]"
WYRUMoei,"[2, 0]","[[6, 1], [6, 3]]"
4OJsKquA,"[0, 2]","[[1, 6], [1, 6]]"
QXKwLPP3,"[1, 2]","[[7, 68], [3, 6], [2, 10]]"
r9VYL5Ac,"[0, 2]","[[2, 6], [1, 6]]"
bocG3OfT,"[2, 0]","[[6, 2], [6, 1]]"
pfgiT2zE,"[2, 1]","[[1, 6], [6, 1], [6, 4]]"
2DAGXHRa,"[1, 2]","[[5, 7], [7, 64], [3, 6]]"
OMBCYcCg,"[2, 0]","[[6, 4], [6, 4]]"
YFNPMazH,"[2, 0]","[[7, 65], [6, 1]]"
Cp3Fke9R,"[1, 2]","[[6, 2], [5, 7], [5, 7]]"
pYBbgwA2,"[2, 1]","[[5, 7], [6, 2], [7, 68]]"
6qKHy5Ck,"[0, 2]","[[4, 6], [3, 6]]"
88vsr7ZL,"[2, 0]","[[6, 2], [6, 4]]"
nawosRlS,"[0, 2]","[[2, 6], [2, 6]]"
CMbrN5cd,,
QPnQokzc,"[2, 1]","[[7, 61], [3, 6], [6, 3]]"
OIuFZuKb,"[0, 2]","[[4, 6], [4, 6]]"
IgfIYaZ4,"[1, 2]","[[7, 5], [4, 6], [64, 7]]"
0ruwqmKF,"[2, 0]","[[6, 2], [6, 4]]"
vTjUp9k3,"[0, 2]","[[1, 6], [4, 6]]"
hCnVVcJN,"[2, 1]","[[6, 4], [5, 7], [6, 3]]"
MitZqT49,"[1, 2]","[[68, 7], [6, 0], [5, 7]]"
v9rRWw4H,"[0, 2]","[[3, 6], [3, 6]]"
dpgMXJlB,"[2, 1]","[[4, 6], [6, 3], [6, 1]]"
htGDxocq,"[0, 2]","[[2, 6], [64, 7]]"
23i6y2kn,"[2, 0]","[[6, 3], [6, 3]]"
06JLzPRe,"[1, 2]","[[3, 6], [7, 5], [4, 6]]"
pStBzM4h,,"[[7, 5], [64, 7], [0, 0]]"
YRy8k0Ym,"[2, 0]","[[6, 3], [6, 3]]"
QgOOBuRM,"[1, 2]","[[6, 3], [3, 6], [2, 6]]"
OOA2hcP8,"[2, 0]","[[7, 64], [7, 67]]"
04jBUmYf,"[2, 1]","[[5, 7], [7, 5], [6, 2]]"
KnKHdP0S,"[0, 2]","[[64, 7], [62, 7]]"
QgATuKu3,"[0, 2]","[[1, 6], [1, 6]]"
IuTMaW0O,"[2, 0]","[[6, 3], [7, 5]]"
dWRQbjGU,,
fL6vIDGh,"[1, 2]","[[6, 4], [3, 6], [3, 6]]"
SjzA2YG5,"[0, 2]","[[67, 7], [61, 7]]"
zHwI0CoI,"[1, 2]","[[5, 7], [6, 4], [2, 6]]"
WOt14fng,"[2, 0]","[[6, 1], [6, 3]]"
65uTPums,"[0, 2]","[[1, 6], [0, 6]]"
hYsc5zXn,,
l0y63E1a,,
E9Has8IE,"[2, 1]","[[2, 6], [6, 2], [6, 1]]"
llylLH1C,"[1, 2]","[[3, 6], [7, 5], [1, 6]]"
tOXuNwXa,"[2, 1]","[[5, 7], [6, 4], [6, 3]]"
zoXqMcn6,"[0, 2]","[[5, 7], [2, 6]]"
pdvXOa2m,"[2, 1]","[[5, 7], [6, 2], [7, 5]]"
CdHZIg1n,"[2, 0]","[[7, 5], [6, 4]]"
2XYyOJHg,"[0, 2]","[[4, 6], [3, 6]]"
MDZD1hWB,"[2, 0]","[[6, 4], [7, 5]]"
Y5IVJZot,"[2, 0]","[[6, 1], [6, 4]]"
2ZDerl38,"[2, 0]","[[6, 1], [6, 2]]"
CUf46QAA,"[1, 2]","[[6, 2], [2, 6], [5, 7]]"
x6PGWMOF,"[0, 2]","[[3, 6], [2, 6]]"
UPHPmzH4,"[0, 2]","[[60, 7], [2, 6]]"
pYHGGPj8,"[0, 2]","[[1, 6], [1, 6]]"
ruCfSMkK,,"[[7, 5], [3, 6], [0, 1]]"
Kl5LWys6,"[0, 2]","[[3, 6], [3, 6]]"
CAhwopnA,"[0, 2]","[[3, 6], [64, 7]]"
WfDvQrAp,"[1, 2]","[[7, 65], [2, 6], [3, 6]]"
6Xisp41G,"[0, 2]","[[4, 6], [4, 6]]"
pOjoqOGM,"[1, 2]","[[4, 6], [6, 3], [1, 6]]"
tM2oGRPh,"[1, 2]","[[1, 6], [6, 4], [3, 6]]"
SIbsH7An,"[0, 2]","[[68, 7], [65, 7]]"
48XHw2vp,"[0, 2]","[[4, 6], [4, 6]]"
xh0Qmn2i,"[1, 2]","[[6, 4], [4, 6], [1, 6]]"
EZ0gE5f5,"[0, 2]","[[4, 6], [2, 6]]"
zq2kFoua,"[2, 0]","[[7, 5], [6, 4]]"
WAebDP9B,"[1, 2]","[[6, 4], [1, 6], [64, 7]]"
2aojrrWS,,
b7lZoQW3,"[1, 2]","[[2, 6], [7, 63], [64, 7]]"
GraUn6Hc,"[0, 2]","[[4, 6], [5, 7]]"
pf9xImet,"[0, 2]","[[5, 7], [4, 6]]"
