ID,Result,Partial results
fNwAr8sn,"[0, 2]","[[64, 7], [4, 6]]"
4bb0O4dU,,
SpBOc5Df,"[2, 0]","[[6, 2], [6, 0]]"
pSnBXHhR,"[0, 2]","[[3, 6], [4, 6]]"
0voazK88,"[2, 1]","[[64, 7], [7, 5], [6, 4]]"
bZSoRFVf,"[2, 1]","[[64, 7], [6, 4], [6, 2]]"
CEl3ZwOE,"[0, 2]","[[2, 6], [2, 6]]"
QLUwTy1r,"[0, 2]","[[5, 7], [2, 6]]"
CxXkQZp1,"[0, 2]","[[3, 6], [2, 6]]"
f1MfPg07,"[0, 2]","[[3, 6], [3, 6]]"
6yl7YcwL,"[2, 0]","[[7, 65], [6, 0]]"
4CTsSeGl,"[2, 0]","[[6, 2], [6, 1]]"
Cjpi72X8,"[2, 1]","[[6, 4], [3, 6], [6, 4]]"
QZL9fPm3,"[2, 0]","[[7, 64], [6, 4]]"
pv5hn1eq,"[2, 1]","[[5, 7], [6, 3], [6, 2]]"
OU3doLAk,"[0, 2]","[[2, 6], [3, 6]]"
h21l6MnF,"[2, 0]","[[6, 3], [7, 63]]"
KdLDgq39,"[0, 2]","[[2, 6], [1, 6]]"
WWOHh3IF,"[2, 1]","[[5, 7], [6, 2], [6, 3]]"
4pHJg3AE,,"[[5, 1]]"
drdbnL2l,"[1, 2]","[[3, 6], [6, 3], [3, 6]]"
6waXXLme,"[0, 2]","[[2, 6], [61, 7]]"
b7GNhNPK,"[0, 2]","[[3, 6], [3, 6]]"
00byXu31,"[0, 2]","[[5, 7], [4, 6]]"
tjSyCCN6,,"[[6, 3], [3, 2]]"
hU9k0FOf,"[2, 0]","[[7, 5], [6, 4]]"
hQglLG0K,"[0, 2]","[[0, 6], [3, 6]]"
p46s2yfr,,"[[7, 66], [4, 0]]"
zkqgKzGQ,"[1, 2]","[[6, 2], [0, 6], [0, 6]]"
WK8gaZw1,"[2, 0]","[[6, 2], [6, 4]]"
E1TAhoYL,"[2, 1]","[[4, 6], [6, 3], [6, 4]]"
OCzbeml3,"[2, 1]","[[7, 5], [64, 7], [6, 0]]"
hhSEi5mS,"[2, 0]","[[6, 1], [6, 2]]"
IZZ1f739,,"[[3, 6], [1, 3]]"
pj7gpNu2,"[2, 1]","[[7, 5], [0, 6], [6, 3]]"
OzJpnqBk,"[0, 2]","[[2, 6], [4, 6]]"
6a8ko3Qe,"[0, 2]","[[4, 6], [65, 7]]"
Cdey96I2,"[0, 2]","[[63, 7], [65, 7]]"
dQY5gRIF,"[2, 0]","[[6, 1], [6, 1]]"
AXEtmPeq,"[2, 0]","[[6, 2], [6, 3]]"
KlclpkBb,"[2, 0]","[[7, 61], [6, 2]]"
O6aRU9BB,"[0, 2]","[[3, 6], [4, 6]]"
GtdJWVta,"[2, 0]","[[6, 1], [6, 3]]"
pW4ymiRu,"[2, 1]","[[2, 6], [6, 1], [6, 2]]"
SE0drTuB,"[1, 2]","[[1, 6], [6, 3], [2, 6]]"
UJURSmtO,"[2, 1]","[[4, 6], [6, 4], [6, 3]]"
MDg5t7AN,"[2, 0]","[[6, 2], [6, 4]]"
bZ8unBtn,"[0, 2]","[[3, 6], [3, 6]]"
2cbVTTQH,"[0, 2]","[[2, 6], [3, 6]]"
Uq0NVkd5,"[0, 2]","[[4, 6], [4, 6]]"
Awj1smeH,"[2, 0]","[[7, 5], [6, 2]]"
lO1hq9Q4,"[0, 2]","[[5, 7], [4, 6]]"
Gzg9uRPT,"[1, 2]","[[3, 6], [6, 2], [4, 6]]"
tbbpoVeh,"[2, 0]","[[6, 0], [6, 3]]"
8ATVR7eU,"[0, 2]","[[2, 6], [4, 6]]"
IquyyoYp,"[2, 0]","[[7, 5], [6, 2]]"
MaAayVDT,"[2, 0]","[[6, 0], [6, 4]]"
IHnWWp2G,"[2, 0]","[[6, 2], [6, 3]]"
p4lOY6X3,"[1, 2]","[[6, 1], [4, 6], [1, 6]]"
CI44Exnk,"[2, 1]","[[3, 6], [6, 4], [6, 3]]"
Kr8CCGG1,"[0, 2]","[[1, 6], [63, 7]]"
OfmSXQnA,"[0, 2]","[[65, 7], [1, 6]]"
UgFaFIWr,"[1, 2]","[[6, 4], [2, 6], [3, 6]]"
ju0SCR4N,"[0, 2]","[[2, 6], [3, 6]]"
bPoJG95b,"[2, 1]","[[6, 4], [1, 6], [6, 3]]"
xIyaBETI,"[2, 0]","[[6, 3], [6, 4]]"
2JTpV8Ki,"[2, 0]","[[6, 4], [6, 1]]"
hnoNFTK4,"[2, 0]","[[6, 4], [6, 0]]"
p2aWBoKT,"[2, 1]","[[63, 7], [6, 3], [6, 2]]"
WxpREmzB,"[2, 1]","[[2, 6], [6, 3], [7, 5]]"
O6g6JBLu,"[2, 0]","[[6, 1], [6, 2]]"
2chAIVzn,"[2, 0]","[[6, 1], [6, 0]]"
WhYlUSZc,"[1, 2]","[[6, 4], [3, 6], [4, 6]]"
Yu17vR53,"[0, 2]","[[4, 6], [5, 7]]"
tnxUQ7y4,"[2, 0]","[[6, 1], [6, 3]]"
EyUtO5LM,"[1, 2]","[[5, 7], [6, 3], [2, 6]]"
SrAHH3bj,"[2, 0]","[[6, 2], [7, 65]]"
KxyYPRjA,"[0, 2]","[[3, 6], [5, 7]]"
6Z8LGNDd,"[2, 1]","[[4, 6], [6, 1], [6, 3]]"
G4jCwoL9,"[0, 2]","[[2, 6], [2, 6]]"
Gh40x1eg,"[0, 2]","[[4, 6], [2, 6]]"
fwGivNQt,"[1, 2]","[[6, 2], [4, 6], [4, 6]]"
Ue84yLAa,"[0, 2]","[[3, 6], [3, 6]]"
OfPLqq3J,,
KYKaR773,"[0, 2]","[[2, 6], [4, 6]]"
OULfSX7m,,
hADBOk7C,"[2, 0]","[[6, 4], [6, 0]]"
IkEKOOW7,"[2, 0]","[[6, 2], [6, 3]]"
hnVOXgpQ,"[0, 2]","[[4, 6], [2, 6]]"
ppA3QBx0,"[2, 1]","[[6, 4], [4, 6], [6, 4]]"
AiqymruO,"[0, 2]","[[4, 6], [2, 6]]"
GUqXmOPH,"[2, 1]","[[6, 2], [2, 6], [6, 4]]"
EPBc4qAb,"[0, 2]","[[2, 6], [4, 6]]"
ARHjTDhs,"[1, 2]","[[3, 6], [6, 2], [65, 7]]"
S8Dk65un,"[2, 0]","[[6, 4], [6, 2]]"
Ofmun2fU,"[0, 2]","[[2, 6], [5, 7]]"
zZCg5Pfh,"[1, 2]","[[3, 6], [6, 2], [5, 7]]"
lIEo7oQu,"[1, 2]","[[3, 6], [6, 4], [3, 6]]"
Wbg3Ge70,"[1, 2]","[[6, 3], [4, 6], [3, 6]]"
SOgVjrrK,"[2, 0]","[[6, 3], [6, 3]]"
ph2DWqMO,"[2, 0]","[[6, 1], [6, 2]]"
2s0CHVTn,"[2, 1]","[[6, 3], [64, 7], [7, 63]]"
8hKtc4JU,"[2, 1]","[[6, 2], [65, 7], [6, 4]]"
voYoRCLI,"[0, 2]","[[4, 6], [62, 7]]"
lpaW7JBr,"[0, 2]","[[2, 6], [2, 6]]"
lnUw4J3n,"[0, 2]","[[5, 7], [3, 6]]"
0jBaaeIH,"[2, 0]","[[6, 3], [6, 3]]"
CQE3bFXN,"[2, 1]","[[610, 7], [6, 3], [7, 5]]"
WAJr3wJh,"[2, 0]","[[6, 4], [6, 2]]"
IRLf0y3B,"[0, 2]","[[1, 6], [2, 6]]"
vyNj1Hm5,"[2, 1]","[[2, 6], [6, 2], [6, 2]]"
A1In2cYb,"[1, 2]","[[4, 6], [6, 4], [1, 6]]"
6mE7cZnU,"[0, 2]","[[2, 6], [64, 7]]"
IqaWN0W7,"[2, 1]","[[3, 6], [6, 2], [6, 4]]"
rgwEyQaE,"[2, 0]","[[7, 5], [6, 2]]"
GxvpqNh3,"[0, 2]","[[2, 6], [1, 6]]"
hx2KQ2nk,,
vVLqX49L,"[2, 1]","[[3, 6], [7, 5], [6, 4]]"
r3SzZQv9,"[1, 2]","[[6, 2], [3, 6], [1, 6]]"
KlwFnp98,"[2, 0]","[[6, 4], [6, 3]]"
WS0OPM1e,"[0, 2]","[[2, 6], [3, 6]]"
YiLmWOOR,"[0, 2]","[[4, 6], [2, 6]]"
IDQqsQQ8,"[0, 2]","[[3, 6], [4, 6]]"
0xfJQ4tS,"[2, 0]","[[6, 2], [6, 2]]"
hzeTY1Yl,"[1, 2]","[[4, 6], [7, 65], [62, 7]]"
EqzfK2Je,"[2, 0]","[[6, 2], [6, 4]]"
82JdvOAR,"[1, 2]","[[3, 6], [6, 3], [3, 6]]"
0xGltptF,"[0, 2]","[[4, 6], [3, 6]]"
hzZcJMY1,"[2, 0]","[[6, 1], [6, 3]]"
IHtoMOlq,"[2, 0]","[[6, 0], [6, 1]]"
jgDOOgCt,"[2, 0]","[[7, 5], [6, 1]]"
QBu27hs6,"[0, 2]","[[3, 6], [3, 6]]"
rmjc8YRa,"[2, 1]","[[2, 6], [6, 2], [6, 3]]"
CSsE4jRO,"[1, 2]","[[1, 6], [6, 2], [4, 6]]"
O6BWMXtg,"[2, 0]","[[6, 3], [7, 66]]"
YyqA5WBI,,"[[6, 2], [3, 2]]"
42v66CdC,"[2, 0]","[[6, 2], [6, 2]]"
EwsgyTjI,"[0, 2]","[[3, 6], [3, 6]]"
EXLdTZ3P,"[2, 0]","[[6, 4], [6, 3]]"
pbkxuBig,"[0, 2]","[[66, 7], [1, 6]]"
pGCSNDRn,"[1, 2]","[[6, 2], [4, 6], [3, 6]]"
M3tczm6O,"[2, 0]","[[6, 3], [6, 3]]"
hOhpwkM5,"[1, 2]","[[2, 6], [6, 3], [4, 6]]"
zmrkx9yC,"[2, 0]","[[6, 1], [6, 2]]"
vLltvV6a,"[1, 2]","[[6, 3], [5, 7], [5, 7]]"
0fu1Z6LU,"[0, 2]","[[3, 6], [1, 6]]"
fHtu1jx1,"[2, 0]","[[6, 3], [6, 2]]"
AykfMme3,"[2, 0]","[[6, 4], [6, 3]]"
bun706Yq,"[1, 2]","[[6, 4], [4, 6], [2, 6]]"
ve5z6SAM,"[1, 2]","[[4, 6], [6, 4], [5, 7]]"
vHtBI5fS,"[0, 2]","[[3, 6], [3, 6]]"
WhpFbp3d,"[0, 2]","[[0, 6], [0, 6]]"
I1h2KRPF,"[2, 0]","[[6, 4], [6, 2]]"
AaXtDqIk,"[0, 2]","[[0, 6], [1, 6]]"
j9ukBNn2,"[1, 2]","[[6, 4], [2, 6], [3, 6]]"
h2oBaQmj,"[2, 0]","[[6, 1], [6, 3]]"
0Qs7JouM,"[2, 1]","[[5, 7], [6, 4], [6, 0]]"
MJfu5nQS,"[1, 2]","[[7, 64], [1, 6], [3, 6]]"
hOMoC3Xe,"[2, 0]","[[6, 0], [7, 5]]"
W8YxEP2q,"[0, 2]","[[3, 6], [3, 6]]"
4CTWZ6P2,"[0, 2]","[[4, 6], [3, 6]]"
4blbL7A9,"[2, 1]","[[3, 6], [6, 4], [6, 2]]"
WpjjNTuc,"[0, 2]","[[5, 7], [68, 7]]"
EerkZpnE,"[0, 2]","[[5, 7], [4, 6]]"
0hf7A19D,"[0, 2]","[[2, 6], [2, 6]]"
fTYqOKwD,"[2, 0]","[[6, 3], [6, 4]]"
hnsgY41K,"[0, 2]","[[3, 6], [3, 6]]"
QgUuP0O6,"[0, 2]","[[1, 6], [0, 6]]"
WxKpnor1,"[2, 0]","[[6, 1], [6, 4]]"
WjaJ0pcf,"[0, 2]","[[0, 6], [2, 6]]"
QaJlo5c7,"[1, 2]","[[6, 4], [2, 6], [2, 6]]"
QDbNa4C0,"[0, 2]","[[3, 6], [1, 6]]"
44cRbOR6,"[1, 2]","[[6, 2], [3, 6], [4, 6]]"
QkGz98kE,"[0, 2]","[[5, 7], [3, 6]]"
2kpoeuXp,"[1, 2]","[[3, 6], [6, 2], [4, 6]]"
QsYiEKwN,"[0, 2]","[[1, 6], [1, 6]]"
GhYSJO9o,"[0, 2]","[[4, 6], [4, 6]]"
voxdDvgT,"[2, 0]","[[6, 3], [6, 1]]"
dQON8b1p,"[2, 0]","[[6, 3], [6, 4]]"
zHNR7IGj,"[2, 0]","[[6, 1], [6, 1]]"
d2tyI2vb,"[1, 2]","[[6, 4], [5, 7], [3, 6]]"
zguuHMg4,"[2, 1]","[[6, 4], [610, 7], [6, 1]]"
z9T2W1gi,"[2, 0]","[[6, 3], [6, 3]]"
EaS6VL8c,"[2, 0]","[[7, 64], [6, 3]]"
McuX2yO8,"[2, 0]","[[7, 64], [6, 4]]"
EeKBegGr,"[0, 2]","[[3, 6], [1, 6]]"
GKvy2ewF,"[0, 2]","[[1, 6], [0, 6]]"
rVOFfDVl,"[2, 1]","[[6, 3], [4, 6], [6, 3]]"
fFZDmBWB,"[2, 1]","[[2, 6], [6, 3], [6, 3]]"
fDrxhQNc,"[2, 0]","[[6, 3], [6, 3]]"
S6jjUMVj,"[2, 0]","[[6, 1], [6, 1]]"
Y5YHnVoI,"[0, 2]","[[3, 6], [1, 6]]"
ELLJESID,"[2, 0]","[[6, 3], [6, 2]]"
6kZ2IAJl,"[2, 0]","[[6, 3], [6, 0]]"
SSyzHIas,"[2, 0]","[[6, 3], [6, 3]]"
p4WvGxFm,"[2, 1]","[[2, 6], [7, 66], [6, 4]]"
lEO7HUYf,"[2, 1]","[[2, 6], [6, 4], [6, 4]]"
Ign0NKMD,"[0, 2]","[[1, 6], [4, 6]]"
Wdj4MvxK,"[2, 0]","[[6, 1], [6, 1]]"
S4NBGll1,"[2, 1]","[[6, 4], [2, 6], [6, 2]]"
OfVrFdUg,"[2, 0]","[[6, 2], [6, 3]]"
IHUnEGq0,"[2, 0]","[[6, 1], [6, 0]]"
QJk8LbiQ,"[2, 0]","[[6, 4], [6, 3]]"
2sSSGrVg,"[0, 2]","[[2, 6], [3, 6]]"
hWKuEtFC,"[2, 0]","[[6, 3], [6, 1]]"
zVMFF837,"[0, 2]","[[5, 7], [2, 6]]"
bTBVz4MP,"[2, 0]","[[7, 60], [7, 5]]"
OjTOHOFm,"[2, 0]","[[6, 3], [6, 3]]"
2cGjWNUt,"[2, 0]","[[6, 2], [6, 4]]"
WGWWF2p0,"[2, 0]","[[6, 1], [6, 1]]"
6ZOqD0UI,"[2, 0]","[[6, 4], [6, 3]]"
6XkQB4v2,"[0, 2]","[[1, 6], [4, 6]]"
42SuxeTD,,"[[6, 4], [6, 7], [1, 4]]"
d07KUCLm,"[2, 0]","[[6, 4], [6, 2]]"
IgKhGD6f,"[2, 0]","[[7, 65], [6, 0]]"
ns01n8H9,"[2, 0]","[[6, 0], [6, 1]]"
4vnXaRo9,"[2, 1]","[[7, 64], [1, 6], [6, 0]]"
ju4Czrh9,"[0, 2]","[[2, 6], [1, 6]]"
IVwpvpPk,"[0, 2]","[[3, 6], [2, 6]]"
UV2GZ17F,"[2, 1]","[[2, 6], [7, 67], [6, 4]]"
vuutuQ9q,"[1, 2]","[[6, 3], [1, 6], [1, 6]]"
8dlApnnM,"[0, 2]","[[1, 6], [3, 6]]"
EyIFVh6s,"[2, 0]","[[6, 2], [7, 64]]"
fs4fvkE4,"[2, 0]","[[7, 64], [6, 0]]"
rgRqyFrK,,
xGQmzZcQ,"[0, 2]","[[3, 6], [2, 6]]"
bsesw4vd,"[2, 0]","[[6, 0], [6, 0]]"
dvWqIZyr,"[2, 0]","[[6, 1], [6, 2]]"
WdOdFXL0,"[1, 2]","[[3, 6], [6, 2], [2, 6]]"
UHPjFoZb,"[2, 0]","[[6, 2], [6, 2]]"
pEenImkt,"[0, 2]","[[1, 6], [3, 6]]"
SWLBANmU,"[0, 2]","[[2, 6], [66, 7]]"
K6I3CqJH,"[1, 2]","[[2, 6], [6, 3], [3, 6]]"
OvPfE5l5,"[2, 0]","[[6, 4], [7, 64]]"
bcH7B3YN,"[2, 0]","[[6, 1], [6, 2]]"
O4fjH74n,"[2, 0]","[[6, 3], [6, 0]]"
Uu8w6sdo,"[2, 0]","[[6, 2], [6, 1]]"
xCC5Gkbg,"[1, 2]","[[6, 3], [3, 6], [2, 6]]"
G2B9F9Da,"[0, 2]","[[1, 6], [1, 6]]"
vukOPhRE,"[2, 0]","[[6, 1], [6, 2]]"
hn9T3B4e,"[0, 2]","[[63, 7], [4, 6]]"
SU62kCk2,"[1, 2]","[[3, 6], [6, 3], [1, 6]]"
0lUlBgCL,"[2, 0]","[[6, 2], [6, 2]]"
dGqTOCtL,"[2, 0]","[[6, 2], [6, 4]]"
zBbY2VJ1,"[1, 2]","[[61, 7], [7, 5], [4, 6]]"
EXRxEeS2,"[2, 0]","[[6, 3], [6, 3]]"
rDJgADRR,"[2, 0]","[[7, 67], [6, 2]]"
no2x2kZ7,"[0, 2]","[[3, 6], [1, 6]]"
z7rXNWeR,"[1, 2]","[[4, 6], [7, 5], [3, 6]]"
pM5L5XZr,"[0, 2]","[[4, 6], [3, 6]]"
noQpCZdF,"[1, 2]","[[6, 4], [1, 6], [3, 6]]"
hnVbJj4r,"[0, 2]","[[3, 6], [3, 6]]"
0ljKQYB8,"[2, 1]","[[1, 6], [6, 3], [6, 2]]"
dbCASfnd,"[0, 2]","[[3, 6], [2, 6]]"
jHeDnGwS,"[0, 2]","[[2, 6], [3, 6]]"
4OyltEGe,"[0, 2]","[[3, 6], [3, 6]]"
40g1kIg9,"[2, 0]","[[7, 5], [6, 2]]"
prJz6peG,"[2, 0]","[[6, 0], [6, 0]]"
UFYyoqJj,"[2, 0]","[[7, 5], [6, 0]]"
rJbBarYq,"[2, 0]","[[6, 1], [6, 1]]"
voGS76Q3,"[2, 0]","[[6, 3], [6, 2]]"
xtbFb2mj,"[0, 2]","[[3, 6], [0, 6]]"
jLJW6QuA,"[2, 0]","[[6, 0], [6, 4]]"
jmfu8QX8,"[2, 0]","[[6, 0], [6, 1]]"
roZJ0rQr,"[2, 1]","[[3, 6], [6, 1], [6, 0]]"
vDSSbMfe,"[2, 0]","[[6, 3], [6, 1]]"
nF9JLq28,"[2, 0]","[[6, 1], [6, 0]]"
YZRWctA1,"[2, 0]","[[7, 5], [7, 5]]"
pAVzc0P7,"[0, 2]","[[1, 6], [1, 6]]"
nFml642L,"[0, 2]","[[2, 6], [61, 7]]"
YBqp7pmF,"[0, 2]","[[65, 7], [4, 6]]"
txmh5OHR,"[0, 2]","[[5, 7], [0, 6]]"
UBW0V11h,"[2, 0]","[[6, 4], [7, 5]]"
lhBRG2na,"[2, 0]","[[6, 0], [6, 1]]"
IX2rDKoO,"[2, 0]","[[6, 3], [6, 4]]"
OAP9TuW4,"[2, 1]","[[5, 7], [6, 4], [6, 2]]"
dbYhXNWu,"[0, 2]","[[5, 7], [2, 6]]"
A7azFtHB,"[2, 0]","[[6, 4], [7, 5]]"
2yDJIOHn,"[1, 2]","[[61, 7], [7, 62], [4, 6]]"
MwwdFUBO,"[0, 2]","[[3, 6], [0, 6]]"
KEtuJCCa,"[0, 2]","[[4, 6], [61, 7]]"
GtzlHjsC,"[2, 0]","[[6, 1], [6, 2]]"
YH6EXBRh,"[2, 1]","[[6, 2], [63, 7], [6, 4]]"
fR7AYiCn,"[1, 2]","[[6, 1], [2, 6], [1, 6]]"
Qi36ZXdt,"[2, 0]","[[7, 61], [6, 2]]"
xjypIWR5,"[2, 0]","[[6, 4], [6, 0]]"
A3ZiGAdI,"[0, 2]","[[4, 6], [2, 6]]"
OrHvvElP,"[2, 1]","[[4, 6], [6, 1], [6, 2]]"
AZyrbnxs,"[2, 0]","[[6, 3], [6, 3]]"
4MQAi2LO,"[0, 2]","[[3, 6], [4, 6]]"
rmzjdQ6g,"[2, 0]","[[6, 2], [7, 5]]"
vFTbf4y6,"[2, 0]","[[6, 3], [7, 5]]"
QVR6hr6I,"[0, 2]","[[3, 6], [63, 7]]"
rmdLB56t,"[0, 2]","[[2, 6], [0, 6]]"
GYJ9Gfh8,"[0, 2]","[[0, 6], [0, 6]]"
6R4gGobP,"[0, 2]","[[4, 6], [1, 6]]"
0vXUoAIL,"[2, 0]","[[6, 1], [6, 0]]"
GjBTst0j,"[2, 1]","[[2, 6], [7, 5], [6, 0]]"
CIvIlCY2,"[2, 0]","[[6, 1], [6, 3]]"
2qVhlrNM,"[2, 0]","[[7, 5], [6, 2]]"
p8Kcm2xT,"[0, 2]","[[0, 6], [0, 6]]"
fsAXt0Fd,"[0, 2]","[[1, 6], [3, 6]]"
vVVYpUXR,"[0, 2]","[[3, 6], [61, 7]]"
6uvMmWm9,"[0, 2]","[[2, 6], [2, 6]]"
xlEu9ZAI,"[2, 0]","[[6, 4], [6, 3]]"
2BJGEwss,"[0, 2]","[[1, 6], [3, 6]]"
naLSByRa,"[0, 2]","[[3, 6], [1, 6]]"
f5rfSdBt,"[1, 2]","[[5, 7], [6, 2], [5, 7]]"
UNAXAet6,,
dErxGOOG,"[2, 0]","[[6, 3], [6, 2]]"
t2IKDcdm,"[0, 2]","[[5, 7], [4, 6]]"
lSsbRGQn,"[2, 0]","[[6, 0], [6, 2]]"
GvDq8gQO,"[2, 0]","[[6, 1], [6, 1]]"
UZ0ddsEM,"[0, 2]","[[1, 6], [3, 6]]"
pnRhxMMj,"[0, 2]","[[5, 7], [2, 6]]"
fH8qaqU3,"[1, 2]","[[7, 5], [2, 6], [2, 6]]"
6H3Pkuij,"[2, 0]","[[6, 1], [6, 3]]"
Od00e1TS,"[0, 2]","[[1, 6], [1, 6]]"
p82Tla6d,"[0, 2]","[[1, 6], [0, 6]]"
ni5y15ai,"[2, 0]","[[6, 3], [6, 1]]"
Y77mb3qA,"[0, 2]","[[0, 6], [1, 6]]"
Q9tYLejM,"[1, 2]","[[5, 7], [6, 3], [3, 6]]"
GvLCEDrd,"[2, 1]","[[6, 2], [67, 7], [6, 1]]"
AsI4GZDq,"[0, 2]","[[1, 6], [0, 6]]"
YFkcMP12,"[2, 0]","[[6, 4], [6, 2]]"
MHL8FgTk,"[2, 0]","[[6, 4], [6, 3]]"
fVJGDXc2,"[2, 0]","[[6, 3], [6, 1]]"
C6l1LqH8,"[2, 0]","[[6, 0], [6, 3]]"
40uxLF5S,"[0, 2]","[[5, 7], [1, 6]]"
vTMgD5d6,"[2, 0]","[[6, 2], [6, 0]]"
UHknJepP,"[1, 2]","[[6, 4], [1, 6], [4, 6]]"
CGVxHmcs,,"[[6, 3], [3, 2]]"
K2dJBDxa,"[2, 0]","[[7, 5], [6, 2]]"
IJLcCPBC,"[0, 2]","[[3, 6], [65, 7]]"
bgeNAXi5,"[0, 2]","[[3, 6], [64, 7]]"
j7UtG7Cm,"[1, 2]","[[2, 6], [6, 1], [5, 7]]"
6wsEEFht,"[2, 0]","[[6, 3], [6, 4]]"
8KzwvNNf,,
2ZDAUNwA,"[2, 0]","[[6, 3], [6, 1]]"
zNYB9M1p,,"[[4, 3]]"
OrF6V3O3,"[2, 1]","[[3, 6], [6, 3], [6, 1]]"
SGckNuWq,"[1, 2]","[[2, 6], [6, 3], [4, 6]]"
EDXF8tHj,"[0, 2]","[[2, 6], [4, 6]]"
AumfMaoj,"[2, 1]","[[6, 1], [4, 6], [6, 3]]"
KA8FTsgG,"[2, 0]","[[6, 3], [6, 3]]"
08tKRTEh,"[2, 0]","[[6, 4], [6, 2]]"
MNUSP7q5,"[0, 2]","[[0, 6], [0, 6]]"
Gp819naO,"[0, 2]","[[3, 6], [3, 6]]"
nuXgv7bb,"[2, 0]","[[6, 1], [6, 2]]"
z13yMPrU,"[0, 2]","[[3, 6], [3, 6]]"
jDwotTTo,"[0, 2]","[[3, 6], [1, 6]]"
hrwCTkpt,"[0, 2]","[[2, 6], [1, 6]]"
UmYzOoEH,"[2, 0]","[[6, 3], [6, 4]]"
xAk3Hqio,"[2, 0]","[[6, 2], [6, 1]]"
8vXvN5TN,"[2, 0]","[[6, 0], [6, 1]]"
QVVcwRD4,"[0, 2]","[[4, 6], [3, 6]]"
4Gskumqh,"[2, 0]","[[6, 3], [6, 3]]"
zRYWORbB,"[0, 2]","[[4, 6], [5, 7]]"
vauOQmUb,"[1, 2]","[[7, 65], [4, 6], [4, 6]]"
WYyGS9an,"[2, 0]","[[6, 3], [7, 62]]"
SKB586EU,"[1, 2]","[[6, 4], [2, 6], [3, 6]]"
A3uPcOP7,"[0, 2]","[[3, 6], [4, 6]]"
vJ3nFPfr,"[0, 2]","[[2, 6], [2, 6]]"
YyRJJ5nR,"[0, 2]","[[63, 7], [5, 7]]"
QZ1fD3Pf,"[2, 1]","[[6, 3], [3, 6], [6, 4]]"
QBNBLRHE,"[2, 1]","[[6, 1], [62, 7], [6, 0]]"
I92jEqAl,"[0, 2]","[[2, 6], [3, 6]]"
xjsHapee,"[1, 2]","[[2, 6], [6, 0], [2, 6]]"
8fykymDN,"[0, 2]","[[2, 6], [2, 6]]"
E9JAhlrb,"[2, 0]","[[7, 5], [6, 4]]"
tr63fADo,"[1, 2]","[[6, 3], [4, 6], [1, 6]]"
zP7JjSCA,"[0, 2]","[[1, 6], [1, 6]]"
4rQ1RQJG,"[1, 2]","[[6, 3], [2, 6], [2, 6]]"
dt5tKrCj,"[0, 2]","[[3, 6], [0, 6]]"
xEuFYsRq,"[2, 0]","[[6, 0], [6, 2]]"
p2oytQY9,"[0, 2]","[[3, 6], [1, 6]]"
WzuJX1tj,"[2, 0]","[[6, 3], [6, 3]]"
b5P5QpZM,"[2, 0]","[[6, 4], [6, 4]]"
vw0vuplG,"[1, 2]","[[3, 6], [6, 4], [2, 6]]"
AqgOrSli,"[2, 0]","[[7, 5], [6, 4]]"
ARwNWLed,"[0, 2]","[[0, 6], [2, 6]]"
ITbrv43M,,"[[4, 6], [6, 2], [1, 0]]"
OncSsn4c,"[0, 2]","[[0, 6], [2, 6]]"
xdO9P4lT,"[1, 2]","[[6, 2], [5, 7], [2, 6]]"
YacoGjNo,"[2, 0]","[[6, 1], [6, 0]]"
8IkbDl74,"[0, 2]","[[3, 6], [1, 6]]"
WGfw4pUj,"[2, 0]","[[6, 2], [6, 4]]"
Ms53AniN,"[2, 1]","[[1, 6], [6, 3], [6, 3]]"
CjdkFAxh,"[2, 0]","[[6, 0], [6, 4]]"
0Y37966T,"[2, 0]","[[6, 4], [6, 2]]"
2uk2C8MA,"[1, 2]","[[6, 2], [3, 6], [2, 6]]"
YLYLST6i,"[1, 2]","[[3, 6], [6, 3], [1, 6]]"
IwrvFRbL,,
WMuSHTE2,"[2, 0]","[[6, 1], [6, 3]]"
tWa68Pyk,"[0, 2]","[[3, 6], [3, 6]]"
pQqWGmU8,"[0, 2]","[[1, 6], [0, 6]]"
p0EzEoER,"[2, 0]","[[6, 0], [6, 0]]"
vZBel3qK,"[0, 2]","[[4, 6], [2, 6]]"
G0Q0SLM0,"[2, 0]","[[6, 2], [6, 2]]"
vLWMZ3UQ,"[2, 1]","[[6, 3], [4, 6], [6, 1]]"
f7DStLyf,"[0, 2]","[[4, 6], [3, 6]]"
lUCWuui0,"[0, 2]","[[1, 6], [4, 6]]"
YeBamNbQ,"[0, 2]","[[3, 6], [2, 6]]"
pzV4Rux7,"[0, 2]","[[1, 6], [1, 6]]"
d0JlVNxr,"[0, 2]","[[2, 6], [3, 6]]"
foxhUshl,"[1, 2]","[[3, 6], [7, 67], [3, 6]]"
OQT8QaiD,"[0, 2]","[[4, 6], [5, 7]]"
z5cRrs7s,"[2, 0]","[[6, 4], [6, 2]]"
xARdT17f,"[2, 0]","[[6, 2], [6, 3]]"
lW3JyPkM,"[2, 0]","[[6, 3], [6, 3]]"
xdCnyDG8,"[2, 0]","[[6, 3], [6, 2]]"
tUrbUtrd,"[0, 2]","[[2, 6], [2, 6]]"
WIBjzXVE,"[2, 0]","[[6, 3], [6, 3]]"
KKs2T0c2,"[2, 1]","[[4, 6], [6, 1], [7, 5]]"
YLCAjLjp,"[0, 2]","[[5, 7], [2, 6]]"
