ID,Result,Partial results
Cv83A69m,"[0, 0]","[[0, 0], [0, 0]]"
Ym9aBnfs,"[4, 4]","[[2, 0], [2, 4]]"
vyml9bdg,"[1, 0]","[[1, 0], [0, 0]]"
OSGCqflP,"[2, 0]","[[2, 0], [0, 0]]"
CWXifIF9,"[4, 1]","[[1, 0], [3, 1]]"
6q8G7ZWc,"[1, 0]","[[0, 0], [1, 0]]"
IoQ8p3V1,"[2, 1]","[[1, 1], [1, 0]]"
bqYYCgTJ,"[0, 0]","[[0, 0], [0, 0]]"
MLTuq1AR,"[3, 2]","[[2, 1], [1, 1]]"
zwiKPwwg,"[2, 1]","[[1, 0], [1, 1]]"
CzAeXVS7,"[1, 0]","[[0, 0], [1, 0]]"
IJPmhY3D,"[0, 2]","[[0, 1], [0, 1]]"
jm42A01i,"[1, 0]",
6X5ywjdP,"[1, 1]","[[0, 0], [1, 1]]"
pSKtH8Z5,"[2, 0]","[[1, 0], [1, 0]]"
23i7XTJn,"[0, 0]","[[0, 0], [0, 0]]"
G6eBWmZh,"[4, 0]","[[2, 0], [2, 0]]"
8th3Y94t,"[3, 5]","[[2, 2], [1, 3]]"
vq3JBizM,"[0, 2]","[[0, 1], [0, 1]]"
SvvkBU1K,"[4, 0]","[[1, 0], [3, 0]]"
WEcW6HjD,"[0, 1]","[[0, 1], [0, 0]]"
bkaW10x0,,
SO3z1Ki6,,
UyhqMcSn,,
8SjmLHsg,,
jithKyca,,
2RqdJeC5,,
lv2PXUIR,,
4n6YXYzg,"[4, 0]","[[2, 0], [2, 0]]"
fczMsA4H,"[1, 1]","[[1, 1], [0, 0]]"
n5hTulZT,"[1, 1]","[[0, 1], [1, 0]]"
hUDjSU4U,"[0, 2]","[[0, 1], [0, 1]]"
48s9pCKb,"[2, 2]","[[1, 1], [1, 1]]"
hrgPtUJN,"[1, 1]","[[0, 0], [1, 1]]"
UgyC1OHS,"[2, 1]","[[2, 0], [0, 1]]"
6oqP0amb,"[1, 5]","[[0, 3], [1, 2]]"
z53mYAWD,"[2, 0]","[[1, 0], [1, 0]]"
QZLdBmP0,"[4, 0]","[[1, 0], [3, 0]]"
M1F59RgD,"[2, 1]","[[0, 1], [2, 0]]"
xAT45PQ5,"[0, 3]","[[0, 1], [0, 2]]"
YyND33eI,,"[[1, 1], [0, 0], [2, 0]]"
nLzh8Rtm,"[4, 1]","[[3, 0], [1, 1]]"
8b3CfRlm,"[0, 1]","[[0, 0], [0, 1]]"
0xpCxy8H,"[1, 1]","[[1, 0], [0, 1]]"
lQtvtBtT,"[4, 0]","[[3, 0], [1, 0]]"
CIKic8zd,"[1, 1]","[[1, 0], [0, 1]]"
WMu1xYbT,"[1, 2]","[[0, 1], [1, 1]]"
WvJsuKAa,"[3, 2]","[[1, 0], [2, 2]]"
A7F3cvWS,"[0, 6]","[[0, 4], [0, 2]]"
jHqPNy2C,"[0, 0]","[[0, 0], [0, 0]]"
6i4NMnlN,,"[[0, 2], [3, 1], [3, 1]]"
QoKOm3yk,"[1, 3]","[[0, 1], [1, 2]]"
Kr6ankFg,"[4, 1]","[[2, 0], [2, 1]]"
xWv3S0wH,"[0, 5]","[[0, 1], [0, 4]]"
WjqRWFU2,"[0, 3]","[[0, 2], [0, 1]]"
2TOjxUi9,"[1, 2]","[[1, 1], [0, 1]]"
lpR2ZRyS,"[2, 0]",
zsNbz8ML,"[3, 2]","[[2, 2], [1, 0]]"
fR3VUopq,"[2, 0]",
z7hfwAx3,"[2, 1]","[[2, 0], [0, 1]]"
x4U2c2oO,"[0, 1]","[[0, 0], [0, 1]]"
2cWHS3wR,"[1, 1]","[[1, 1], [0, 0]]"
8v9pONor,"[0, 1]","[[0, 1], [0, 0]]"
MsDlNs1l,"[2, 1]","[[1, 1], [1, 0]]"
O2sgtzAb,"[4, 1]","[[1, 1], [3, 0]]"
bJvQrTVd,"[2, 1]",
Eiz6wYgH,"[0, 0]","[[0, 0], [0, 0]]"
6RWcufP4,"[2, 0]","[[1, 0], [1, 0]]"
pGjrKqgd,"[2, 1]",
pIV1vEvB,"[4, 1]","[[1, 1], [3, 0]]"
jHcZL5Oq,"[1, 2]","[[1, 1], [0, 1]]"
xAwUsmo3,"[0, 0]","[[0, 0], [0, 0]]"
YumvLPwj,"[0, 0]","[[0, 0], [0, 0]]"
pfyuBQZm,"[0, 1]","[[0, 0], [0, 1]]"
bk3R5kFm,"[2, 1]","[[0, 1], [2, 0]]"
GUa2BBiQ,"[0, 2]","[[0, 1], [0, 1]]"
08OxpwuN,"[6, 0]","[[3, 0], [3, 0]]"
Eokw4ER9,"[2, 0]","[[1, 0], [1, 0]]"
UNrG3d8S,"[1, 0]","[[0, 0], [1, 0]]"
08nF1lLp,"[2, 1]","[[0, 0], [2, 1]]"
n96Qwg4d,"[4, 2]","[[2, 1], [2, 1]]"
zVnLazRF,"[0, 1]","[[0, 0], [0, 1]]"
vHtosSAl,"[4, 1]","[[2, 1], [2, 0]]"
d07QsQrj,"[1, 1]","[[0, 1], [1, 0]]"
Uu6aafJ7,"[1, 0]","[[0, 0], [1, 0]]"
Ycv61fo7,"[1, 1]","[[1, 0], [0, 1]]"
n1rA0E0D,"[4, 2]","[[1, 1], [3, 1]]"
xUgL7V7t,"[2, 1]","[[1, 0], [1, 1]]"
IuBI6kNn,"[1, 2]","[[0, 2], [1, 0]]"
dW9M59xg,"[1, 2]","[[1, 1], [0, 1]]"
nL2Z27MB,"[2, 3]","[[1, 0], [1, 3]]"
QB1w2RyI,"[0, 2]","[[0, 2], [0, 0]]"
fo6s1oiO,,
z7G6m11K,"[2, 1]","[[0, 0], [2, 1]]"
IV5BnLGQ,,
ficwruPs,"[1, 0]","[[0, 0], [1, 0]]"
lEdssavl,"[0, 1]","[[0, 0], [0, 1]]"
S4eotJgf,"[2, 2]","[[0, 1], [2, 1]]"
n7BnvcO6,"[1, 0]","[[0, 0], [1, 0]]"
tUAjwHwD,"[2, 0]","[[1, 0], [1, 0]]"
YsjsQ4Rp,"[0, 3]","[[0, 0], [0, 3]]"
AaZPll4o,"[3, 2]","[[2, 1], [1, 1]]"
ljYTm8Ji,"[2, 1]","[[2, 0], [0, 1]]"
rDXXnSYc,,
dGyxnnl4,"[2, 1]","[[1, 0], [1, 1]]"
OMcAKLCJ,"[0, 2]","[[0, 0], [0, 2]]"
vuRto63A,"[2, 2]","[[1, 0], [1, 2]]"
IVPppQIG,"[2, 1]","[[2, 1], [0, 0]]"
QePlqpYM,"[4, 0]","[[2, 0], [2, 0]]"
4nOhr4mT,"[2, 4]","[[0, 2], [2, 2]]"
AT0LwOep,"[4, 0]","[[3, 0], [1, 0]]"
CSJa36Vi,,
IDltPvbS,"[0, 1]","[[0, 0], [0, 1]]"
8h80Kb6q,"[1, 1]","[[0, 1], [1, 0]]"
n9jehtNj,"[4, 1]","[[4, 0], [0, 1]]"
z5mau0r9,"[1, 2]","[[1, 1], [0, 1]]"
f9ACHdj2,"[3, 0]","[[2, 0], [1, 0]]"
U91lhX7h,"[2, 4]","[[0, 4], [2, 0]]"
lhXsbazq,,"[[1, 1], [0, 0], [5, 4]]"
tbSqPrRN,"[4, 3]","[[2, 2], [2, 1]]"
4G3DT3HG,"[0, 1]","[[0, 0], [0, 1]]"
INqlN1fp,"[0, 3]","[[0, 1], [0, 2]]"
nugISNWM,"[1, 2]","[[1, 0], [0, 2]]"
nTSyjvMB,"[2, 1]","[[1, 0], [1, 1]]"
dvzPhtxg,"[6, 0]","[[3, 0], [3, 0]]"
b9m0Ui0k,"[1, 2]","[[1, 2], [0, 0]]"
z3EWAUCn,"[0, 0]","[[0, 0], [0, 0]]"
SW7ELoR4,"[2, 0]","[[2, 0], [0, 0]]"
MihYEzAk,"[0, 2]","[[0, 2], [0, 0]]"
fqgcdVcg,"[0, 2]","[[0, 0], [0, 2]]"
f3Lr8Sd5,"[1, 1]","[[1, 1], [0, 0]]"
fPUFqhEm,"[1, 1]","[[1, 1], [0, 0]]"
WtxyZe1L,"[1, 1]","[[1, 0], [0, 1]]"
zuQzuUSI,"[1, 1]","[[0, 0], [1, 1]]"
SCq2xGkN,"[0, 0]","[[0, 0], [0, 0]]"
pzFOOdLN,"[4, 2]","[[2, 0], [2, 2]]"
UufBpDsp,"[3, 3]","[[1, 0], [2, 3]]"
YXjcDNYp,"[0, 3]","[[0, 1], [0, 2]]"
fm3qkgZS,"[2, 4]","[[0, 4], [2, 0]]"
bXiotbjb,"[1, 7]","[[1, 1], [0, 6]]"
GhQ0XrQG,"[0, 2]","[[0, 2], [0, 0]]"
nsSM2C3S,"[3, 2]","[[3, 1], [0, 1]]"
ph8odubJ,"[0, 2]","[[0, 1], [0, 1]]"
n7krcLrD,"[1, 1]","[[1, 0], [0, 1]]"
vHnyCXdj,"[0, 3]","[[0, 0], [0, 3]]"
I7ouBiCd,"[1, 1]","[[0, 0], [1, 1]]"
O6uycVJh,"[0, 3]","[[0, 1], [0, 2]]"
hpfEeOfM,"[1, 3]","[[1, 0], [0, 3]]"
MubP1K5K,"[2, 1]","[[0, 1], [2, 0]]"
pbFVp7t4,"[1, 3]","[[0, 1], [1, 2]]"
z9qJfrAS,"[2, 3]","[[1, 3], [1, 0]]"
jF2T0vLQ,"[3, 1]","[[0, 0], [3, 1]]"
2cvudkZb,"[0, 2]","[[0, 2], [0, 0]]"
SM4zpReA,"[2, 0]","[[1, 0], [1, 0]]"
veVrB3f9,"[3, 3]","[[1, 2], [2, 1]]"
69sv2N0d,"[1, 2]","[[1, 0], [0, 2]]"
KCVLQ6wc,"[1, 3]","[[0, 1], [1, 2]]"
ATOz7CnO,"[1, 1]","[[1, 0], [0, 1]]"
rTNpjN68,"[2, 3]","[[2, 0], [0, 3]]"
lhq8x4x9,"[2, 0]","[[1, 0], [1, 0]]"
lKNv6W1U,"[3, 4]","[[1, 3], [2, 1]]"
MJMlksME,"[1, 1]","[[0, 0], [1, 1]]"
vcY8fXJt,"[0, 3]","[[0, 1], [0, 2]]"
ANiwSCQ2,"[0, 5]","[[0, 1], [0, 4]]"
CSawchRS,"[4, 3]","[[2, 2], [2, 1]]"
bPwDHJ8C,"[1, 5]","[[1, 3], [0, 2]]"
relPNtuF,"[0, 3]","[[0, 1], [0, 2]]"
MomTM0fL,"[1, 5]","[[1, 2], [0, 3]]"
0WbKOMP8,"[0, 3]","[[0, 2], [0, 1]]"
8CnNk9Gp,"[0, 2]","[[0, 1], [0, 1]]"
4IGx45z2,"[1, 1]","[[0, 0], [1, 1]]"
r3WfGKNu,"[0, 2]","[[0, 1], [0, 1]]"
MgVbFvwn,"[0, 3]","[[0, 3], [0, 0]]"
QRHY4oLe,"[2, 1]","[[1, 1], [1, 0]]"
nykxtamJ,"[0, 1]","[[0, 0], [0, 1]]"
CpXrxjno,"[2, 7]","[[0, 4], [2, 3]]"
0vwK4rQJ,"[0, 1]","[[0, 1], [0, 0]]"
QoloRyxb,"[1, 2]","[[1, 1], [0, 1]]"
4xmkQei4,"[4, 2]","[[2, 2], [2, 0]]"
viJrWNJf,"[1, 1]","[[0, 1], [1, 0]]"
IsInVsZ0,"[0, 5]","[[0, 3], [0, 2]]"
jDouaJh5,"[2, 1]","[[2, 0], [0, 1]]"
QT4ypKl4,"[0, 3]","[[0, 0], [0, 3]]"
Q9I3x9tb,"[2, 1]","[[2, 1], [0, 0]]"
zNQCmDag,"[1, 1]","[[1, 1], [0, 0]]"
GIgnXiFC,"[3, 1]","[[0, 0], [3, 1]]"
SdN4kZUt,"[2, 1]","[[1, 0], [1, 1]]"
rPoYfe7J,"[1, 1]","[[0, 1], [1, 0]]"
MFpxfFMP,"[0, 1]","[[0, 1], [0, 0]]"
f9hjWBUI,"[2, 1]","[[0, 1], [2, 0]]"
t0R8lgpm,"[1, 2]","[[0, 0], [1, 2]]"
EDPGnXEa,"[2, 1]","[[2, 0], [0, 1]]"
QoWiom0O,"[0, 2]","[[0, 1], [0, 1]]"
tAIXKq4e,"[1, 0]","[[0, 0], [1, 0]]"
joqXuotL,"[0, 2]","[[0, 1], [0, 1]]"
OY7xK3J1,"[2, 1]","[[1, 1], [1, 0]]"
4lmyu5eR,"[2, 4]","[[1, 2], [1, 2]]"
4l312GaL,"[3, 0]","[[2, 0], [1, 0]]"
hKzOL1ca,"[2, 0]","[[0, 0], [2, 0]]"
h0GbJ8y1,"[3, 0]","[[1, 0], [2, 0]]"
nNF2ISj7,"[1, 1]","[[0, 1], [1, 0]]"
QDE6Hn6D,"[5, 2]","[[2, 1], [3, 1]]"
Q5KstWrE,"[0, 0]","[[0, 0], [0, 0]]"
AeoJMsrg,"[2, 0]","[[2, 0], [0, 0]]"
dhsFNNSn,"[3, 0]","[[2, 0], [1, 0]]"
vcCfKlMf,"[1, 3]","[[1, 0], [0, 3]]"
2VsBO3Dt,"[2, 1]","[[0, 0], [2, 1]]"
bJYZgHe8,"[4, 2]","[[3, 0], [1, 2]]"
AuDtRxp1,"[3, 0]","[[2, 0], [1, 0]]"
KYtVTaHu,"[4, 2]","[[3, 0], [1, 2]]"
4tslN7mH,"[0, 0]","[[0, 0], [0, 0]]"
riGYyO4D,"[2, 2]","[[1, 1], [1, 1]]"
pdfH07sE,"[0, 2]","[[0, 1], [0, 1]]"
EBOHu65l,"[6, 2]","[[4, 1], [2, 1]]"
t073KerL,"[2, 1]","[[2, 0], [0, 1]]"
4IYe1Gyq,"[5, 0]","[[1, 0], [4, 0]]"
29nU5dTR,"[0, 2]","[[0, 1], [0, 1]]"
byIbLyTE,"[0, 1]","[[0, 1], [0, 0]]"
WUPCcYz8,"[4, 1]","[[2, 0], [2, 1]]"
KpJfMHD8,"[2, 0]","[[2, 0], [0, 0]]"
buYa0zik,"[3, 0]","[[1, 0], [2, 0]]"
AFy4af6e,"[2, 2]","[[1, 0], [1, 2]]"
hvR8bEL1,"[0, 0]","[[0, 0], [0, 0]]"
f3B7JFcR,"[0, 2]","[[0, 1], [0, 1]]"
xIcU57CM,"[0, 1]","[[0, 0], [0, 1]]"
ncrZE9DR,"[3, 1]","[[2, 0], [1, 1]]"
6PqS6Rip,"[2, 0]","[[1, 0], [1, 0]]"
nJRR0Mi4,"[3, 3]","[[1, 0], [2, 3]]"
0htZu7Md,"[2, 3]","[[2, 1], [0, 2]]"
CSqwuRy3,"[1, 2]","[[0, 1], [1, 1]]"
fcYbnPK8,,
xMN3oqzF,,
4AGnjP97,,
IBsAc1IQ,,
nNulSXvF,,
QDvhRifL,,
KzvdQB9R,,
Sz60gpwl,"[1, 0]","[[1, 0], [0, 0]]"
YD6dfQNs,"[11, 0]","[[5, 0], [6, 0]]"
W4KUb6FQ,"[1, 1]","[[0, 1], [1, 0]]"
QLO3h4hf,"[1, 0]","[[1, 0], [0, 0]]"
f1GKlMiJ,"[0, 1]","[[0, 1], [0, 0]]"
d6f3D5UJ,"[1, 1]","[[0, 1], [1, 0]]"
nyDCjrN6,"[0, 0]","[[0, 0], [0, 0]]"
8pE8iO70,"[0, 0]","[[0, 0], [0, 0]]"
GAHGk2xD,"[3, 0]",
prsooAcs,"[4, 0]","[[1, 0], [3, 0]]"
8lM6ZsFM,"[2, 0]","[[1, 0], [1, 0]]"
lfOTnTo5,"[2, 1]","[[1, 0], [1, 1]]"
lQ2s9w4Q,"[0, 1]","[[0, 0], [0, 1]]"
8fFvSLOE,"[0, 0]","[[0, 0], [0, 0]]"
SlDcW8XH,,"[[0, 0], [0, 0], [0, 0], [3, 5]]"
ShFQlr7n,"[4, 0]","[[0, 0], [4, 0]]"
vTIUm2Mh,"[3, 1]","[[2, 0], [1, 1]]"
25QbAGZM,"[1, 0]","[[0, 0], [1, 0]]"
8rRfBdKG,"[0, 1]","[[0, 0], [0, 1]]"
CGXoDIk4,"[1, 1]","[[0, 0], [1, 1]]"
nmB7acHu,"[3, 1]","[[0, 1], [3, 0]]"
tvWst0Lf,,
bFtwst6l,,
SWk7n2rR,,
lti3mrTK,,
pCxZsMjr,,
vXE5jxLp,"[3, 1]","[[1, 0], [2, 1]]"
IND9kdzi,"[1, 1]",
KAIVaF2M,"[1, 2]","[[1, 0], [0, 2]]"
82qyovn3,"[3, 2]",
UBpXoKWd,"[0, 1]",
S66lNzfd,"[0, 3]",
6J2To5pG,"[2, 1]","[[1, 1], [1, 0]]"
lIQ9HuLN,"[1, 0]","[[0, 0], [1, 0]]"
Ig8lZNdG,,
zVIqz4sA,"[10, 0]","[[4, 0], [6, 0]]"
Akppg6rb,"[0, 1]","[[0, 0], [0, 1]]"
bBGRzPST,"[2, 0]","[[1, 0], [1, 0]]"
SQfufnTi,"[1, 2]","[[0, 0], [1, 2]]"
OhllhQc4,"[4, 1]","[[0, 1], [4, 0]]"
lzdyeSDo,"[1, 2]","[[0, 2], [1, 0]]"
0K2gWryo,"[2, 0]","[[1, 0], [1, 0]]"
tIhdD1dO,"[1, 6]","[[1, 2], [0, 4]]"
QuREVrCh,"[0, 0]","[[0, 0], [0, 0]]"
QLvGGLxs,"[2, 2]","[[1, 1], [1, 1]]"
O6cJFuhm,"[1, 2]","[[0, 1], [1, 1]]"
6VnOEa7g,"[2, 0]","[[0, 0], [2, 0]]"
EejWCwx6,"[3, 2]","[[2, 1], [1, 1]]"
hnkzCciC,"[1, 1]","[[0, 0], [1, 1]]"
xtbIvtTu,"[1, 2]","[[0, 1], [1, 1]]"
tQMu0FVu,"[1, 2]","[[0, 0], [1, 2]]"
KGLqaZpn,"[3, 1]","[[1, 0], [2, 1]]"
EwLmbg0h,"[4, 1]","[[1, 1], [3, 0]]"
Is2khKID,"[2, 0]","[[2, 0], [0, 0]]"
vi3og037,"[1, 2]","[[1, 0], [0, 2]]"
AHbsftl1,"[0, 2]","[[0, 1], [0, 1]]"
zJWZaWyK,"[1, 3]","[[1, 1], [0, 2]]"
MFSV0CMD,"[0, 1]","[[0, 1], [0, 0]]"
AHzekefd,"[1, 0]","[[0, 0], [1, 0]]"
nNcsLjLt,"[2, 2]","[[1, 1], [1, 1]]"
Mco9lY2h,"[1, 0]","[[0, 0], [1, 0]]"
2HMoFDBl,"[0, 10]","[[0, 4], [0, 6]]"
0YD0rZZm,"[0, 2]","[[0, 0], [0, 2]]"
YoC8tD40,"[2, 0]","[[2, 0], [0, 0]]"
KEjkNyWu,"[0, 0]","[[0, 0], [0, 0]]"
6RCDG10Q,"[3, 1]","[[0, 1], [3, 0]]"
vwWqlJFL,"[0, 2]","[[0, 0], [0, 2]]"
r9iNx9v3,"[1, 2]","[[1, 0], [0, 2]]"
G2ayF5nd,"[5, 3]","[[2, 1], [3, 2]]"
6RbKZOj6,,"[[0, 0], [0, 0], [1, 0]]"
Eoy9jpD4,"[0, 0]","[[0, 0], [0, 0]]"
88zDk4SA,"[0, 3]","[[0, 1], [0, 2]]"
YVHfOhH2,"[1, 0]","[[1, 0], [0, 0]]"
MaxEPzTn,"[1, 1]","[[1, 1], [0, 0]]"
juUULhSB,"[3, 2]","[[1, 1], [2, 1]]"
G6BUoc2g,"[4, 1]","[[2, 0], [2, 1]]"
WhQKjtre,"[3, 1]","[[2, 1], [1, 0]]"
nuPdiJYc,"[2, 1]","[[1, 0], [1, 1]]"
px4oynR2,"[1, 2]","[[1, 0], [0, 2]]"
trMlgu4o,"[2, 0]","[[0, 0], [2, 0]]"
vTURikml,"[1, 0]","[[1, 0], [0, 0]]"
OUsy0hOA,"[5, 0]","[[2, 0], [3, 0]]"
nNyJB943,"[6, 3]","[[4, 2], [2, 1]]"
lIj3UqTd,"[0, 4]","[[0, 1], [0, 3]]"
0n3t1hN9,"[4, 3]","[[1, 2], [3, 1]]"
rBho0CxG,"[2, 1]","[[0, 0], [2, 1]]"
0EFHEih5,,
dt9QCVMH,"[0, 0]","[[0, 0], [0, 0]]"
IkAMDB7B,"[0, 2]","[[0, 2], [0, 0]]"
j38UBkxO,"[2, 0]","[[0, 0], [2, 0]]"
CxTTaIjc,"[1, 3]","[[1, 0], [0, 3]]"
QuXXbx63,"[1, 1]","[[0, 1], [1, 0]]"
84MxbdL9,"[0, 3]","[[0, 2], [0, 1]]"
neLtcGzG,"[1, 2]","[[0, 1], [1, 1]]"
GUPpdzjM,"[4, 1]","[[3, 0], [1, 1]]"
OSrW6Jir,"[2, 1]","[[1, 0], [1, 1]]"
z3nz6w7l,"[2, 1]","[[0, 1], [2, 0]]"
IRyu5cMf,"[1, 1]","[[1, 1], [0, 0]]"
dIzq4Hy1,"[0, 1]","[[0, 0], [0, 1]]"
6md4BaqR,"[1, 0]","[[0, 0], [1, 0]]"
Qium3yi7,"[1, 3]","[[1, 3], [0, 0]]"
KSwVs0bi,"[1, 0]","[[1, 0], [0, 0]]"
C8TShtOT,"[1, 0]","[[1, 0], [0, 0]]"
bTB6oUuN,"[2, 0]","[[1, 0], [1, 0]]"
IDhwt83p,"[1, 0]","[[0, 0], [1, 0]]"
UerTlVap,"[1, 1]","[[1, 0], [0, 1]]"
Wz56phbo,"[0, 1]","[[0, 0], [0, 1]]"
AR3AqCDi,"[0, 0]","[[0, 0], [0, 0]]"
r5cYy0fo,"[3, 0]",
4l3ErWSc,"[0, 0]","[[0, 0], [0, 0]]"
Em4WMRuR,"[0, 2]","[[0, 1], [0, 1]]"
6Rbj05Um,"[1, 0]","[[1, 0], [0, 0]]"
Yg44OU0c,"[2, 1]","[[0, 0], [2, 1]]"
xOlndmzn,"[5, 0]","[[1, 0], [4, 0]]"
Yi9l0gXl,,
6BQ9l36h,"[2, 3]","[[1, 1], [1, 2]]"
dQfqbwwe,"[0, 0]","[[0, 0], [0, 0]]"
S4H061VE,"[2, 0]","[[2, 0], [0, 0]]"
K0wa1CL3,"[0, 2]","[[0, 0], [0, 2]]"
xWCghXuO,"[4, 2]","[[2, 1], [2, 1]]"
Qwve2h6c,"[2, 3]","[[1, 1], [1, 2]]"
UqKeCQE4,"[1, 2]",
OKYbBpUA,"[1, 1]","[[0, 0], [1, 1]]"
QRwqicN8,"[2, 1]","[[2, 1], [0, 0]]"
nyuuhw82,"[2, 0]","[[1, 0], [1, 0]]"
f1rmjHxF,"[0, 1]","[[0, 0], [0, 1]]"
lf0vh7rq,"[0, 0]","[[0, 0], [0, 0]]"
WtxRrZUl,"[1, 1]","[[1, 0], [0, 1]]"
GGWele7R,"[2, 1]","[[1, 1], [1, 0]]"
xKxNqFFr,"[0, 1]","[[0, 0], [0, 1]]"
YisikyhL,"[1, 1]","[[0, 0], [1, 1]]"
UqU0di4B,"[1, 2]","[[0, 1], [1, 1]]"
8zT4eBJH,"[0, 1]","[[0, 1], [0, 0]]"
OMXJ4JYQ,"[1, 0]","[[1, 0], [0, 0]]"
pWYF5aJK,,"[[1, 1], [1, 1], [5, 4]]"
0IezABx3,"[1, 1]","[[0, 1], [1, 0]]"
MXqq8k7F,"[3, 1]","[[1, 0], [2, 1]]"
rsou9Vi9,"[1, 0]","[[1, 0], [0, 0]]"
0024Dpqe,"[1, 1]","[[1, 0], [0, 1]]"
M930EQTl,"[1, 2]","[[0, 1], [1, 1]]"
rPi9C4b1,"[2, 1]","[[1, 1], [1, 0]]"
CES9E8Gj,"[2, 2]","[[0, 1], [2, 1]]"
bqdftXNj,"[0, 1]","[[0, 0], [0, 1]]"
zToJOhvb,"[1, 0]","[[0, 0], [1, 0]]"
v1hAQE9o,"[0, 0]","[[0, 0], [0, 0]]"
2uwzLAwN,"[0, 1]","[[0, 0], [0, 1]]"
8tpRMW8A,"[0, 0]","[[0, 0], [0, 0]]"
tWyvKUhT,"[0, 1]","[[0, 0], [0, 1]]"
EJpNNCg4,"[1, 0]","[[0, 0], [1, 0]]"
fc24gm5i,"[1, 2]","[[0, 0], [1, 2]]"
YXUcADPC,"[2, 3]","[[0, 1], [2, 2]]"
viuuCRBe,"[1, 2]",
IsvqBoR1,"[2, 0]","[[1, 0], [1, 0]]"
A9fKFHhk,"[0, 2]","[[0, 0], [0, 2]]"
EuQayHKH,,"[[1, 1], [0, 0], [1, 0]]"
bJEYEZBC,"[1, 0]","[[0, 0], [1, 0]]"
