ID,Result,Partial results
8rNiwwj5,"[3, 0]","[[1, 0], [2, 0]]"
SW9z9M1C,,"[[1, 0], [0, 1], [0, 0], [7, 6]]"
txHwQvtU,"[2, 0]",
YBHZQKQN,,
ro35Lblo,"[2, 0]",
pjslprRo,"[0, 0]",
bgohq2th,,
hGpdrMeb,"[1, 0]",
W6q0stB4,"[4, 0]",
lrv5t0QA,"[0, 1]","[[0, 1], [0, 0]]"
COgQshod,"[2, 3]","[[0, 0], [2, 3]]"
6BOPqEGq,"[1, 1]","[[1, 1], [0, 0]]"
bXoPYMeC,,
6coTXtBI,,
AsKWyqLe,"[3, 1]","[[1, 0], [2, 1]]"
27BZTd4h,"[1, 1]","[[1, 1], [0, 0]]"
MefxVxkn,"[0, 0]","[[0, 0], [0, 0]]"
zL9sSzZ4,"[0, 0]","[[0, 0], [0, 0]]"
tbAwTGJb,"[3, 2]","[[2, 1], [1, 1]]"
Aw2fPYIN,,
rFS3s2Tg,"[0, 3]","[[0, 1], [0, 2]]"
GSQButb6,"[0, 1]","[[0, 1], [0, 0]]"
z9JvsYHD,"[2, 1]","[[0, 0], [2, 1]]"
SrGWrfm1,"[3, 1]","[[1, 0], [2, 1]]"
IXrPlpyK,"[2, 0]","[[2, 0], [0, 0]]"
lGZfqObs,"[2, 3]","[[1, 1], [1, 2]]"
CbQ4tZf6,"[0, 1]","[[0, 1], [0, 0]]"
pxf8sFu0,"[2, 1]","[[1, 0], [1, 1]]"
jkP8ugAC,"[0, 2]","[[0, 1], [0, 1]]"
pCOCvDPI,"[2, 1]","[[1, 0], [1, 1]]"
bFSGwXvP,"[1, 1]","[[1, 1], [0, 0]]"
jo50aUeD,"[2, 3]","[[1, 3], [1, 0]]"
4GceBKmj,"[3, 1]","[[2, 0], [1, 1]]"
6s9mxlh6,"[3, 1]","[[2, 0], [1, 1]]"
CbY8Qjgf,"[2, 0]","[[1, 0], [1, 0]]"
pIeKSEzc,"[3, 2]","[[1, 2], [2, 0]]"
0Mep9HYL,"[0, 1]","[[0, 0], [0, 1]]"
EPal8ylS,"[1, 1]","[[0, 1], [1, 0]]"
W4nG3edq,"[3, 2]","[[1, 1], [2, 1]]"
AeoK2FBk,"[0, 3]","[[0, 1], [0, 2]]"
xIHG1ZQe,"[0, 3]","[[0, 1], [0, 2]]"
G8GK0gt2,"[2, 1]","[[0, 0], [2, 1]]"
t6GZLems,"[0, 2]","[[0, 0], [0, 2]]"
vRiR4Z3e,"[2, 1]","[[1, 0], [1, 1]]"
Ofewo1CP,,"[[0, 0], [1, 1], [3, 0]]"
fPbM3zCT,,"[[1, 1], [0, 0], [1, 0]]"
GAcJI3x3,"[0, 1]","[[0, 0], [0, 1]]"
2eRPqzNj,"[3, 1]","[[2, 0], [1, 1]]"
WCzfkdaT,"[0, 1]","[[0, 1], [0, 0]]"
40588Jai,"[2, 1]","[[0, 1], [2, 0]]"
O4SLpG7p,"[0, 8]","[[0, 5], [0, 3]]"
2oOB7wFc,"[1, 1]","[[0, 0], [1, 1]]"
zaMJ5HqA,"[1, 2]","[[0, 0], [1, 2]]"
d8NF6cU3,"[4, 0]","[[1, 0], [3, 0]]"
hzHO4yaG,"[1, 0]","[[0, 0], [1, 0]]"
S8uU5fNi,"[1, 3]","[[1, 0], [0, 3]]"
441D2uJ4,"[3, 0]","[[1, 0], [2, 0]]"
xUZjqUzG,"[2, 1]","[[0, 1], [2, 0]]"
KxZBGByA,"[0, 2]","[[0, 0], [0, 2]]"
xETGFVjG,"[2, 0]","[[1, 0], [1, 0]]"
tWiz4VrS,"[0, 0]","[[0, 0], [0, 0]]"
bLs9KYSE,"[1, 1]","[[0, 1], [1, 0]]"
QZPxESwm,"[4, 0]","[[2, 0], [2, 0]]"
4E2GQaJo,"[76, 71]","[[39, 37], [37, 34]]"
vk0IOW5o,"[74, 83]","[[32, 43], [42, 40]]"
vyLqAXjh,"[91, 64]","[[41, 37], [50, 27]]"
dCVvBDyn,"[83, 88]","[[37, 47], [46, 41]]"
Wrwi8BL4,"[99, 106]","[[41, 44], [58, 62]]"
xpMZamTp,"[118, 84]","[[59, 42], [59, 42]]"
SAWa6kjH,"[71, 66]","[[37, 36], [34, 30]]"
0OU74TKT,"[69, 74]","[[39, 33], [30, 41]]"
pfqH1Dn9,,
K4P51WY8,,
2TEA0jlF,"[69, 66]","[[31, 28], [38, 38]]"
tKDEaA3L,"[82, 84]","[[43, 44], [39, 40]]"
zeSHbUIR,"[69, 92]","[[27, 36], [42, 56]]"
x4EqflRr,,
4EhTvd4U,"[58, 36]","[[35, 20], [23, 16]]"
b1NStIZH,,
QNgPuxkO,"[24, 76]","[[10, 41], [14, 35]]"
tzUYauzt,"[49, 87]","[[23, 50], [26, 37]]"
n3yfYjsM,"[76, 63]","[[36, 33], [40, 30]]"
2wS77qPM,"[88, 90]","[[39, 50], [49, 40]]"
Uab463vT,,
W8pW1Nnp,"[100, 85]","[[43, 39], [57, 46]]"
QVqz1s2j,"[80, 81]","[[42, 39], [38, 42]]"
vZmv01Hd,"[118, 100]","[[59, 52], [59, 48]]"
r7EK8gLd,"[73, 97]","[[32, 55], [41, 42]]"
jXHS6Xk9,"[59, 80]","[[31, 40], [28, 40]]"
McDO7Dz3,"[108, 103]","[[54, 52], [54, 51]]"
UNGW5i5F,"[91, 92]","[[45, 45], [46, 47]]"
Gx8Y1Die,"[87, 48]","[[42, 18], [45, 30]]"
YD2w1X61,"[81, 65]","[[40, 30], [41, 35]]"
C41s0iM7,"[65, 101]","[[28, 46], [37, 55]]"
pG2GtQWM,"[95, 75]","[[47, 37], [48, 38]]"
O61KupnT,"[48, 75]","[[16, 36], [32, 39]]"
lGeYTC9a,"[83, 69]","[[43, 46], [40, 23]]"
0hGHLZ51,"[72, 70]","[[37, 30], [35, 40]]"
8G0BTtnf,"[76, 59]","[[41, 28], [35, 31]]"
QieGS010,"[75, 90]","[[42, 38], [33, 52]]"
QX4GR5bG,"[81, 80]","[[40, 42], [41, 38]]"
Yc8OPqTS,"[80, 63]","[[42, 37], [38, 26]]"
4O3KQPDM,"[82, 71]","[[43, 31], [39, 40]]"
4rfKRKG6,"[66, 73]","[[37, 47], [29, 26]]"
r9FBSoqA,"[88, 85]","[[37, 32], [51, 53]]"
z7fjL3yp,"[73, 81]","[[31, 34], [42, 47]]"
UP17UMWm,"[76, 89]","[[29, 43], [47, 46]]"
z323V2Hs,"[92, 81]","[[40, 41], [52, 40]]"
xneuIqyN,"[86, 71]","[[39, 46], [47, 25]]"
GxfqH3jT,"[88, 83]","[[40, 40], [48, 43]]"
0QunRa9C,"[67, 68]","[[40, 36], [27, 32]]"
xSW2uDYm,"[88, 59]","[[47, 29], [41, 30]]"
UafRimNH,"[104, 94]","[[61, 49], [43, 45]]"
UaGd7SM4,"[83, 71]","[[42, 40], [41, 31]]"
fVBYKw5T,,"[[36, 35], [40, 41], [18, 13]]"
8jF06nxB,"[73, 84]","[[36, 51], [37, 33]]"
YRFX26R8,"[77, 62]","[[39, 37], [38, 25]]"
4EKV8Jy9,"[83, 91]","[[33, 43], [50, 48]]"
QNLR9aM2,"[77, 89]","[[38, 35], [39, 54]]"
ruKcZIpj,"[95, 83]","[[49, 39], [46, 44]]"
2egnSodD,"[70, 61]","[[32, 28], [38, 33]]"
WEDgMJTM,"[66, 100]","[[30, 52], [36, 48]]"
8z3DNWi0,"[75, 65]","[[29, 26], [46, 39]]"
zNEOZxbM,"[89, 113]","[[44, 64], [45, 49]]"
tExnv8WH,"[76, 93]","[[35, 48], [41, 45]]"
fXKvvhxs,"[63, 79]","[[43, 43], [20, 36]]"
MkX9qIQm,,"[[40, 41], [39, 38], [14, 8]]"
AZufkIc9,"[88, 92]","[[38, 50], [50, 42]]"
MVI1Yx0d,"[83, 78]","[[42, 37], [41, 41]]"
ljOlNaEG,"[99, 81]","[[39, 32], [60, 49]]"
6idjjTs3,"[70, 74]","[[30, 43], [40, 31]]"
QPlARjm0,"[74, 71]","[[36, 45], [38, 26]]"
p6TzDiY6,"[106, 72]","[[60, 34], [46, 38]]"
x0GMzeQD,"[91, 68]","[[46, 47], [45, 21]]"
YR9VYYfQ,"[61, 94]","[[33, 39], [28, 55]]"
OdSvCBmD,"[106, 62]","[[50, 41], [56, 21]]"
r1a5SWXg,"[73, 96]","[[32, 56], [41, 40]]"
nFqnWAn2,"[98, 64]","[[39, 34], [59, 30]]"
zVxUffP2,"[83, 71]","[[42, 35], [41, 36]]"
dpRxgYgF,"[77, 76]","[[35, 40], [42, 36]]"
ELyYgEv9,"[88, 55]","[[43, 15], [45, 40]]"
UL9yh50B,"[54, 80]","[[25, 37], [29, 43]]"
I3cQf7Gh,"[73, 54]","[[39, 31], [34, 23]]"
CpatiPFH,"[75, 54]","[[43, 23], [32, 31]]"
IqRDYGaj,"[69, 57]","[[34, 27], [35, 30]]"
dfdUgRVb,"[83, 63]","[[55, 28], [28, 35]]"
UeWH4CKc,"[72, 54]","[[34, 26], [38, 28]]"
M3lP2jkA,"[92, 51]","[[47, 25], [45, 26]]"
zZArjD54,"[68, 56]","[[43, 26], [25, 30]]"
2ViGr93j,"[82, 30]","[[51, 13], [31, 17]]"
GYub7hti,"[64, 81]","[[32, 48], [32, 33]]"
OvgCqklp,"[63, 53]","[[37, 23], [26, 30]]"
4fCukBQM,,
roBqlVuT,"[63, 77]","[[36, 39], [27, 38]]"
fcfnKAUc,"[91, 85]","[[41, 50], [50, 35]]"
YmgjJUq4,"[68, 79]","[[28, 44], [40, 35]]"
40RVC2tE,"[81, 85]","[[39, 43], [42, 42]]"
GzVZBMeK,"[98, 63]","[[46, 25], [52, 38]]"
UVG71zVG,"[71, 49]","[[39, 26], [32, 23]]"
0IVzZIjU,"[95, 102]","[[64, 52], [31, 50]]"
rqCIB32d,"[84, 83]","[[50, 36], [34, 47]]"
AV9TgGZ6,,
6Xy2Yfhj,"[60, 73]","[[31, 46], [29, 27]]"
O8ncZzwp,"[66, 79]","[[41, 41], [25, 38]]"
plj1zmuc,,
Kzt6XE7d,"[58, 89]","[[33, 46], [25, 43]]"
A31c0ZUa,"[60, 49]","[[34, 27], [26, 22]]"
bif5Z6f3,"[90, 88]","[[56, 40], [34, 48]]"
Ma0VwHUS,,
S6KOfdK0,,
4Q01agp6,"[71, 67]","[[36, 33], [35, 34]]"
02yd2XoQ,"[87, 85]","[[41, 41], [46, 44]]"
bwicsW90,"[87, 69]","[[40, 44], [47, 25]]"
f5p6uAvD,"[81, 87]","[[43, 40], [38, 47]]"
naXi3DWJ,"[62, 68]","[[30, 38], [32, 30]]"
YeqAvUgJ,"[70, 76]","[[30, 39], [40, 37]]"
KECInhZB,"[90, 62]","[[46, 29], [44, 33]]"
AiRwzoNM,"[74, 62]","[[44, 32], [30, 30]]"
Uy8AUOpp,"[65, 69]","[[30, 29], [35, 40]]"
Ob7ETr0j,"[70, 78]","[[30, 38], [40, 40]]"
hGGrZ4xT,"[75, 78]","[[32, 35], [43, 43]]"
boPz9OkA,"[94, 68]","[[52, 31], [42, 37]]"
bccrwZ4N,"[90, 71]","[[47, 27], [43, 44]]"
fsbDXCSp,"[70, 78]","[[34, 42], [36, 36]]"
hxC5hy3J,"[107, 67]","[[57, 39], [50, 28]]"
WSA9ieIP,"[73, 83]","[[28, 37], [45, 46]]"
juvjx1Mu,"[68, 38]","[[33, 19], [35, 19]]"
UVxfyLyn,"[78, 40]","[[48, 16], [30, 24]]"
n7Xbzuih,"[79, 67]","[[54, 34], [25, 33]]"
QcW2Zb6b,"[84, 21]","[[49, 11], [35, 10]]"
KKV6YIL4,"[79, 47]","[[35, 26], [44, 21]]"
WfZAXxyB,"[41, 69]","[[17, 33], [24, 36]]"
EJOFWdjH,"[32, 92]","[[20, 51], [12, 41]]"
K0kIfkHn,"[80, 75]","[[39, 36], [41, 39]]"
lKTQj70a,"[79, 85]","[[42, 44], [37, 41]]"
bkknbk8P,"[72, 88]","[[40, 31], [32, 57]]"
2HfIldmg,"[93, 103]","[[47, 62], [46, 41]]"
lEjEkxYn,,
QmXIepJQ,"[72, 65]","[[39, 25], [33, 40]]"
EB8tCxxJ,"[87, 83]","[[37, 42], [50, 41]]"
tIdOzMEJ,"[97, 111]","[[48, 58], [49, 53]]"
2ViopzHK,"[77, 64]","[[39, 32], [38, 32]]"
n3THvEvr,"[62, 75]","[[22, 24], [40, 51]]"
reKjbcE1,"[83, 62]","[[39, 35], [44, 27]]"
vRmXGvTM,,"[[42, 44], [39, 37], [11, 5]]"
MwyusVsL,"[81, 62]","[[43, 25], [38, 37]]"
nRJCkTsj,"[69, 116]","[[33, 59], [36, 57]]"
b1NGlmcd,,"[[47, 49], [39, 37], [4, 13]]"
hCYhPcMG,"[66, 97]","[[37, 42], [29, 55]]"
YNkjOHyN,"[78, 62]","[[41, 29], [37, 33]]"
CElfNyiT,"[50, 95]","[[23, 44], [27, 51]]"
ELZlQw7A,"[54, 62]","[[31, 39], [23, 23]]"
UgyMIeap,"[70, 62]","[[39, 32], [31, 30]]"
2eVWXUvh,"[97, 86]","[[43, 33], [54, 53]]"
IiLeSQ8T,"[87, 66]","[[40, 38], [47, 28]]"
O4WSYAPo,"[86, 89]","[[48, 48], [38, 41]]"
lCTvW894,"[78, 83]","[[47, 38], [31, 45]]"
ALUzXlfb,"[72, 78]","[[37, 38], [35, 40]]"
WzJqVSOA,"[86, 80]","[[39, 35], [47, 45]]"
pvNmUnvH,"[95, 85]","[[41, 41], [54, 44]]"
v1MiT6gN,"[90, 70]","[[43, 29], [47, 41]]"
UkB5tmAk,"[75, 53]","[[37, 34], [38, 19]]"
2gr1eBqU,"[56, 66]","[[26, 42], [30, 24]]"
YF3PgNqH,"[104, 86]","[[48, 42], [56, 44]]"
Mynkm3xi,"[68, 71]","[[37, 24], [31, 47]]"
0SpgnNic,"[86, 77]","[[49, 38], [37, 39]]"
nNq0mLMp,"[75, 61]","[[45, 24], [30, 37]]"
8hl1p1M9,"[48, 75]","[[27, 44], [21, 31]]"
GvgUhsaN,"[63, 71]","[[34, 37], [29, 34]]"
QDr4nuxi,"[74, 89]","[[44, 44], [30, 45]]"
fkpcos73,"[88, 47]","[[38, 24], [50, 23]]"
UscYi1ET,"[95, 69]","[[49, 27], [46, 42]]"
4dDc4S4L,"[60, 55]","[[27, 24], [33, 31]]"
vsK8ntXr,,"[[34, 46], [47, 35], [6, 9]]"
dW9k6lz9,"[82, 72]","[[43, 37], [39, 35]]"
z9DHpK1e,"[92, 78]","[[46, 47], [46, 31]]"
pve87s98,"[78, 87]","[[42, 47], [36, 40]]"
UVCLqvH1,"[102, 81]","[[46, 47], [56, 34]]"
dfhxcpce,"[99, 92]","[[43, 49], [56, 43]]"
OtfUb6Sr,"[73, 71]","[[38, 29], [35, 42]]"
nL223nKR,"[72, 74]","[[36, 40], [36, 34]]"
8MBPrbW7,"[81, 72]","[[41, 27], [40, 45]]"
xYXtiMOR,"[98, 78]","[[52, 36], [46, 42]]"
I3gYcQsk,"[97, 71]","[[46, 38], [51, 33]]"
Q5Eg58kF,"[70, 67]","[[35, 34], [35, 33]]"
M59Do0nk,"[62, 86]","[[26, 38], [36, 48]]"
dUnr0ywb,"[62, 68]","[[29, 42], [33, 26]]"
tIlfcZMG,"[64, 56]","[[27, 26], [37, 30]]"
02gZ1c8o,"[67, 62]","[[41, 33], [26, 29]]"
vghw1HNi,,
UsojbF7A,,"[[37, 35], [32, 34], [5, 13]]"
OtvadgxN,"[63, 58]","[[40, 25], [23, 33]]"
zLonaeh4,"[62, 55]","[[31, 35], [31, 20]]"
Y7yiA87d,"[89, 87]","[[50, 36], [39, 51]]"
ChmrCUxp,"[81, 74]","[[44, 43], [37, 31]]"
xKl0YjGf,"[107, 116]","[[58, 61], [49, 55]]"
jNA9H8jJ,"[97, 113]","[[50, 61], [47, 52]]"
GC0ns5fs,"[118, 110]","[[64, 63], [54, 47]]"
0t6V1s9k,"[107, 105]","[[54, 59], [53, 46]]"
WbLATEqE,"[99, 115]","[[57, 54], [42, 61]]"
SEIvKYho,"[109, 105]","[[54, 47], [55, 58]]"
AV1c3ESB,"[127, 104]","[[61, 59], [66, 45]]"
UwLaLlYK,"[104, 111]","[[47, 63], [57, 48]]"
pW4tMttT,"[131, 98]","[[68, 56], [63, 42]]"
bFh2JUL6,"[105, 99]","[[51, 41], [54, 58]]"
hE9JRhEQ,"[109, 100]","[[48, 54], [61, 46]]"
WImduCrQ,"[99, 94]","[[48, 56], [51, 38]]"
f3ajtP9m,"[120, 103]","[[70, 62], [50, 41]]"
YB3rDQu1,"[97, 107]","[[51, 59], [46, 48]]"
ULRTONvD,"[113, 118]","[[54, 62], [59, 56]]"
foYyusya,"[104, 105]","[[57, 54], [47, 51]]"
r5ez11Oe,"[115, 126]","[[66, 74], [49, 52]]"
8KpR7HxQ,"[96, 72]","[[53, 38], [43, 34]]"
EL3zofVC,"[77, 70]","[[39, 32], [38, 38]]"
SzfHJ2Z9,"[78, 85]","[[34, 49], [44, 36]]"
hC2vpEpJ,"[80, 85]","[[44, 43], [36, 42]]"
YspE0QqU,"[77, 81]","[[35, 43], [42, 38]]"
nLC8Gr5i,"[1, 4]","[[0, 2], [0, 2], [1, 0]]"
MuIST91c,"[0, 3]","[[0, 0], [0, 0], [0, 3]]"
G2HWSTG3,"[4, 7]","[[0, 3], [1, 2], [3, 2]]"
fgGzSmW9,"[6, 0]","[[1, 0], [3, 0], [2, 0]]"
CUAuR7oG,"[2, 4]","[[1, 2], [1, 2], [0, 0]]"
jL9qQR0M,,"[[1, 0], [0, 1], [1, 1], [0, 0], [1, 2]]"
pr9mPoGS,"[1, 0]","[[0, 0], [1, 0], [0, 0]]"
OxrEoU8e,"[3, 2]","[[1, 1], [0, 1], [2, 0]]"
Wh6yrShk,"[5, 2]","[[3, 2], [1, 0], [1, 0]]"
8EXPVhv6,"[5, 2]","[[1, 1], [1, 0], [3, 1]]"
Aq5usn8e,,"[[0, 0], [1, 1], [0, 0], [0, 1]]"
I94qt6N1,"[1, 4]","[[1, 1], [0, 2], [0, 1]]"
d03muQx8,"[3, 0]","[[1, 0], [1, 0], [1, 0]]"
0YTTmIt8,"[1, 2]","[[0, 0], [1, 1], [0, 1]]"
4tRYTW8I,"[6, 2]","[[1, 0], [1, 2], [4, 0]]"
n5WTUCgC,"[3, 11]","[[2, 3], [0, 3], [1, 5]]"
EyYXnxdE,"[5, 2]","[[0, 0], [1, 2], [4, 0]]"
WxKptRVq,,"[[0, 1], [2, 1], [2, 2], [0, 0], [1, 0]]"
G4A3GSHP,"[9, 3]","[[4, 0], [3, 2], [2, 1]]"
8xhEmaW5,"[3, 5]","[[1, 1], [1, 0], [1, 4]]"
KCeInJoC,"[4, 2]","[[1, 0], [0, 2], [3, 0]]"
Usw99tgP,"[3, 5]","[[1, 1], [2, 0], [0, 4]]"
4EOGgrFo,"[2, 3]","[[1, 1], [1, 2], [0, 0]]"
2yoNow1I,,"[[0, 1], [2, 0], [0, 1], [0, 1]]"
tSqRpcGO,"[2, 4]","[[0, 2], [1, 2], [1, 0]]"
KEOvi99t,"[3, 2]","[[1, 2], [0, 0], [2, 0]]"
tUCmkmvg,"[1, 3]","[[0, 0], [1, 1], [0, 2]]"
rgXCek1P,"[4, 2]","[[1, 0], [3, 2], [0, 0]]"
lfCil7ga,"[4, 5]","[[0, 1], [1, 3], [3, 1]]"
2wEqjTOn,"[7, 0]","[[1, 0], [3, 0], [3, 0]]"
rm6HjPIj,"[2, 1]","[[0, 0], [1, 1], [1, 0]]"
U1ZDYjc5,"[4, 9]","[[0, 2], [2, 4], [2, 3]]"
8no5zDSh,"[1, 9]","[[0, 1], [1, 3], [0, 5]]"
EydDiyT3,"[7, 4]","[[3, 1], [2, 1], [2, 2]]"
byvIXACB,"[2, 5]","[[0, 1], [1, 3], [1, 1]]"
67Cwb7QG,"[6, 1]","[[2, 0], [2, 1], [2, 0]]"
IVFWejKk,"[5, 0]","[[5, 0], [0, 0], [0, 0]]"
jXRKbfDc,,"[[2, 1], [0, 0], [0, 1], [0, 1]]"
jJjf4HUF,"[9, 1]","[[4, 0], [5, 0], [0, 1]]"
GzDGxJVR,"[6, 3]","[[2, 0], [2, 0], [2, 3]]"
d05cuvWG,"[2, 3]","[[1, 1], [0, 1], [1, 1]]"
4Q41vboN,"[4, 2]","[[2, 0], [0, 0], [2, 2]]"
dbUARehc,"[4, 3]","[[1, 1], [2, 2], [1, 0]]"
23u7SGLg,"[4, 3]","[[1, 2], [2, 0], [1, 1]]"
SOXqbEAo,"[4, 0]","[[0, 0], [3, 0], [1, 0]]"
QsAAEfdI,,"[[1, 1], [0, 0], [0, 0], [1, 0]]"
tSHwTmC4,"[7, 4]","[[5, 1], [1, 3], [1, 0]]"
nmNNOgxG,"[4, 1]","[[1, 0], [1, 1], [2, 0]]"
YRN4gjPG,"[4, 1]","[[4, 0], [0, 1], [0, 0]]"
pOztUZe5,"[3, 6]","[[1, 1], [1, 4], [1, 1]]"
G6qBRzy0,"[8, 0]","[[2, 0], [2, 0], [4, 0]]"
8MVGnu81,"[3, 4]","[[1, 1], [1, 2], [1, 1]]"
A1MsS7RA,"[8, 2]","[[1, 1], [1, 1], [6, 0]]"
vmRCmLhe,"[1, 0]","[[0, 0], [1, 0], [0, 0]]"
4S76petn,"[5, 4]","[[1, 3], [3, 1], [1, 0]]"
6yQSEcif,"[4, 2]","[[1, 1], [1, 1], [2, 0]]"
zmnpNLqE,,"[[0, 1], [2, 0], [0, 1], [0, 0], [1, 0]]"
jP32oyRu,"[5, 2]","[[2, 0], [2, 1], [1, 1]]"
EmGcCcz1,"[4, 2]","[[1, 1], [2, 1], [1, 0]]"
rNK1BHk7,"[2, 4]","[[1, 1], [0, 1], [1, 2]]"
tOJubWSL,"[2, 0]","[[0, 0], [1, 0], [1, 0]]"
fRNqcjrS,"[4, 0]","[[1, 0], [2, 0], [1, 0]]"
080ChAjq,"[4, 0]","[[2, 0], [0, 0], [2, 0]]"
vaaGiU5k,"[4, 1]","[[1, 0], [3, 1], [0, 0]]"
Qs0ERsYG,,"[[2, 0], [0, 2], [0, 0], [0, 0], [2, 4]]"
Qk4rlMR4,,"[[2, 1], [0, 1], [0, 0], [0, 1]]"
IwOsAF2q,"[2, 4]","[[0, 0], [2, 2], [0, 2]]"
UmWTgeHi,"[2, 3]","[[0, 1], [0, 2], [2, 0]]"
xfqrWiPp,"[9, 3]","[[4, 2], [3, 1], [2, 0]]"
jcXPfy2o,"[4, 1]","[[1, 1], [1, 0], [2, 0]]"
nPQYhFWc,"[5, 4]","[[2, 1], [1, 2], [2, 1]]"
0n75QPeO,"[5, 2]","[[1, 0], [2, 0], [2, 2]]"
2903OEVi,"[4, 1]","[[1, 0], [2, 1], [1, 0]]"
pYk8NYpb,"[6, 2]","[[1, 0], [0, 2], [5, 0]]"
pStOm1o9,"[3, 0]","[[0, 0], [1, 0], [2, 0]]"
SjWSnL0F,,"[[1, 1], [2, 0], [0, 2], [0, 0], [3, 2]]"
fNqS5fOi,,"[[1, 1], [2, 1], [1, 2], [0, 1]]"
tWHmKxSh,"[5, 3]","[[2, 2], [2, 0], [1, 1]]"
z5Rd5VXN,"[2, 4]","[[0, 0], [2, 3], [0, 1]]"
n54IyFVG,"[0, 5]","[[0, 3], [0, 2], [0, 0]]"
URQ04kmU,"[4, 1]","[[1, 0], [2, 0], [1, 1]]"
WzDSa9eo,"[0, 1]","[[0, 0], [0, 0], [0, 1]]"
UTgNzZpN,,"[[1, 1], [0, 1], [1, 0], [1, 0]]"
ALr981ao,,"[[0, 0], [0, 0], [0, 0], [0, 1]]"
lCsD7LEi,"[4, 1]","[[2, 0], [1, 0], [1, 1]]"
rZtH6uUc,,"[[0, 0], [0, 0], [1, 1], [0, 0], [3, 0]]"
vB94OAVu,,"[[0, 1], [1, 0], [1, 1], [0, 1]]"
vX6dGDwJ,"[2, 4]","[[0, 3], [0, 0], [2, 1]]"
hED8NUpn,"[7, 3]","[[3, 1], [1, 1], [3, 1]]"
nyDCMl0h,"[1, 2]","[[0, 1], [1, 1], [0, 0]]"
QRBGL8Fb,,"[[1, 0], [1, 2], [1, 1], [0, 0], [1, 2]]"
r36LKSU4,"[4, 1]","[[2, 0], [1, 1], [1, 0]]"
Mg5PJnpB,"[4, 1]","[[2, 0], [0, 0], [2, 1]]"
GG4TI6aH,,"[[1, 1], [2, 1], [0, 1], [0, 0], [1, 2]]"
E1NWHQEN,"[5, 2]","[[4, 0], [1, 1], [0, 1]]"
dQCyHpUT,"[1, 3]","[[0, 2], [1, 1], [0, 0]]"
AesCkseE,"[0, 2]","[[0, 0], [0, 1], [0, 1]]"
ETDNrBM1,"[3, 4]","[[1, 2], [2, 1], [0, 1]]"
8rBQo8DM,,"[[0, 0], [0, 2], [2, 0], [0, 1]]"
2i5uYEPt,"[3, 0]","[[2, 0], [0, 0], [1, 0]]"
W4r8jNu8,"[1, 3]","[[1, 0], [0, 0], [0, 3]]"
hKCRsVy8,,"[[0, 1], [2, 1], [1, 1], [0, 1]]"
K6EJqi7e,"[7, 0]","[[1, 0], [4, 0], [2, 0]]"
pzcdUWO5,,"[[0, 0], [2, 2], [1, 1], [0, 0], [0, 2]]"
25AUpSSS,"[0, 1]","[[0, 0], [0, 1], [0, 0]]"
6ko5SAgI,,"[[1, 1], [2, 3], [2, 1], [0, 0], [5, 4]]"
Gf9qXYvm,"[1, 2]","[[0, 0], [1, 1], [0, 1]]"
OQe0TjvC,"[3, 1]","[[1, 1], [2, 0], [0, 0]]"
bJblWhfg,"[3, 0]","[[2, 0], [1, 0], [0, 0]]"
xAchVC9a,"[4, 1]","[[0, 0], [2, 0], [2, 1]]"
hbRpNKJR,"[4, 5]","[[1, 2], [1, 1], [2, 2]]"
zNWuO04L,"[6, 3]","[[2, 1], [2, 1], [2, 1]]"
04GKGIde,"[3, 2]","[[3, 0], [0, 1], [0, 1]]"
f7DCIvSr,"[4, 2]","[[2, 0], [2, 2], [0, 0]]"
lUCGHbsk,"[5, 4]","[[0, 1], [2, 2], [3, 1]]"
j7QoDCp4,"[1, 4]","[[0, 0], [1, 3], [0, 1]]"
69mCCX2l,"[4, 1]","[[0, 0], [1, 0], [3, 1]]"
C8VwVuJF,"[4, 3]","[[2, 2], [1, 1], [1, 0]]"
YHWZVL39,"[1, 3]","[[0, 2], [0, 1], [1, 0]]"
QiTRXsZd,"[8, 2]","[[2, 0], [2, 1], [4, 1]]"
SIl8DDmr,"[2, 4]","[[1, 2], [0, 1], [1, 1]]"
veXVW1l3,"[3, 7]","[[2, 3], [0, 3], [1, 1]]"
AyBQlRST,,"[[0, 1], [1, 0], [0, 0], [0, 0], [2, 0]]"
SCLLk7DN,"[2, 0]","[[0, 0], [1, 0], [1, 0]]"
KnIDiTrB,"[5, 2]","[[1, 1], [1, 0], [3, 1]]"
tdJ9h9T4,"[3, 2]","[[0, 1], [2, 0], [1, 1]]"
E9HHjmbH,"[4, 1]","[[0, 0], [1, 0], [3, 1]]"
Cpchpoyo,"[2, 0]","[[1, 0], [0, 0], [1, 0]]"
U9o9eRLe,"[4, 2]","[[0, 0], [1, 1], [3, 1]]"
ddm1cmiq,,"[[2, 3], [1, 1], [1, 0], [0, 1]]"
zmn5d76k,"[2, 4]","[[1, 1], [1, 2], [0, 1]]"
bXirutB2,"[2, 4]","[[0, 1], [1, 1], [1, 2]]"
YkpexveL,"[5, 2]","[[3, 0], [0, 1], [2, 1]]"
2PlaybAR,"[4, 3]","[[1, 0], [1, 1], [2, 2]]"
Czdnv0Q8,,"[[1, 1], [0, 0], [0, 0], [0, 0], [0, 1]]"
faoiwKuF,"[4, 6]","[[0, 3], [1, 2], [3, 1]]"
jubwsHbt,"[4, 1]","[[1, 0], [1, 1], [2, 0]]"
