ID,Result,Partial results
6XFVT9Iq,"[0, 5]","[[0, 3], [0, 2]]"
f7mNkGsd,"[0, 1]","[[0, 0], [0, 1]]"
zJv0cS02,"[3, 1]","[[1, 1], [2, 0]]"
YcnRlzc2,"[1, 0]","[[0, 0], [1, 0]]"
MZtCfQpL,"[2, 3]","[[1, 1], [1, 2]]"
E9w4dnG8,"[1, 2]","[[0, 1], [1, 1]]"
4bWGgp0R,"[0, 3]","[[0, 2], [0, 1]]"
8Wx8e6VE,"[2, 1]","[[0, 0], [2, 1]]"
vy3D0W9N,"[0, 1]","[[0, 0], [0, 1]]"
Yc2HajPT,"[1, 1]","[[0, 0], [1, 1]]"
z7lqeAXp,"[1, 0]","[[1, 0], [0, 0]]"
COXRJgAo,"[1, 2]","[[1, 1], [0, 1]]"
jFWVIDPi,"[3, 1]","[[1, 1], [2, 0]]"
Sbv7gcdt,"[0, 1]","[[0, 1], [0, 0]]"
zPsFiyRh,"[1, 2]","[[0, 2], [1, 0]]"
dYrBhHBn,"[3, 1]","[[2, 0], [1, 1]]"
ImXJjeta,"[1, 0]","[[0, 0], [1, 0]]"
UNzOkFe5,"[0, 2]","[[0, 2], [0, 0]]"
OpzSlZAB,"[3, 0]","[[2, 0], [1, 0]]"
ILzkIodn,"[2, 0]","[[2, 0], [0, 0]]"
EmUcGPQb,"[0, 0]","[[0, 0], [0, 0]]"
djA0ACGb,"[0, 1]","[[0, 0], [0, 1]]"
vFa59WV4,"[4, 0]","[[2, 0], [2, 0]]"
8AT1Fqt5,"[2, 3]","[[2, 0], [0, 3]]"
n1S5E3eB,"[4, 1]","[[3, 0], [1, 1]]"
SCq3DNAH,"[1, 1]","[[0, 0], [1, 1]]"
63r7CsQN,"[1, 2]","[[1, 1], [0, 1]]"
hI398joB,"[2, 1]","[[2, 0], [0, 1]]"
0QsBB1uU,"[4, 1]","[[3, 0], [1, 1]]"
0pQgH5Bh,"[1, 1]","[[1, 1], [0, 0]]"
xnZx7Lmo,"[1, 1]","[[1, 0], [0, 1]]"
viDLV4Qo,"[2, 3]","[[1, 1], [1, 2]]"
IsCPUOuh,"[3, 1]","[[2, 1], [1, 0]]"
Gd6ndlrn,"[5, 0]","[[3, 0], [2, 0]]"
COaefSCb,"[3, 0]","[[2, 0], [1, 0]]"
COLQ97Co,"[2, 2]","[[1, 0], [1, 2]]"
bLeie8ch,"[1, 0]","[[0, 0], [1, 0]]"
6oaagnS4,"[4, 2]","[[3, 1], [1, 1]]"
t4iCjpCN,"[1, 0]","[[1, 0], [0, 0]]"
zRjGk4RT,"[1, 1]","[[0, 0], [1, 1]]"
pxb3h6sB,"[5, 0]","[[2, 0], [3, 0]]"
2Dh8iQdH,"[1, 0]","[[0, 0], [1, 0]]"
AJsroOZp,"[3, 0]","[[0, 0], [3, 0]]"
KlPY7osb,"[4, 0]","[[4, 0], [0, 0]]"
jFKU8RRi,"[2, 3]","[[0, 2], [2, 1]]"
G08x2xB8,"[1, 0]","[[1, 0], [0, 0]]"
fi7t1dQE,"[9, 0]","[[3, 0], [6, 0]]"
z3Ow0GuL,"[1, 3]","[[0, 3], [1, 0]]"
OQq3N4fq,"[1, 2]","[[0, 0], [1, 2]]"
EgNsazeR,,"[[0, 1], [2, 1], [3, 5]]"
pxEDgEIl,"[2, 0]","[[0, 0], [2, 0]]"
S03IhYXf,"[1, 4]","[[0, 2], [1, 2]]"
6i2Mihm1,"[2, 1]","[[1, 0], [1, 1]]"
zR6QjC27,,"[[1, 0], [0, 1], [4, 5]]"
WY99ff3r,"[0, 2]","[[0, 0], [0, 2]]"
tKTNXDQe,"[1, 1]","[[0, 0], [1, 1]]"
bevJYgBk,"[1, 2]","[[0, 1], [1, 1]]"
K4uFZZeq,"[2, 2]","[[0, 1], [2, 1]]"
fNXRWXu2,"[1, 1]","[[0, 0], [1, 1]]"
SCmmvGmS,"[0, 3]","[[0, 2], [0, 1]]"
KMWONN6r,"[1, 2]","[[1, 0], [0, 2]]"
zkehTqqL,"[0, 0]","[[0, 0], [0, 0]]"
YZqy5dsc,"[2, 0]","[[1, 0], [1, 0]]"
nwlu4Gd3,"[2, 0]","[[0, 0], [2, 0]]"
U1wp3zC9,"[1, 2]","[[1, 2], [0, 0]]"
8hxl2fRF,"[0, 1]","[[0, 1], [0, 0]]"
Ei0HpSer,"[1, 0]","[[1, 0], [0, 0]]"
hraLqnBl,"[1, 1]","[[0, 0], [1, 1]]"
hOIUldCi,"[2, 1]","[[2, 1], [0, 0]]"
Yw2IoQpU,"[2, 1]","[[1, 1], [1, 0]]"
KEnDlS0B,"[4, 1]","[[1, 1], [3, 0]]"
x2HNr59G,"[4, 2]","[[1, 1], [3, 1]]"
ruIJqofA,"[4, 0]","[[3, 0], [1, 0]]"
UyEFpRv4,"[2, 2]","[[2, 1], [0, 1]]"
zZfhTP9T,"[3, 0]","[[2, 0], [1, 0]]"
nDOAo7Pc,"[1, 2]","[[1, 1], [0, 1]]"
8MP6nmAi,"[1, 2]","[[0, 1], [1, 1]]"
K6WON3Xj,"[2, 1]","[[2, 1], [0, 0]]"
tGXKOqIp,"[1, 1]","[[0, 0], [1, 1]]"
htK6G29a,"[4, 0]","[[2, 0], [2, 0]]"
bwNEEtvC,"[2, 0]","[[0, 0], [2, 0]]"
EkL2Hrfg,"[1, 0]","[[1, 0], [0, 0]]"
n3JAFMO5,"[0, 1]",
6mC6MOqe,"[1, 0]","[[0, 0], [1, 0]]"
tdFAsPHp,"[2, 1]","[[1, 0], [1, 1]]"
KnEEtqXj,"[0, 7]","[[0, 3], [0, 4]]"
ng2d5S9i,"[1, 1]","[[0, 0], [1, 1]]"
88j536v4,"[1, 0]","[[0, 0], [1, 0]]"
Qq104nPc,"[2, 3]","[[0, 2], [2, 1]]"
ddLqy9tb,"[1, 2]","[[1, 1], [0, 1]]"
lWHywVBo,"[1, 5]","[[0, 3], [1, 2]]"
SMGuxkRi,"[2, 0]","[[2, 0], [0, 0]]"
WGvjvZh7,,"[[0, 1], [2, 1], [4, 5]]"
QyD0XQuN,"[0, 1]","[[0, 0], [0, 1]]"
WEDdY6QG,,"[[0, 1], [1, 0], [1, 4]]"
KEhAw22d,"[6, 5]","[[4, 2], [2, 3]]"
Wz7yjWiJ,"[5, 1]","[[3, 0], [2, 1]]"
zNzc15f3,"[1, 2]","[[1, 1], [0, 1]]"
xEVu1d0K,"[1, 0]","[[0, 0], [1, 0]]"
Qclyp4PS,"[2, 1]","[[1, 0], [1, 1]]"
bNWy2xoE,"[1, 0]","[[1, 0], [0, 0]]"
rZbWppAM,,"[[1, 0], [0, 1], [4, 2]]"
tOg6vrmj,"[4, 0]","[[1, 0], [3, 0]]"
4GBwHErD,"[1, 2]","[[0, 0], [1, 2]]"
zmKmzTe4,"[0, 1]","[[0, 1], [0, 0]]"
n1f2uOXq,"[1, 2]","[[0, 0], [1, 2]]"
rmv5aqPF,"[3, 6]","[[1, 2], [2, 4]]"
OphZsHgr,"[0, 3]","[[0, 0], [0, 3]]"
4r0SoQfG,"[0, 3]","[[0, 2], [0, 1]]"
OA3TihN6,"[6, 2]","[[2, 0], [4, 2]]"
dWyg2ouc,"[1, 3]","[[1, 1], [0, 2]]"
lhkouFw1,,"[[0, 1], [1, 0], [3, 4]]"
pKrfwg8D,"[4, 0]","[[3, 0], [1, 0]]"
0j3Bk8ei,"[3, 4]","[[2, 1], [1, 3]]"
8dGPR43p,"[0, 1]","[[0, 1], [0, 0]]"
nqkODZqQ,"[1, 5]",
2yiwsy9l,"[5, 0]","[[5, 0], [0, 0]]"
Eg7FlSAc,"[0, 6]","[[0, 3], [0, 3]]"
z9eOn6uA,"[6, 0]","[[4, 0], [2, 0]]"
hShTlbq3,"[0, 5]","[[0, 2], [0, 3]]"
vPlPkvUd,"[1, 2]","[[0, 1], [1, 1]]"
zirYmIb9,"[3, 0]","[[2, 0], [1, 0]]"
EssxmxEF,"[1, 0]","[[1, 0], [0, 0]]"
449zjGTA,"[1, 2]","[[1, 1], [0, 1]]"
boudDkQr,"[3, 1]","[[1, 1], [2, 0]]"
b3UDBIpa,"[2, 0]","[[2, 0], [0, 0]]"
65kZI0hP,"[0, 0]","[[0, 0], [0, 0]]"
vacmec0I,"[0, 0]","[[0, 0], [0, 0]]"
4tV9CbVh,"[1, 1]","[[0, 1], [1, 0]]"
8Ey1EK0t,"[1, 0]","[[1, 0], [0, 0]]"
QkW5DvGn,"[1, 0]","[[1, 0], [0, 0]]"
dlmHAx05,"[0, 0]","[[0, 0], [0, 0]]"
h21ifHFO,"[1, 2]","[[0, 1], [1, 1]]"
Ese3uP0I,"[68, 101]","[[37, 57], [31, 44]]"
WI5bt5oC,"[82, 100]","[[39, 56], [43, 44]]"
hYg7vqGO,"[56, 93]","[[38, 44], [18, 49]]"
OKQcwqTP,"[61, 71]","[[34, 35], [27, 36]]"
r57UXMjm,"[69, 93]","[[40, 51], [29, 42]]"
U13QY2ys,"[111, 46]","[[53, 22], [58, 24]]"
SdBLe9lh,"[97, 52]","[[52, 24], [45, 28]]"
6mAPfT3b,"[89, 50]","[[49, 22], [40, 28]]"
C4PArmIP,"[56, 81]","[[27, 45], [29, 36]]"
UqCxv7Qt,"[97, 75]","[[48, 39], [49, 36]]"
8zBtwRum,"[63, 84]","[[27, 39], [36, 45]]"
4rEkzA7F,"[70, 97]","[[33, 53], [37, 44]]"
6oqa7EY4,"[92, 72]","[[50, 28], [42, 44]]"
rTPtxWx3,"[70, 59]","[[39, 26], [31, 33]]"
zcswxoeg,"[64, 65]","[[36, 30], [28, 35]]"
jcwXdBAS,"[91, 83]","[[52, 48], [39, 35]]"
pQeYSEIa,"[75, 76]","[[34, 44], [41, 32]]"
GGxSPPRb,"[82, 69]","[[36, 23], [46, 46]]"
AwxWOqs5,"[88, 76]","[[47, 37], [41, 39]]"
f904qHNe,"[61, 62]","[[31, 31], [30, 31]]"
2ZoDCFir,"[71, 98]","[[37, 47], [34, 51]]"
v1AeOcY3,"[95, 89]","[[41, 51], [54, 38]]"
OlzMAgMf,"[80, 88]","[[42, 44], [38, 44]]"
tQpHBZ6l,,"[[35, 28], [34, 41], [14, 6]]"
0n10pc8k,"[63, 66]","[[35, 34], [28, 32]]"
jyEaNHmA,"[73, 71]","[[42, 29], [31, 42]]"
WjaoHeqR,"[77, 94]","[[45, 48], [32, 46]]"
Mqb4es0N,"[96, 60]","[[46, 33], [50, 27]]"
8tf0dNpH,"[67, 59]","[[32, 32], [35, 27]]"
vHIODK0N,"[66, 69]","[[40, 44], [26, 25]]"
Mu8TCvGT,"[58, 79]","[[28, 42], [30, 37]]"
d4PvsWnm,"[56, 77]","[[35, 40], [21, 37]]"
r1LzrCXt,"[91, 94]","[[53, 42], [38, 52]]"
vTEqtj2g,"[75, 68]","[[49, 37], [26, 31]]"
IJDmuAHa,,"[[48, 45], [29, 32], [17, 10]]"
tSeVFLo9,"[94, 86]","[[52, 36], [42, 50]]"
OjozFu1F,"[87, 69]","[[50, 43], [37, 26]]"
2spvEaGL,"[99, 94]","[[58, 47], [41, 47]]"
WGlrDJVR,"[92, 88]","[[46, 44], [46, 44]]"
YPzA8wvq,"[83, 87]","[[38, 33], [45, 54]]"
UiUI6H8e,"[86, 78]","[[35, 32], [51, 46]]"
GlQE7cgk,"[108, 82]","[[65, 42], [43, 40]]"
n7RmGqyE,"[64, 74]","[[36, 46], [28, 28]]"
EB0hlvSP,"[84, 89]","[[37, 48], [47, 41]]"
ShmC0xhT,"[78, 47]","[[37, 16], [41, 31]]"
rwTzOfrS,"[106, 49]","[[58, 24], [48, 25]]"
Mq4MITtT,"[58, 65]","[[26, 35], [32, 30]]"
lK53JEjq,"[71, 73]","[[33, 29], [38, 44]]"
SA47IY5k,"[98, 74]","[[46, 37], [52, 37]]"
SQtkEmkp,"[61, 45]","[[32, 24], [29, 21]]"
dp9BHhLe,"[60, 57]","[[40, 33], [20, 24]]"
zy8FGCz2,"[86, 55]","[[48, 31], [38, 24]]"
xtnbudD2,"[71, 56]","[[28, 32], [43, 24]]"
lGk2vGS8,"[97, 37]","[[45, 19], [52, 18]]"
rwk6wzrF,"[61, 68]","[[23, 32], [38, 36]]"
tUpgD74j,"[62, 60]","[[37, 19], [25, 41]]"
fXYzxisi,"[51, 62]","[[23, 21], [28, 41]]"
hQ3fzTPi,"[50, 52]","[[27, 28], [23, 24]]"
0j72Y6f4,"[73, 59]","[[40, 28], [33, 31]]"
Ma8bZnub,"[48, 54]","[[27, 21], [21, 33]]"
rFd7XQ9A,"[84, 68]","[[44, 29], [40, 39]]"
KAzQmt0p,"[59, 69]","[[35, 33], [24, 36]]"
KtyYZJz9,"[71, 90]","[[30, 49], [41, 41]]"
S2MXJMc1,"[71, 78]","[[28, 30], [43, 48]]"
fkjJnxMQ,"[63, 65]","[[26, 31], [37, 34]]"
INRwZTFf,"[71, 64]","[[35, 33], [36, 31]]"
GtdVmR03,,
htKjWRaD,"[54, 94]","[[23, 39], [31, 55]]"
dS5Gnmpf,"[77, 90]","[[35, 45], [42, 45]]"
lhFJRzp1,"[85, 81]","[[40, 39], [45, 42]]"
AucMrngA,"[73, 53]","[[34, 35], [39, 18]]"
AB74vvar,"[85, 68]","[[37, 35], [48, 33]]"
l268wbEl,"[74, 79]","[[42, 33], [32, 46]]"
vF1Qs68G,"[98, 80]","[[49, 47], [49, 33]]"
j1oRa8dr,"[87, 78]","[[39, 38], [48, 40]]"
veZY9KcR,"[67, 69]","[[27, 41], [40, 28]]"
WQeDxITf,"[67, 65]","[[32, 36], [35, 29]]"
zRK44bLl,"[94, 73]","[[50, 38], [44, 35]]"
hr7BLAzD,"[70, 63]",
h2F93Ize,"[79, 73]","[[49, 38], [30, 35]]"
WhED2xj1,"[62, 69]","[[32, 31], [30, 38]]"
QFDH1d57,"[91, 73]","[[43, 43], [48, 30]]"
O0WK0GKD,"[60, 75]","[[34, 39], [26, 36]]"
pUaHyxq1,,"[[35, 39], [47, 43], [13, 12]]"
IJFxqKjR,"[76, 46]","[[43, 23], [33, 23]]"
My8D1vLD,"[93, 57]","[[37, 33], [56, 24]]"
0S6H0bzK,"[72, 81]","[[36, 30], [36, 51]]"
U1BLaIkQ,,
6oBFKUkJ,"[102, 97]",
pAJ9mXIm,"[78, 95]","[[34, 50], [44, 45]]"
viaLzdb7,"[82, 86]","[[39, 40], [43, 46]]"
IsbPZFDD,"[84, 85]",
WAcmexbs,"[70, 87]","[[34, 45], [36, 42]]"
EZnhfdDm,"[59, 95]","[[21, 47], [38, 48]]"
KKuopDSo,"[72, 70]",
IZ30bajE,"[86, 92]","[[39, 43], [47, 49]]"
dQ24cJ5K,"[69, 78]","[[38, 41], [31, 37]]"
jm28dwLQ,"[65, 71]","[[37, 29], [28, 42]]"
0fFpJo2M,"[90, 92]","[[35, 41], [55, 51]]"
SxidgGSg,"[66, 64]","[[38, 28], [28, 36]]"
KSBMpV26,"[93, 83]","[[40, 56], [53, 27]]"
S8gzhcTs,"[85, 73]","[[36, 38], [49, 35]]"
AXruiHrl,"[95, 93]","[[42, 57], [53, 36]]"
lOsqjybf,"[63, 80]","[[35, 44], [28, 36]]"
OYwEeWn1,"[83, 69]","[[39, 37], [44, 32]]"
I50UtQNM,"[81, 69]","[[43, 37], [38, 32]]"
0UkZupwT,"[81, 68]","[[47, 38], [34, 30]]"
IewIfj27,"[85, 78]","[[40, 40], [45, 38]]"
dnxMgAHD,"[69, 71]","[[27, 43], [42, 28]]"
zkqvkHW3,"[75, 74]","[[32, 31], [43, 43]]"
82snme1G,"[58, 76]","[[29, 47], [29, 29]]"
EurrlynA,"[79, 77]","[[33, 37], [46, 40]]"
zX7222LD,,
QyDNT60e,"[77, 87]","[[27, 41], [50, 46]]"
4MOEVSVr,"[69, 75]","[[38, 39], [31, 36]]"
WUHCcVJu,"[88, 65]","[[43, 34], [45, 31]]"
xjs1y4op,"[87, 79]","[[48, 45], [39, 34]]"
WCt5zO0j,"[87, 71]","[[46, 38], [41, 33]]"
d4RTptME,"[59, 69]","[[27, 31], [32, 38]]"
IcnmkeD0,"[71, 48]",
dloilFS6,"[68, 47]","[[44, 26], [24, 21]]"
EN661MzK,"[72, 71]","[[39, 36], [33, 35]]"
Y1GVRpV7,"[71, 83]","[[43, 40], [28, 43]]"
8p6A0tjQ,"[81, 72]","[[46, 44], [35, 28]]"
r38Ar0Dg,,"[[0, 0], [1, 0], [1, 2], [0, 0], [0, 1]]"
4IdJtvr6,"[4, 0]","[[1, 0], [3, 0], [0, 0]]"
Mg7EsKSa,"[4, 5]","[[1, 1], [1, 2], [2, 2]]"
IL0NubcC,"[0, 3]","[[0, 0], [0, 1], [0, 2]]"
Cr0RvICI,"[5, 3]","[[1, 2], [2, 1], [2, 0]]"
jZbVwxSO,"[10, 1]","[[4, 0], [2, 1], [4, 0]]"
GvwgYDV0,"[4, 1]","[[1, 1], [2, 0], [1, 0]]"
fRPGDRWJ,"[2, 1]","[[0, 0], [1, 0], [1, 1]]"
6BWYlrfJ,"[0, 4]","[[0, 2], [0, 1], [0, 1]]"
xfR1Wi0D,"[5, 1]","[[2, 1], [2, 0], [1, 0]]"
Q9KqeywE,"[4, 1]","[[0, 1], [2, 0], [2, 0]]"
2ZsDw97t,"[4, 2]","[[0, 0], [1, 1], [3, 1]]"
rJC1dyPR,"[7, 0]","[[3, 0], [2, 0], [2, 0]]"
ldDccH9L,"[2, 3]","[[1, 1], [1, 0], [0, 2]]"
pSbTieXr,"[2, 3]","[[1, 0], [0, 1], [1, 2]]"
QwGQjFnk,"[4, 6]","[[3, 1], [1, 2], [0, 3]]"
biEYlgH1,"[2, 5]","[[0, 0], [2, 3], [0, 2]]"
4UEUkZ1e,"[4, 3]","[[0, 0], [2, 1], [2, 2]]"
tSuOA5jI,"[10, 4]","[[3, 3], [4, 1], [3, 0]]"
CCXcmBhf,"[1, 4]","[[0, 2], [0, 1], [1, 1]]"
fyN2nV70,"[3, 1]","[[1, 0], [2, 1], [0, 0]]"
8vR6okN6,"[4, 3]","[[1, 2], [3, 1], [0, 0]]"
21QAp9xD,,"[[1, 0], [0, 3], [2, 0], [0, 1]]"
thPEqTiJ,"[3, 6]","[[2, 3], [1, 2], [0, 1]]"
I98c8CUJ,"[0, 3]","[[0, 1], [0, 2], [0, 0]]"
d0717WqQ,"[7, 3]","[[2, 0], [3, 2], [2, 1]]"
A1pS9P5O,"[4, 5]","[[2, 2], [1, 3], [1, 0]]"
lhqW8qLU,,"[[0, 0], [2, 2], [3, 3], [0, 0], [1, 0]]"
EufT2jhs,"[4, 0]","[[1, 0], [2, 0], [1, 0]]"
QFcX1A7m,"[4, 5]","[[2, 2], [0, 2], [2, 1]]"
8vmx1UMg,"[3, 2]","[[3, 0], [0, 2], [0, 0]]"
nVot0lx0,"[3, 0]","[[0, 0], [1, 0], [2, 0]]"
G4jpa8i6,"[4, 1]","[[3, 0], [0, 1], [1, 0]]"
feklbS6C,,"[[1, 0], [0, 1], [3, 3], [0, 0], [1, 2]]"
xKvgcnMI,"[1, 2]","[[1, 1], [0, 0], [0, 1]]"
GrczEyIu,"[1, 7]","[[0, 3], [1, 2], [0, 2]]"
jNrcd6yP,"[3, 2]","[[0, 0], [2, 0], [1, 2]]"
SI0vDeXo,,"[[1, 0], [0, 1], [1, 1], [0, 1]]"
WKIhE2Oq,"[10, 5]","[[4, 3], [0, 1], [6, 1]]"
QJB1Ctgd,"[2, 4]","[[1, 1], [0, 1], [1, 2]]"
vNaqyQVd,"[3, 0]","[[1, 0], [1, 0], [1, 0]]"
IDbmzpo3,"[4, 1]","[[1, 0], [1, 1], [2, 0]]"
zkghZ309,"[3, 1]","[[1, 0], [2, 0], [0, 1]]"
Eq8cDMwj,"[2, 4]","[[0, 1], [0, 2], [2, 1]]"
EuhdYNFF,"[6, 7]","[[2, 2], [2, 5], [2, 0]]"
82i0XsVL,"[7, 1]","[[1, 1], [4, 0], [2, 0]]"
M5e4W1pS,"[7, 4]","[[1, 2], [5, 1], [1, 1]]"
SnYWRLhq,"[4, 2]","[[0, 0], [1, 2], [3, 0]]"
6wXzRu8k,,"[[1, 0], [1, 2], [1, 1], [0, 0], [1, 0]]"
hbVVRO2o,"[2, 3]","[[0, 1], [2, 2], [0, 0]]"
63QBMTQ5,,"[[0, 1], [1, 2], [2, 0], [0, 0], [1, 0]]"
pfPFLmtC,"[3, 0]","[[0, 0], [0, 0], [3, 0]]"
lQOvQ2Xc,"[4, 2]","[[1, 0], [2, 1], [1, 1]]"
61ZZQrIi,,"[[2, 2], [0, 1], [1, 0], [1, 0]]"
vesl3uQp,"[6, 2]","[[2, 1], [1, 1], [3, 0]]"
2VJKK7eI,"[2, 1]","[[0, 0], [2, 0], [0, 1]]"
6mMuKHlf,"[5, 3]","[[1, 0], [2, 1], [2, 2]]"
dxFhHFYC,"[1, 4]","[[1, 2], [0, 2], [0, 0]]"
0ziuMwKs,"[5, 2]","[[2, 0], [2, 0], [1, 2]]"
SdNyLcZm,,"[[1, 1], [2, 0], [0, 2], [1, 0]]"
zTDdGZmJ,"[2, 4]","[[0, 1], [1, 2], [1, 1]]"
UaY5y1aH,"[2, 5]","[[1, 2], [0, 3], [1, 0]]"
0ALqJy40,"[3, 1]","[[1, 0], [0, 0], [2, 1]]"
SUtJ8UCa,,"[[1, 2], [1, 1], [1, 0], [0, 0], [1, 2]]"
r13lO9Cn,"[6, 2]","[[1, 0], [3, 1], [2, 1]]"
p6yO7lS5,"[1, 2]","[[1, 0], [0, 1], [0, 1]]"
YRHITVlP,,"[[0, 1], [1, 0], [2, 2], [1, 0]]"
WMwz5nCO,"[3, 1]","[[1, 1], [2, 0], [0, 0]]"
zy4pPkct,"[4, 2]","[[1, 1], [1, 1], [2, 0]]"
b93zHh5J,"[4, 2]","[[4, 0], [0, 2], [0, 0]]"
A9Q61OmC,,"[[0, 0], [0, 1], [1, 0], [0, 0], [3, 2]]"
lQxQb3mN,"[1, 7]","[[0, 3], [1, 2], [0, 2]]"
KjYLaqYG,"[2, 3]","[[0, 1], [1, 0], [1, 2]]"
lODLQgfI,"[5, 2]","[[0, 1], [3, 0], [2, 1]]"
SECPPD9O,"[3, 4]","[[1, 2], [1, 1], [1, 1]]"
GU57lcnP,"[4, 1]","[[0, 1], [1, 0], [3, 0]]"
IwhZqHft,,"[[1, 1], [3, 3], [1, 1], [1, 0]]"
02svqyAn,,"[[0, 1], [2, 0], [0, 1], [0, 1]]"
E5orrePh,"[3, 2]","[[1, 0], [0, 2], [2, 0]]"
8SpnsFva,"[4, 3]","[[1, 2], [2, 0], [1, 1]]"
QecKGMMR,"[5, 0]","[[2, 0], [1, 0], [2, 0]]"
U9DHd1Ve,"[2, 1]","[[0, 0], [1, 1], [1, 0]]"
rDHLeLp2,"[2, 1]","[[1, 0], [0, 0], [1, 1]]"
dG53K4N2,"[3, 2]","[[0, 1], [3, 1], [0, 0]]"
z747JOx9,"[3, 0]","[[0, 0], [1, 0], [2, 0]]"
hraCIrhF,"[6, 0]","[[2, 0], [2, 0], [2, 0]]"
WYcGH27L,"[1, 4]","[[0, 1], [0, 1], [1, 2]]"
rHJ5P3A5,"[5, 2]","[[1, 0], [2, 1], [2, 1]]"
4QK1Qqea,"[1, 6]","[[0, 0], [1, 3], [0, 3]]"
xvJ9ONPB,"[2, 4]","[[2, 0], [0, 4], [0, 0]]"
EuEUXR2P,"[5, 2]","[[0, 2], [1, 0], [4, 0]]"
pO40S5Qn,,"[[1, 3], [1, 1], [3, 1], [1, 0]]"
j15dToBt,"[9, 4]","[[1, 0], [5, 2], [3, 2]]"
zabgzka4,"[1, 3]","[[1, 1], [0, 1], [0, 1]]"
jsNDNsuI,"[4, 3]","[[1, 1], [1, 1], [2, 1]]"
OGYRFSBK,,"[[0, 1], [1, 1], [2, 1], [0, 0], [5, 4]]"
27g1URQD,"[2, 0]","[[2, 0], [0, 0], [0, 0]]"
fsUNG8dE,"[2, 5]","[[1, 2], [1, 1], [0, 2]]"
hxCA74J0,"[1, 8]","[[0, 2], [0, 2], [1, 4]]"
27XVEnRQ,"[2, 1]","[[1, 0], [1, 1], [0, 0]]"
GjVJHls8,"[7, 1]","[[3, 0], [1, 0], [3, 1]]"
EoD68p4f,"[5, 2]","[[2, 0], [0, 1], [3, 1]]"
KOD29Qll,"[5, 1]","[[1, 0], [2, 1], [2, 0]]"
8lAbA6Zs,"[3, 1]","[[0, 1], [3, 0], [0, 0]]"
l45J5rlD,,"[[0, 1], [0, 0], [2, 1], [1, 0]]"
AD6F6OY6,"[5, 1]","[[1, 0], [2, 1], [2, 0]]"
xlQdJ1IC,"[7, 3]","[[4, 2], [1, 1], [2, 0]]"
rRQhKs36,"[2, 6]","[[0, 2], [0, 3], [2, 1]]"
naXqM3Yg,"[5, 1]","[[2, 1], [2, 0], [1, 0]]"
0rZyOP3s,"[1, 4]","[[0, 2], [1, 0], [0, 2]]"
bZnAS5eQ,"[2, 4]","[[1, 1], [0, 1], [1, 2]]"
GvP0ILXI,"[0, 6]","[[0, 3], [0, 2], [0, 1]]"
88YuNqJm,"[5, 3]","[[4, 1], [1, 2], [0, 0]]"
GAc5TotK,"[6, 5]","[[3, 0], [1, 2], [2, 3]]"
jVW8QIPu,,"[[1, 0], [1, 1], [0, 1], [0, 0], [1, 0]]"
UNMlLNm0,"[6, 3]","[[2, 1], [1, 1], [3, 1]]"
ULVCPxun,,"[[1, 0], [1, 0], [0, 2], [0, 1]]"
r55K4OZ8,"[3, 1]","[[0, 1], [0, 0], [3, 0]]"
KWJPrsDk,"[2, 9]","[[0, 3], [0, 1], [2, 5]]"
l6OTs1Se,"[6, 2]","[[2, 0], [4, 1], [0, 1]]"
SdNXtLs2,"[0, 4]","[[0, 2], [0, 0], [0, 2]]"
U11G54K2,"[9, 3]","[[3, 2], [1, 0], [5, 1]]"
vBLfd0sk,"[5, 3]","[[1, 0], [2, 0], [2, 3]]"
GI3S224L,"[1, 11]","[[0, 4], [1, 5], [0, 2]]"
plMjctSr,,"[[0, 2], [1, 0], [1, 0], [0, 1]]"
xS4O3rkF,"[1, 4]","[[0, 2], [0, 1], [1, 1]]"
ruzP1MJR,"[1, 3]","[[1, 2], [0, 0], [0, 1]]"
SpRvEbn2,"[4, 5]","[[1, 1], [1, 3], [2, 1]]"
WCSpjDGG,,
GYXRlsxk,"[1, 4]","[[1, 2], [0, 2], [0, 0]]"
Mm6lkk3U,"[1, 5]","[[1, 2], [0, 2], [0, 1]]"
x0tb9hln,"[3, 4]","[[3, 0], [0, 2], [0, 2]]"
8p2pjVmO,"[5, 2]","[[2, 0], [1, 2], [2, 0]]"
QLCuiBYH,"[5, 2]","[[1, 0], [3, 2], [1, 0]]"
b9sfAYYu,"[4, 2]","[[0, 0], [2, 1], [2, 1]]"
IBce8C3h,"[1, 2]","[[0, 1], [1, 0], [0, 1]]"
d2da7WIb,"[5, 2]","[[0, 0], [3, 0], [2, 2]]"
zwsumi74,"[2, 1]","[[1, 1], [1, 0], [0, 0]]"
ObZipkiN,"[1, 4]","[[1, 1], [0, 3], [0, 0]]"
tzpmoVyH,"[8, 1]","[[5, 0], [1, 0], [2, 1]]"
UatqnBMA,"[1, 2]","[[0, 0], [0, 2], [1, 0]]"
fsQNvTEp,,"[[0, 2], [1, 0], [1, 0], [0, 1]]"
2kYeq96T,"[5, 0]","[[0, 0], [2, 0], [3, 0]]"
YXORwmUj,"[3, 1]","[[1, 0], [1, 0], [1, 1]]"
4KiRC6RO,"[6, 1]","[[3, 1], [2, 0], [1, 0]]"
QThNDnCI,"[5, 3]","[[3, 2], [1, 1], [1, 0]]"
fTQgiA42,"[1, 10]","[[0, 3], [1, 3], [0, 4]]"
jeK2klZE,,"[[1, 2], [0, 0], [1, 0], [1, 0]]"
