ID,Result,Partial results
xz5X16ss,"[0, 0]","[[0, 0], [0, 0]]"
n5tFqPRC,,
Eu0dd2BI,"[2, 1]","[[0, 1], [2, 0]]"
SKsqK53P,"[1, 0]","[[1, 0], [0, 0]]"
jwm6ooc0,"[2, 1]","[[2, 1], [0, 0]]"
67OXQDG9,"[5, 0]","[[0, 0], [5, 0]]"
lWi7AhWS,"[4, 0]","[[2, 0], [2, 0]]"
WUJehgAp,"[3, 0]","[[1, 0], [2, 0]]"
b3YEEqRn,"[0, 1]","[[0, 1], [0, 0]]"
SG3bCE1G,"[2, 0]","[[1, 0], [1, 0]]"
ddwGwi0F,"[3, 0]","[[2, 0], [1, 0]]"
0Uq7uDV2,"[3, 1]","[[2, 1], [1, 0]]"
2ZHtPioM,"[0, 0]","[[0, 0], [0, 0]]"
Kj0jEzX3,,"[[0, 1], [0, 0], [1, 3]]"
4I8Ng9kK,"[0, 2]","[[0, 0], [0, 2]]"
p08u0pCg,"[1, 0]","[[0, 0], [1, 0]]"
tS1lbOt6,"[1, 1]","[[1, 1], [0, 0]]"
YgQPSZoc,"[2, 0]","[[1, 0], [1, 0]]"
OO6sGd2i,,
KIMNCNea,"[1, 0]","[[1, 0], [0, 0]]"
C83CJV8q,"[1, 0]","[[0, 0], [1, 0]]"
SrQVA1QB,"[2, 1]",
YNiLH9wd,"[1, 0]","[[0, 0], [1, 0]]"
IPlbm7Sm,"[3, 0]","[[2, 0], [1, 0]]"
phrtOQII,,
WrHbt8Yn,,"[[0, 1], [1, 0], [4, 3]]"
4Y8Bw6I5,"[2, 1]","[[0, 1], [2, 0]]"
b1BPTUls,"[3, 0]","[[1, 0], [2, 0]]"
nNs7BmZC,"[3, 1]","[[1, 1], [2, 0]]"
W8Shjq2B,"[1, 0]","[[0, 0], [1, 0]]"
CvpYPnl6,"[1, 0]","[[0, 0], [1, 0]]"
YD0SZNHU,"[1, 0]","[[1, 0], [0, 0]]"
ETZhZjRJ,"[1, 0]","[[0, 0], [1, 0]]"
2ZeoGBKs,"[0, 1]","[[0, 0], [0, 1]]"
OxtxfR2n,"[0, 0]","[[0, 0], [0, 0]]"
hOlbD940,"[3, 0]","[[1, 0], [2, 0]]"
nRLWHg4b,"[0, 0]","[[0, 0], [0, 0]]"
tlLzHDJ4,"[1, 0]","[[0, 0], [1, 0]]"
EwDmEB3N,"[1, 0]","[[1, 0], [0, 0]]"
vZ5hzSQP,"[2, 0]","[[2, 0], [0, 0]]"
6qjXSqJa,"[2, 1]","[[0, 0], [2, 1]]"
KSmLVoZt,"[0, 3]","[[0, 1], [0, 2]]"
htnTTP3g,"[3, 2]","[[2, 2], [1, 0]]"
l8uxS3Y5,"[5, 0]","[[2, 0], [3, 0]]"
SbvtRNmC,"[1, 0]","[[0, 0], [1, 0]]"
nHSzgKb3,"[1, 3]","[[0, 0], [1, 3]]"
KAzkVG6d,,
YDOWg0qc,,
UuIuhvE9,"[0, 1]","[[0, 0], [0, 1]]"
8WGqibTF,"[0, 0]","[[0, 0], [0, 0]]"
b5oF48s2,"[1, 1]","[[1, 1], [0, 0]]"
jur76UCk,"[2, 2]","[[2, 0], [0, 2]]"
p2sB5lSe,"[1, 0]","[[0, 0], [1, 0]]"
0APcTiK2,"[0, 1]","[[0, 0], [0, 1]]"
2LKI2y63,"[3, 1]","[[1, 0], [2, 1]]"
EavOtfqp,"[0, 1]","[[0, 0], [0, 1]]"
OULE3Hjc,"[2, 0]","[[2, 0], [0, 0]]"
hADVaZkM,"[0, 1]","[[0, 1], [0, 0]]"
bmER0FzG,"[1, 2]","[[0, 1], [1, 1]]"
MoJ6iBc2,"[0, 1]","[[0, 0], [0, 1]]"
W0CZbg5S,"[2, 0]","[[2, 0], [0, 0]]"
htzxjW6b,"[1, 0]","[[0, 0], [1, 0]]"
QgYqlAyB,"[1, 0]","[[1, 0], [0, 0]]"
h4IOtSTp,"[3, 0]","[[2, 0], [1, 0]]"
n3DAZAMH,"[1, 0]","[[0, 0], [1, 0]]"
bssTihxn,"[2, 0]","[[1, 0], [1, 0]]"
n3ZukjM4,"[0, 4]","[[0, 3], [0, 1]]"
MLRhnl6N,"[1, 3]","[[0, 1], [1, 2]]"
t6WXjCih,"[2, 2]","[[2, 0], [0, 2]]"
rVSlmUjH,"[1, 0]","[[0, 0], [1, 0]]"
vwA2yXi5,"[1, 1]","[[0, 0], [1, 1]]"
UR2FYUyO,"[0, 1]","[[0, 0], [0, 1]]"
GrRdo8LT,"[4, 1]","[[1, 0], [3, 1]]"
Ya96zi7B,"[1, 1]","[[0, 0], [1, 1]]"
f9d75B6o,"[0, 1]","[[0, 0], [0, 1]]"
0nBbxDxa,"[0, 0]","[[0, 0], [0, 0]]"
YPv2wgNh,"[1, 0]","[[0, 0], [1, 0]]"
ADxyfpat,"[2, 1]","[[2, 1], [0, 0]]"
02Vmirqa,"[1, 0]","[[0, 0], [1, 0]]"
vgUij2b5,"[0, 4]","[[0, 3], [0, 1]]"
fcKFQ6Bi,"[1, 0]","[[1, 0], [0, 0]]"
rRzqhOTh,"[1, 0]","[[0, 0], [1, 0]]"
tfWX1NYj,"[2, 0]","[[1, 0], [1, 0]]"
M9k17qBT,"[1, 0]","[[0, 0], [1, 0]]"
hrwJPQQc,"[0, 2]","[[0, 0], [0, 2]]"
ClHPnTiD,"[0, 0]","[[0, 0], [0, 0]]"
Ege8BCUD,"[3, 1]","[[1, 0], [2, 1]]"
EcRRN4eA,"[0, 1]","[[0, 1], [0, 0]]"
YFTekMDB,"[0, 1]","[[0, 0], [0, 1]]"
4zxug4En,"[2, 2]","[[1, 1], [1, 1]]"
z7SNOpt4,"[1, 0]","[[1, 0], [0, 0]]"
nBLkVbIt,"[1, 0]","[[1, 0], [0, 0]]"
tnzgUIXn,"[1, 0]","[[0, 0], [1, 0]]"
p2ZNZvAP,"[1, 1]","[[1, 1], [0, 0]]"
KxZdTxmg,"[0, 0]","[[0, 0], [0, 0]]"
G4S5RGH5,"[1, 2]","[[1, 0], [0, 2]]"
21O1Sd2a,"[2, 0]","[[1, 0], [1, 0]]"
tEWZ46bb,"[3, 1]","[[1, 1], [2, 0]]"
lvzr3pTA,"[0, 2]","[[0, 1], [0, 1]]"
AgOj1OcN,"[1, 0]","[[0, 0], [1, 0]]"
bksV5nqh,"[3, 0]","[[2, 0], [1, 0]]"
MTRf0rDT,"[1, 2]","[[0, 1], [1, 1]]"
SUYo24rH,"[2, 0]","[[1, 0], [1, 0]]"
v9EMe2Lp,"[0, 0]","[[0, 0], [0, 0]]"
K4Vw4QD4,"[0, 1]","[[0, 0], [0, 1]]"
lKeIZo71,"[3, 0]","[[1, 0], [2, 0]]"
hh29y8xk,"[0, 2]","[[0, 1], [0, 1]]"
SAfMY5M7,"[2, 0]","[[0, 0], [2, 0]]"
bihNOsXG,"[1, 2]","[[0, 1], [1, 1]]"
6HeVML1T,"[0, 0]","[[0, 0], [0, 0]]"
CbYcIuAp,"[1, 0]","[[0, 0], [1, 0]]"
bwDlArIN,"[2, 1]","[[2, 0], [0, 1]]"
UL3K4Muo,"[3, 0]","[[0, 0], [3, 0]]"
UB06SPXi,"[2, 0]","[[1, 0], [1, 0]]"
KnEpBO2H,"[2, 0]","[[0, 0], [2, 0]]"
jkX1HaPj,"[0, 2]","[[0, 2], [0, 0]]"
6omB4THM,"[2, 0]","[[0, 0], [2, 0]]"
Sfl7592G,"[6, 0]","[[4, 0], [2, 0]]"
QVTsa7up,"[1, 7]","[[0, 5], [1, 2]]"
Mcoa7VX3,"[3, 0]","[[1, 0], [2, 0]]"
KhTobRfj,"[2, 1]","[[1, 1], [1, 0]]"
YeXkcoAd,"[7, 0]","[[5, 0], [2, 0]]"
IZVQrud8,"[2, 1]","[[0, 1], [2, 0]]"
GUirKeJ7,"[0, 1]","[[0, 0], [0, 1]]"
UJ2CDKl7,,
rN6GCv4D,,
xSU0k2he,"[6, 2]","[[1, 0], [5, 2]]"
EBSXieEg,"[1, 2]","[[1, 0], [0, 2]]"
YXAsom19,"[1, 0]","[[0, 0], [1, 0]]"
WlU4lM71,"[6, 0]","[[3, 0], [3, 0]]"
nJq1E9RN,"[0, 2]","[[0, 0], [0, 2]]"
4b6wnTo3,"[0, 1]","[[0, 0], [0, 1]]"
t0RmJXCh,"[6, 1]",
WnwThyam,"[3, 2]","[[0, 0], [3, 2]]"
zaMZBG5P,"[1, 0]","[[0, 0], [1, 0]]"
jVdDb6V8,"[1, 4]","[[0, 0], [1, 4]]"
UsZ5DTtU,"[6, 0]","[[4, 0], [2, 0]]"
rVxdZk2c,"[0, 3]","[[0, 2], [0, 1]]"
nwSqKDcn,"[2, 1]","[[0, 0], [2, 1]]"
MeYimXSO,"[0, 1]","[[0, 1], [0, 0]]"
YgnIcQpF,"[0, 0]","[[0, 0], [0, 0]]"
GfJEMCIi,"[0, 3]",
QgS0Y9H3,"[2, 0]","[[0, 0], [2, 0]]"
AHIILWXc,"[1, 0]","[[1, 0], [0, 0]]"
QVJjjEao,"[3, 1]","[[2, 0], [1, 1]]"
vRTb0Snm,"[2, 0]","[[1, 0], [1, 0]]"
6m0ean2g,"[3, 2]","[[2, 1], [1, 1]]"
Spevnf1P,"[2, 0]","[[0, 0], [2, 0]]"
Es7dNAOO,"[4, 1]","[[1, 1], [3, 0]]"
fZJ3Dk5d,"[4, 1]","[[2, 0], [2, 1]]"
0WYKZpgn,"[1, 0]","[[1, 0], [0, 0]]"
MuzHzRwt,"[5, 0]","[[2, 0], [3, 0]]"
x8G6cToN,"[1, 0]","[[1, 0], [0, 0]]"
Qiqbfktp,"[1, 4]","[[1, 1], [0, 3]]"
0AaJ1XmA,"[1, 4]","[[1, 3], [0, 1]]"
Uq4N0i3G,"[3, 1]","[[1, 1], [2, 0]]"
8z3RaBIM,"[3, 0]","[[1, 0], [2, 0]]"
jahWbVXS,"[2, 0]","[[1, 0], [1, 0]]"
MJ0F2DY3,"[1, 1]","[[1, 1], [0, 0]]"
K47Yxdpm,"[3, 0]","[[0, 0], [3, 0]]"
biA1z3Ol,"[0, 6]","[[0, 2], [0, 4]]"
SU6xxGag,"[0, 0]","[[0, 0], [0, 0]]"
SIzlMt9R,"[3, 1]","[[3, 1], [0, 0]]"
bqWqNMgL,"[2, 1]","[[0, 1], [2, 0]]"
zajgSYP2,"[1, 1]","[[1, 0], [0, 1]]"
UXc2psY2,"[2, 0]","[[0, 0], [2, 0]]"
h6N5paId,"[7, 2]","[[3, 2], [4, 0]]"
xb1ArL2F,"[2, 1]","[[2, 0], [0, 1]]"
6omcPPme,"[0, 0]","[[0, 0], [0, 0]]"
SflgQ5Yl,"[2, 2]","[[0, 1], [2, 1]]"
Aw8MVRAR,"[3, 1]","[[1, 1], [2, 0]]"
6J4csFG9,"[1, 4]","[[0, 1], [1, 3]]"
Y56kqync,"[1, 4]","[[0, 3], [1, 1]]"
dlN6Ki9d,"[6, 2]","[[4, 1], [2, 1]]"
44N0tZVF,"[1, 1]","[[1, 0], [0, 1]]"
na59Dnvj,"[7, 0]","[[4, 0], [3, 0]]"
SEOxJ8GS,"[1, 1]","[[0, 0], [1, 1]]"
vgheyjWd,"[9, 0]","[[6, 0], [3, 0]]"
UNA4ESOq,"[2, 1]","[[0, 0], [2, 1]]"
Y1nA0qKa,"[1, 0]","[[1, 0], [0, 0]]"
nuLId1JO,"[2, 1]","[[0, 1], [2, 0]]"
vFHAbNlC,"[1, 7]","[[1, 1], [0, 6]]"
GttzW6jR,"[0, 0]","[[0, 0], [0, 0]]"
fRiRXSLE,"[2, 1]","[[1, 0], [1, 1]]"
xjsWWnyL,"[1, 3]","[[0, 2], [1, 1]]"
rc1lAAxj,"[1, 0]","[[1, 0], [0, 0]]"
tOmNY868,"[1, 1]","[[1, 0], [0, 1]]"
E1NTzkw1,"[0, 4]","[[0, 3], [0, 1]]"
dQCYZ8h7,"[3, 3]","[[1, 0], [2, 3]]"
zHBxZS7D,"[0, 0]","[[0, 0], [0, 0]]"
6yKLxB8l,"[1, 1]","[[1, 0], [0, 1]]"
0bJPyVNf,"[3, 0]","[[0, 0], [3, 0]]"
OW4KcCpE,"[3, 2]","[[3, 0], [0, 2]]"
zTZalnUq,"[1, 4]","[[0, 3], [1, 1]]"
nND77RzM,"[0, 1]","[[0, 0], [0, 1]]"
dYKfATj3,"[1, 1]","[[0, 0], [1, 1]]"
pbHjB9yc,"[1, 1]","[[0, 1], [1, 0]]"
WfT8nQbd,"[2, 1]","[[2, 0], [0, 1]]"
8tWrcL3P,"[1, 1]","[[1, 0], [0, 1]]"
lnvMNB29,"[13, 0]","[[6, 0], [7, 0]]"
2krQMVHF,"[1, 6]","[[0, 3], [1, 3]]"
pEXULkXL,"[7, 0]","[[3, 0], [4, 0]]"
GYuEPXXd,"[4, 0]","[[2, 0], [2, 0]]"
E9N9rG70,"[0, 0]","[[0, 0], [0, 0]]"
hfZ0pxwl,"[2, 2]","[[2, 0], [0, 2]]"
WpY4qdhf,"[0, 3]","[[0, 1], [0, 2]]"
SCRDszN6,"[2, 3]","[[1, 2], [1, 1]]"
ne7T2pgF,"[1, 0]","[[0, 0], [1, 0]]"
MZQHtfxD,"[1, 2]","[[1, 1], [0, 1]]"
4WHO3Qw9,"[3, 0]","[[1, 0], [2, 0]]"
6oaL46O2,"[4, 1]","[[1, 0], [3, 1]]"
O8CDHXpf,"[2, 2]","[[1, 1], [1, 1]]"
vHYUPewE,"[1, 1]","[[0, 0], [1, 1]]"
hKxZOFhK,"[1, 2]","[[1, 0], [0, 2]]"
xhE5JgGs,"[0, 1]","[[0, 1], [0, 0]]"
AeiQbXcS,"[0, 4]","[[0, 2], [0, 2]]"
UuYdgBLk,"[2, 1]","[[0, 0], [2, 1]]"
2gW4ikj2,"[1, 1]","[[1, 1], [0, 0]]"
GxUhfi6q,"[2, 1]","[[1, 1], [1, 0]]"
ObHaDWCL,"[1, 4]","[[1, 0], [0, 4]]"
vBFmGYS2,"[1, 2]","[[1, 0], [0, 2]]"
O2X0hVzd,"[0, 1]","[[0, 1], [0, 0]]"
I1EiFhr9,"[1, 2]","[[0, 1], [1, 1]]"
CODeECcF,"[0, 0]","[[0, 0], [0, 0]]"
6N64CjSR,"[1, 0]","[[1, 0], [0, 0]]"
8ro6MO87,"[2, 1]","[[2, 0], [0, 1]]"
KWiipS0E,"[2, 2]","[[1, 1], [1, 1]]"
MoZmo8o8,"[1, 0]","[[0, 0], [1, 0]]"
fgMzx48f,"[2, 2]","[[2, 0], [0, 2]]"
Uin2N4g1,"[1, 0]","[[1, 0], [0, 0]]"
2esdqnGK,"[2, 1]","[[0, 0], [2, 1]]"
CUWVxpgl,"[2, 4]","[[2, 1], [0, 3]]"
tnt0r6VQ,"[0, 2]","[[0, 2], [0, 0]]"
YwYRwQwr,"[1, 1]","[[0, 1], [1, 0]]"
OtrHXLyK,"[6, 0]","[[2, 0], [4, 0]]"
fPYnSaas,"[1, 2]","[[0, 1], [1, 1]]"
hGnLWuiQ,"[2, 3]","[[0, 1], [2, 2]]"
lOReQwUg,"[0, 0]","[[0, 0], [0, 0]]"
vDK8NyEC,"[1, 2]","[[1, 1], [0, 1]]"
MyQ3OHb6,"[2, 3]",
pjqDY1MD,"[1, 1]","[[0, 0], [1, 1]]"
roRaPcq0,"[2, 1]","[[2, 0], [0, 1]]"
xlOiRJEm,"[0, 4]","[[0, 2], [0, 2]]"
WrenThcs,"[2, 1]","[[1, 1], [1, 0]]"
AZgjSCCm,"[2, 2]","[[1, 1], [1, 1]]"
IacbQjs0,"[1, 1]","[[1, 0], [0, 1]]"
v9bfRWRg,"[2, 1]","[[0, 0], [2, 1]]"
l0slV0pP,"[1, 1]","[[1, 0], [0, 1]]"
nukFM8tP,"[2, 1]","[[1, 0], [1, 1]]"
8ljBNlRI,"[2, 3]","[[2, 1], [0, 2]]"
0On3PAd6,"[2, 0]","[[0, 0], [2, 0]]"
ERj7OUBC,"[2, 1]","[[1, 0], [1, 1]]"
0l0VTz30,"[1, 5]","[[1, 1], [0, 4]]"
Ei4ZSfI6,"[0, 4]","[[0, 2], [0, 2]]"
QF5O57FM,"[5, 1]","[[1, 0], [4, 1]]"
Moif0owp,"[3, 2]","[[2, 2], [1, 0]]"
Kx5S4RUS,"[0, 5]","[[0, 2], [0, 3]]"
WGYpN8pc,"[1, 3]","[[1, 2], [0, 1]]"
IDp3bP7d,"[1, 2]","[[1, 1], [0, 1]]"
rixkMSa3,"[0, 2]","[[0, 0], [0, 2]]"
QFRgLnF9,"[4, 2]","[[2, 2], [2, 0]]"
vNoaa5hj,"[2, 3]","[[2, 1], [0, 2]]"
6XkS6Ni5,"[1, 1]","[[1, 0], [0, 1]]"
EckW5s7B,"[0, 1]","[[0, 0], [0, 1]]"
hllz51MH,"[1, 1]","[[0, 0], [1, 1]]"
zDwu4LyO,"[1, 0]","[[1, 0], [0, 0]]"
lGsq3uiU,"[0, 0]","[[0, 0], [0, 0]]"
QyJlOOMu,"[4, 1]","[[2, 1], [2, 0]]"
4SHhNrxn,"[1, 0]","[[0, 0], [1, 0]]"
0QJRbGBF,"[3, 0]","[[1, 0], [2, 0]]"
E9HF1IRd,"[3, 1]",
C4wXxZld,"[2, 2]","[[0, 0], [2, 2]]"
h0GJ0xs3,"[1, 1]","[[1, 1], [0, 0]]"
v9jat8el,"[2, 1]","[[1, 1], [1, 0]]"
tOXesltr,"[1, 2]","[[1, 1], [0, 1]]"
b1ZSwFZk,"[2, 2]","[[1, 0], [1, 2]]"
nusPVC9N,"[0, 1]","[[0, 0], [0, 1]]"
U3WTUWOT,"[0, 0]","[[0, 0], [0, 0]]"
lfOLWhfH,"[4, 0]","[[1, 0], [3, 0]]"
jP1ouoBH,"[1, 0]","[[1, 0], [0, 0]]"
KSBwkzAo,"[1, 0]","[[0, 0], [1, 0]]"
AJFieyq0,"[3, 3]","[[2, 2], [1, 1]]"
tpBmdHTg,"[0, 1]","[[0, 1], [0, 0]]"
foKB0WKu,"[2, 2]","[[0, 1], [2, 1]]"
2gCqccEm,"[3, 0]","[[2, 0], [1, 0]]"
C0JGAAqt,"[1, 0]","[[0, 0], [1, 0]]"
hvm5e5jf,"[1, 3]","[[1, 1], [0, 2]]"
lAEefeb6,"[3, 0]","[[2, 0], [1, 0]]"
r974hZSI,"[1, 0]","[[1, 0], [0, 0]]"
vR1zBZs0,"[2, 2]","[[2, 1], [0, 1]]"
6D3SCeDm,"[0, 3]","[[0, 2], [0, 1]]"
Q1nVDybs,"[2, 0]","[[1, 0], [1, 0]]"
lxP1V3TE,"[0, 1]","[[0, 0], [0, 1]]"
ryp1W1b2,"[3, 1]","[[2, 0], [1, 1]]"
4pocXsqd,"[1, 0]","[[0, 0], [1, 0]]"
fFPcWqE8,"[3, 0]","[[1, 0], [2, 0]]"
tCLgXPb2,"[2, 1]","[[1, 1], [1, 0]]"
p42WBFSg,"[4, 8]","[[2, 4], [2, 4]]"
d2dQEkd0,"[1, 0]","[[0, 0], [1, 0]]"
UiCoMX3Q,"[2, 0]","[[0, 0], [2, 0]]"
dvEwOgZD,"[1, 1]","[[1, 0], [0, 1]]"
lxgIGBRm,"[0, 2]","[[0, 1], [0, 1]]"
Ayg3aAdD,"[1, 2]","[[0, 1], [1, 1]]"
Wpfa0js7,"[1, 0]","[[0, 0], [1, 0]]"
6D3DHiCs,"[1, 1]","[[0, 1], [1, 0]]"
zVCsNDlK,"[1, 0]","[[0, 0], [1, 0]]"
zgeUD9B6,"[2, 2]","[[2, 1], [0, 1]]"
8E9ITbXe,"[4, 1]","[[2, 0], [2, 1]]"
CnG9VK2q,"[2, 0]","[[2, 0], [0, 0]]"
EBd4i2P2,"[1, 1]","[[0, 1], [1, 0]]"
h2e8jMv9,"[1, 0]","[[0, 0], [1, 0]]"
f7Tsz1fS,"[0, 1]","[[0, 1], [0, 0]]"
n58MSIn2,"[1, 1]","[[1, 0], [0, 1]]"
KlyVx3A9,"[0, 2]","[[0, 0], [0, 2]]"
txcejwtI,"[1, 0]","[[0, 0], [1, 0]]"
fFiZ1zuU,"[1, 0]","[[0, 0], [1, 0]]"
dOw1cfmo,"[1, 0]","[[1, 0], [0, 0]]"
W2k1DeRk,"[2, 0]","[[1, 0], [1, 0]]"
rN0M29CC,"[2, 1]","[[0, 1], [2, 0]]"
dQSYBDkQ,"[2, 2]","[[1, 1], [1, 1]]"
M7CD4Vs0,"[1, 0]","[[0, 0], [1, 0]]"
vXpVLwRE,"[1, 1]","[[1, 0], [0, 1]]"
KOsKbYPt,,"[[1, 0], [1, 0], [3, 1]]"
K4J4Ep93,"[0, 1]","[[0, 1], [0, 0]]"
Cz4pDzDT,"[3, 0]","[[1, 0], [2, 0]]"
niLdG6vi,"[2, 0]","[[1, 0], [1, 0]]"
QsK0FQgc,"[2, 0]","[[0, 0], [2, 0]]"
WvN8D4O9,"[1, 1]","[[1, 1], [0, 0]]"
2Ns6MEEk,"[3, 0]","[[1, 0], [2, 0]]"
2PMPtq04,"[1, 0]","[[1, 0], [0, 0]]"
tAYGr5Vi,"[2, 0]","[[1, 0], [1, 0]]"
OYNLsPpb,"[1, 2]","[[1, 2], [0, 0]]"
dpsALYTe,"[1, 4]","[[0, 2], [1, 2]]"
jmv2Nfaq,"[3, 2]","[[1, 1], [2, 1]]"
S6UCqoGo,"[0, 1]","[[0, 1], [0, 0]]"
WbRTu3FA,"[1, 3]","[[0, 1], [1, 2]]"
AkQXvNUG,"[1, 2]","[[1, 0], [0, 2]]"
lduDyT81,"[2, 2]","[[1, 1], [1, 1]]"
reM3bjGE,"[0, 2]",
pvwzi88l,"[1, 1]",
UiIaaW08,"[2, 1]","[[0, 1], [2, 0]]"
6mvWilgr,"[1, 0]","[[0, 0], [1, 0]]"
G8KBdUpR,"[0, 5]","[[0, 3], [0, 2]]"
v1xvjSNf,"[4, 0]","[[3, 0], [1, 0]]"
h4trknw1,"[0, 2]","[[0, 1], [0, 1]]"
SnvHzmO7,"[2, 1]","[[1, 0], [1, 1]]"
pnytgaWG,"[1, 1]","[[0, 1], [1, 0]]"
bgHGnc9p,,
AgMuffZ0,"[2, 0]",
lvYWeG4l,"[1, 1]",
IaZmiw1T,"[0, 3]","[[0, 0], [0, 3]]"
W2NyezKf,"[1, 4]",
IJPmhY3D,,
v9zphJoN,"[0, 3]",
xpGKoHOj,,
vTQqgEl7,,
hh8DMW9D,"[1, 0]","[[0, 0], [1, 0]]"
6edeoGnE,"[1, 3]","[[0, 1], [1, 2]]"
Kb0apz2K,"[0, 2]",
2Nk4qfHQ,"[3, 5]","[[2, 5], [1, 0]]"
Y5tzvYvl,"[0, 4]","[[0, 2], [0, 2]]"
Cduvwhff,"[2, 1]","[[1, 0], [1, 1]]"
4WyWvEPs,"[1, 2]","[[0, 2], [1, 0]]"
pOtDmf47,"[3, 0]","[[1, 0], [2, 0]]"
CxXYyIMh,"[0, 2]",
YoYUxb7n,"[1, 0]","[[0, 0], [1, 0]]"
vPYQwvht,"[3, 1]","[[0, 1], [3, 0]]"
UDRwyxxa,"[3, 3]",
OEuHnEJD,"[6, 1]",
Sn6ce6ND,"[2, 0]",
xbs9lzk1,"[2, 4]","[[0, 2], [2, 2]]"
fwGSDS9E,"[1, 0]","[[0, 0], [1, 0]]"
l0FWCnPK,"[0, 0]","[[0, 0], [0, 0]]"
GnHOE8f8,"[0, 0]","[[0, 0], [0, 0]]"
23JzC6vR,"[2, 1]","[[1, 1], [1, 0]]"
8pd37Qnr,"[1, 0]","[[1, 0], [0, 0]]"
rJQ6oki8,"[2, 0]",
UFxPM5E7,,
jPwLNoa1,,
dMUAp96E,"[3, 1]",
voKFqTLK,"[0, 0]","[[0, 0], [0, 0]]"
zVKpv7qr,"[2, 1]",
AmDcy5T0,"[0, 1]","[[0, 0], [0, 1]]"
ELJlwRbl,"[2, 1]","[[0, 1], [2, 0]]"
E5ZtWhQD,"[0, 0]","[[0, 0], [0, 0]]"
Qs2AEQft,"[0, 1]","[[0, 0], [0, 1]]"
86iFDpAn,"[1, 1]","[[0, 0], [1, 1]]"
ncjJC4Ph,"[1, 1]","[[1, 1], [0, 0]]"
lr2BaBNp,"[4, 1]","[[3, 0], [1, 1]]"
OKtEJWEG,"[0, 0]","[[0, 0], [0, 0]]"
x4r6Lhp4,"[0, 0]","[[0, 0], [0, 0]]"
pUsAKCaA,"[3, 2]","[[2, 2], [1, 0]]"
GlfcNEFi,"[1, 0]","[[0, 0], [1, 0]]"
2ojgOf0o,"[2, 1]","[[1, 1], [1, 0]]"
bDq2MYUc,"[1, 0]","[[1, 0], [0, 0]]"
KnzNHAqT,"[0, 2]","[[0, 2], [0, 0]]"
Qm3qZBE3,"[4, 1]","[[1, 0], [3, 1]]"
GILhCl7j,"[2, 2]","[[1, 1], [1, 1]]"
hz5yyYqi,"[1, 4]","[[0, 1], [1, 3]]"
WQ3uzhac,"[1, 1]","[[1, 1], [0, 0]]"
xSMlDUip,"[2, 3]","[[0, 2], [2, 1]]"
xO6mYVT9,"[3, 1]","[[2, 0], [1, 1]]"
6qWIIjUM,"[1, 1]","[[1, 0], [0, 1]]"
KndhXkqG,"[10, 0]","[[4, 0], [6, 0]]"
bwedW9bM,"[1, 4]","[[1, 1], [0, 3]]"
QmuyPRjd,"[1, 1]","[[0, 1], [1, 0]]"
CpyXP7yj,"[1, 1]","[[0, 1], [1, 0]]"
viTImBTd,"[1, 0]","[[1, 0], [0, 0]]"
IsSMnVr3,"[0, 1]","[[0, 0], [0, 1]]"
p4bJokb9,"[1, 1]","[[0, 1], [1, 0]]"
IHdRqTSL,"[1, 2]","[[1, 0], [0, 2]]"
OfcNp9DF,"[3, 2]","[[0, 1], [3, 1]]"
WK0VrmrS,"[1, 5]","[[0, 2], [1, 3]]"
pSt6xoLe,"[0, 4]","[[0, 1], [0, 3]]"
Ghx2wR5k,"[5, 1]","[[3, 0], [2, 1]]"
x2wbv7jq,"[0, 3]","[[0, 3], [0, 0]]"
WKM0bSsF,"[1, 1]","[[0, 1], [1, 0]]"
xbNda8S8,"[6, 1]","[[2, 1], [4, 0]]"
QNJh0lD2,"[0, 1]","[[0, 0], [0, 1]]"
xzXmc7wJ,"[4, 0]","[[3, 0], [1, 0]]"
OIuAy5z2,"[4, 0]","[[3, 0], [1, 0]]"
ABL4cncL,"[0, 2]","[[0, 0], [0, 2]]"
Ue2yhQKr,"[2, 0]","[[2, 0], [0, 0]]"
xM5qj4ke,"[1, 2]","[[1, 2], [0, 0]]"
OI1uipzk,"[0, 5]","[[0, 2], [0, 3]]"
SnG9d6CR,"[3, 7]","[[1, 3], [2, 4]]"
KpelkO41,"[3, 5]","[[2, 3], [1, 2]]"
byfhlrK7,"[2, 0]","[[1, 0], [1, 0]]"
ARFjpyBc,,
WzHnoHei,,
hj5eqeQ3,,
rLN4MXIj,,
bm83sZfG,,
4Q8arFuA,,
xv77tgAM,,
fF1CuDPS,,
dOmvyXXq,,
MsBPaB8p,"[0, 2]","[[0, 1], [0, 1]]"
0Y9TbVNj,"[1, 0]","[[0, 0], [1, 0]]"
xjgCNE0i,"[1, 2]","[[0, 1], [1, 1]]"
O6eOKCpA,"[2, 0]","[[1, 0], [1, 0]]"
GthGMYFc,"[1, 0]","[[1, 0], [0, 0]]"
A3iKLhV3,"[0, 2]","[[0, 1], [0, 1]]"
vquXb8vG,"[1, 2]","[[1, 0], [0, 2]]"
dKkSalP9,"[2, 1]","[[0, 0], [2, 1]]"
WtKBiQWk,"[3, 2]","[[2, 1], [1, 1]]"
lIU6h6Hq,"[1, 0]","[[0, 0], [1, 0]]"
n9rucn9S,"[1, 0]","[[1, 0], [0, 0]]"
4CXK1Afc,"[2, 1]","[[1, 1], [1, 0]]"
bZWO0U93,"[3, 0]","[[2, 0], [1, 0]]"
